"","floorPrice","wins","revenue","floorPriceType","auctions","fill","eCpm"
"1",0.01,1964,1249.82,"simulated",6799,0.28886600970731,0.636364562118126
"2",0.02,1936,1254.28,"simulated",6799,0.284747757023092,0.647871900826446
"3",0.03,1863,1256.53,"simulated",6799,0.274010883953523,0.674465915190553
"4",0.04,1845,1260.36,"simulated",6799,0.271363435799382,0.683121951219512
"5",0.05,1805,1262.59,"simulated",6799,0.26548021767907,0.699495844875346
"6",0.06,1791,1265.93,"simulated",6799,0.263421091336961,0.706828587381351
"7",0.07,1781,1269.51,"simulated",6799,0.261950286806883,0.712807411566536
"8",0.08,1747,1270.94,"simulated",6799,0.256949551404618,0.727498568975386
"9",0.09,1719,1272.38,"simulated",6799,0.2528312987204,0.740186154741128
"10",0.1,1701,1274.4,"simulated",6799,0.25018385056626,0.749206349206349
"11",0.11,1697,1277.85,"simulated",6799,0.249595528754229,0.753005303476724
"12",0.12,1691,1281.62,"simulated",6799,0.248713046036182,0.757906564163217
"13",0.13,1631,1277.82,"simulated",6799,0.239888218855714,0.783458001226242
"14",0.14,1626,1281.19,"simulated",6799,0.239152816590675,0.787939729397294
"15",0.15,1617,1283.89,"simulated",6799,0.237829092513605,0.793995052566481
"16",0.16,1611,1287.25,"simulated",6799,0.236946609795558,0.799037864680323
"17",0.17,1578,1285.67,"simulated",6799,0.232092954846301,0.814746514575412
"18",0.18,1569,1288.09,"simulated",6799,0.230769230769231,0.820962396430848
"19",0.19,1563,1290.98,"simulated",6799,0.229886748051184,0.8259628918746
"20",0.2,1554,1293.59,"simulated",6799,0.228563023974114,0.832425997425998
"21",0.21,1487,1283.3,"simulated",6799,0.218708633622592,0.86301277740417
"22",0.22,1481,1285.73,"simulated",6799,0.217826150904545,0.868149898717083
"23",0.23,1475,1288.08,"simulated",6799,0.216943668186498,0.873274576271186
"24",0.24,1468,1290.2,"simulated",6799,0.215914105015443,0.878882833787466
"25",0.25,1451,1289.64,"simulated",6799,0.213413737314311,0.888793935217092
"26",0.26,1446,1292.06,"simulated",6799,0.212678335049272,0.893540802213001
"27",0.27,1439,1293.94,"simulated",6799,0.211648771878217,0.899193884642113
"28",0.28,1431,1295.55,"simulated",6799,0.210472128254155,0.905345911949686
"29",0.29,1419,1295.86,"simulated",6799,0.208707162818061,0.913220577871741
"30",0.3,1418,1299.49,"simulated",6799,0.208560082365054,0.916424541607898
"31",0.31,1406,1299.68,"simulated",6799,0.20679511692896,0.924381223328592
"32",0.32,1392,1299.11,"simulated",6799,0.204735990586851,0.93326867816092
"33",0.33,1378,1298.31,"simulated",6799,0.202676864244742,0.942169811320755
