0.34;0.13,0.7,200
0,0.7,0
0,0.7,0
1.36;0.33;0.07;0.02,1,200
0,0.7,0
0,0.75,0
0,0.75,0
0.17;0.03;0.02,0.75,200
0,0.75,0
0,1.3,0
0,0.7,0
0,0.75,204
0,0.8,0
0,0.75,0
0,0.7,0
0,0.75,204
0.01,0.7,200
0,0.6,204
0,0.75,0
0,0.75,204
0,0.7,0
0,0.75,204
0,0.6,0
0,0.6,0
0,0.6,0
0,0.6,0
0,0.6,204
0,0.75,204
0,0.75,204
0.12,0.75,200
0,0.75,0
0,0.75,0
0,0.7,0
0,0.75,204
0,0.6,0
0,0.7,204
0,0.7,204
0,0.6,0
0,0.75,0
0,0.8,0
0,0.7,0
0,0.6,0
0,0.6,0
0,1.6,0
0,1.6,0
0,0.7,0
0,0.75,0
0,0.75,0
0,1,0|0
0,0.75,0
0.16,0.75,200
0,0.6,0
0,0.6,204
0,0.6,0
0,0.8,0|0
0,0.7,0
0,1.3,204
0,0.4,204
0,0.75,0
0,0.75,0
0,0.7,204
0,0.8,204
0,0.7,0
0.01,0.75,200
0.07,0.6,200
0,0.6,0
0,0.7,0
0.2,0.75,200
0,0.7,204
0,0.75,0
0,0.7,204
0.09,0.8,204|200
0.32;0.07;0.07;0.02,1.6,200
0,0.75,204
0,0.8,0
0.96,0.7,200
0,0.8,204
0,0.7,0
0,0.6,0
0,0.8,0|0
0,0.7,0
0,0.6,0
0,0.7,0
0,0.8,0
0,0.6,204
0,0.7,0
0,0.7,0
0.09,0.75,200
0.12,1,200|200
0.32,0.75,200
0,0.8,0
0,0.7,0
0,0.75,0
0,0.7,0
0,0.4,0
0,0.8,0
0,0.7,204
0,0.8,0
0.04;0.02,0.75,200
0,0.75,0
0,0.8,0|0
0,0.75,204
0,0.8,0
0,0.6,0
0,0.75,204
0,0.75,204
0.19;0.14;0.02,0.7,200
0,0.8,204
0.08,1.6,200
0,0.7,204
0.13;0.01,0.6,200
0.13,0.7,200
0.04,0.7,200
0,0.4,0
0,0.7,0
0,1,0|0
0,1.6,0
0,1.6,0
0,0.75,0
0,0.75,204
0,0.7,204
0.32;0.08,0.7,200
0,0.6,204
0,0.7,0
0.19;0.07,0.7,200
0,1.6,0
0,0.75,204
0,0.75,0
0,0.4,0
0,0.6,0
0,0.75,0
0,1.6,0
0,0.6,204
0,0.6,204
0,1.6,0
0,0.7,0
0,0.8,0
0,0.7,0
0,0.6,0
0,0.4,0
0,0.7,204
0,0.6,0
0,0.8,0
0.05,1,200|200
1.44;0.11,0.75,200
0,0.75,0
0,0.75,204
0,0.75,0
0,0.75,0
0,0.8,204
0,1.3,0
0,0.7,204
1.2;0.51,0.75,200
0,0.7,0
0,0.75,0
0,0.8,0
0,0.7,0
0,0.7,0
0,0.7,0
0,1.6,0
0,0.7,0
0,0.8,0
0,0.6,0
0,0.6,0
0,0.7,0
0,0.6,0
0,1.6,0
0,0.7,0
0,1.6,0
0.64,1,200|200
0.09;0.04,0.8,200
0.09,0.6,200
0.02,0.6,200
0,0.75,0
0,1,0|0
0,0.7,0
0,0.6,0
0,0.7,0
0,0.7,0
0,0.6,0
0,0.6,0
0,0.6,0
0,0.8,0
0,1,0|0
0,0.7,0
0,0.7,204
0,0.75,0
0,0.7,0
0,0.6,0
0,0.7,204
0.04,0.8,200
0,0.7,0
0,0.6,0
0,0.75,0
0,1.6,0
0,0.7,0
0.4,0.75,200
2.4,0.7,200
0,0.6,0
0,0.6,204
0,0.6,0
0,0.75,0
0,0.8,0
0,0.8,0|0
0,0.7,204
0.21;0.02,0.75,200
0,0.7,204
0,0.75,0
0,0.6,204
0,0.75,204
0,0.75,0
0.32,1.3,200
0.4,0.6,200
0.4,0.75,200
0,0.8,0
0.12,0.75,200
0,0.75,0
2.4;0.34;0.07,0.75,200
0,0.75,0
0,0.7,0
0,0.6,204
0,0.8,0|0
0,0.7,0
0,0.6,0
0,0.6,0
0,0.7,0
0,0.8,204
0,0.75,204
0,0.75,0
0,0.7,204
0.07,0.6,200
0.19,0.7,200
0,0.8,0|0
0,0.75,0
0,0.75,0
0.11,0.4,200
0,0.6,204
0,0.75,204
0,0.75,204
0,0.75,204
0,0.7,204
0,0.6,0
0,0.8,204|204
0.02,0.75,200
0,0.4,0
0,1.6,0
0,0.7,0
0,0.8,0
0,0.8,0|0
0,0.8,0
0.09;0.04,0.75,200
0,0.75,204
0,0.7,0
0,0.8,0|0
0,0.75,0
0,0.75,0
0.14;0.08;0.04;0.02,0.75,200
0,0.6,0
0,0.75,0
0,0.7,0
0.17;0.03;0.01,0.4,200
0,0.7,0
0,0.7,0
0,0.8,0
0,0.8,0|0
0,0.7,204
0,0.75,204
0,0.7,204
0,0.6,0
0.27;0.03,0.7,200
0,1,0|0
0.07,0.75,200
0,0.6,204
0,0.75,0
0.06,0.6,200
0,0.7,0
0,1,0|0
0,0.75,0
0,0.7,204
0,0.75,0
0,0.6,0
0,0.6,0
0,0.7,0
0,0.7,0
0,0.7,204
0,0.75,0
0,0.7,0
0,0.7,0
0,1.6,204
0,0.7,0
0,0.7,0
0,0.7,204
0,0.6,0
0.42,0.75,200
0,0.6,204
0,0.4,0
0,0.6,204
0,1.6,0
0,0.6,204
0,0.7,0
0.09;0.04,0.6,200
0,0.8,0
0,0.75,0
0,0.75,204
0,0.75,204
0,0.75,204
0,0.75,204
0,0.75,204
0,0.75,0
0.28;0.14,1.6,200
0,0.6,0
0,0.4,0
0,0.8,204|204
0,0.6,0
0,0.6,0
0,0.8,0
0.04,0.6,200
0,0.8,0
0,0.75,0
0,0.75,204
0,0.75,204
0,0.75,0
0,1.3,204
0,0.75,0
0,0.75,204
0,0.8,0
0,0.6,0
0,0.75,204
0.64;0.37;0.28;0.16;0.12,1,200|200
0,0.7,0
0,0.7,0
0,0.7,0
0,0.8,0|0
0,0.6,0
0,0.6,0
0,0.7,0
0,0.6,0
0,0.8,0|0
0,0.8,0
0.14,0.75,200
0,0.7,0
0.16,0.6,200
1.6,0.75,200
0,0.75,204
0,0.7,204
0.35,0.7,200
0.05;0.03;0.01,0.7,200
0,0.6,204
0,0.75,204
0,0.6,0
0.07,0.75,200
0,0.7,0
0,0.8,0|0
0,0.6,204
0,0.7,0
0,0.8,0|0
0,0.8,0
0,0.7,204
0,0.8,204|204
0,0.8,0
0,0.75,0
0,0.75,204
0.83;0.12;0.08;0.02,0.6,200
0.36,0.7,200
0,0.7,0
0,0.6,0
0,0.7,204
0,0.7,0
0,0.75,0
0,0.6,0
0,0.6,0
