0,0.65,204|204
0,0.45,204|204
0.12,0.45,200
0,0.45,204
0,0.45,204
0,0.45,204
0,0.65,204|204
0,0.45,0
0,0.45,0|0
0,0.95,204
0.03,0.45,200
0.1,0.45,200
0.16;0.03,0.45,200
0,0.45,0
0,0.45,204
0.07;0.03,0.45,200|200
0,0.65,0|0
0,0.45,204
0,0.95,0
0.64;0.03,0.45,200
0.09;0.02,0.45,200
0,0.45,204
0,0.45,204
0,0.45,204|204
0,0.45,204
0,1.25,204
0.04,0.2,200
0.64,0.45,200|200
0,0.45,0
0,0.45,0
0,0.95,0
0,0.45,204|204
1.64,0.3,200
0,0.45,204
0,0.15,204
0,1.25,204
0,0.65,0|0
0,0.15,0
0,0.45,204
0,0.45,0
0,0.45,0
0,0.45,204
0.16;0.04,0.95,200
0,0.45,204
0,0.45,204
0,1.25,0
0.32,0.45,200
0,0.95,204
0,1.25,204
0,0.45,0
0,0.45,204|204
0,1.25,204
0,0.45,0
0,0.45,0|0
0.07,0.45,200
0,0.45,204
0,0.45,204
0.88;0.3,0.45,200
0,0.45,204
0,0.45,204|204
0,0.95,0
0.12;0.09;0.04;0.02;0.02,0.2,200
1.61;0.03,0.45,200
0,0.45,204
0,0.45,0
1.59,0.95,200
0,1.25,204
0,0.65,0|0
0.12;0.03,0.45,200
0,1.25,204
0,0.45,0
0,0.45,204
0.12;0.04,1.25,200
0,0.45,0
0.08;0.03,0.95,200
0.03,0.45,200
0,0.45,204
0,0.95,0
0.43;0.03,0.95,200
0,0.45,204|204
0.03,0.45,204|200
0,0.95,204
0,0.45,0
0,0.45,0|0
0,0.15,204
0,0.45,0
0,0.45,0
0,0.45,0
0.01,1.25,200
0,0.45,204
0,0.65,0|0
0.76;0.03,0.65,200
0,0.15,0
0,0.65,0|0
0,0.65,204|204
0,0.45,204
0,1.25,0
0,0.45,0|0
0,0.45,204
0,0.45,204
0,0.95,204
0,0.95,204
0.07,0.15,200
0,0.45,204|204
0.15;0.03,0.95,200
0,0.15,0
0,0.65,204|204
