0.56;0.03,1.4,200|200
0,1.7,0
0.09;0.08;0.05;0.04,1.2,200
0.31,1.7,200
0,1.2,0
0.03,1.2,200
0.64;0.11;0.01,1.2,200
0.18;0.13;0.05;0.04;0.03,1.2,200
0.13;0.12;0.11,1.2,200
0,1.2,0
0,1.4,0|0
0.03;0.03,1.2,200
0,1.2,0
0.6;0.13;0.03,1.2,200
0,1.2,0
0,1.2,0
0,1.2,0
0,1.2,0
0,1.2,0
0,1.2,204
0,1.2,0
0,1.2,0|0
0,1.2,0
0,1.2,0
0,2,0
0,0.8,0
0.01,1.2,200
0,2,0
0,1.2,0
0,1.2,0
0,0.8,0
0,1.2,0
0.86;0.69;0.6,1.7,200
0,1.2,0
0,1.2,204
0,2,204
0,1.2,0
0,1.2,0
0,1.2,0
0,1.4,0|0
0,2,0
0,1.2,0
0,1.2,0
0,1.7,0
0,1.2,0
0,1.2,0
0,1.4,0|0
0,1.4,0|0
0.01,1.2,200
0,1.2,0|0
0,1.2,0
0.03;0.03;0.01,0.8,200
0,0.8,0
0.08,1.4,200|200
0,1.4,0|0
0,0.8,0
0,1.7,0
0,1.4,0|0
0.4;0.08;0.04,1.2,200
0.02,1.7,200
0.64;0.54;0.44;0.14;0.08,0.8,200
0,1.2,0
0.04,1.2,200|200
0,1.2,0
0.56;0.07,2,200
0,1.2,0
0.43;0.32;0.28;0.05;0.04,1.2,200|200
0.08;0.04,0.8,200
0,1.2,0
0.03;0.01,1.2,200|200
0.77;0.17;0.02,0.8,200
0.72;0.67;0.4;0.11;0.07,1.2,200|200
0.09,1.4,200|200
1.8;0.16;0.14;0.08;0.08,1.2,200
0,1.2,0
0.08;0.07;0.07,1.7,200
0,1.7,0
2;0.01,1.2,200
0,1.2,0
0,1.2,204
0,1.2,0
0.52;0.03,1.2,200
0,1.2,204
0,1.2,0
0,1.4,0|0
0,1.2,0
0,1.4,0|0
0,1.2,0
0,1.7,0
0.52;0.05,1.4,200|200
0.01,1.2,200
0,1.7,0
0,1.4,0|0
0.04,1.2,200
0.12;0.11;0.01,1.4,200|200
0.04;0.01,1.2,200
0,1.2,0
0,1.2,0
0.11;0.02,1.2,200
0.06,2,200
0,1.4,0|0
0,1.2,0
0.72;0.2;0.05,1.2,200|200
0,1.2,0
0,1.7,0
1.16;0.68;0.04;0.03,1.2,200
0,1.2,0
0,1.2,0
0,1.2,0|0
0.8;0.76;0.66;0.22;0.04,0.8,200
0,1.2,0
0,1.4,0|0
0,1.2,0
0,1.7,204
0,1.2,0
0.01,1.2,200
0.56;0.2;0.05,1.2,200
0,1.2,0|0
0,0.8,0
0,1.2,0
0.08;0.02,1.2,200
0,0.8,0
0,1.2,0|0
0.08,1.2,200
0,1.2,0
0,1.2,0
0.2;0.13;0.07;0.05,1.4,200|200
0,1.2,0
0,1.2,0
0,1.4,0|0
0.05,1.7,200
