PlacementId,Date,Network,Order,GlobalChain,GlobalType,GlobalImpressions,GlobalServed,GlobalIncome,GlobalFill,GlobalEcpm,GlobalRcpm,ExperimentChain,ExperimentType,ExperimentImpressions,ExperimentServed,ExperimentIncome,ExperimentFill,ExperimentEcpm,ExperimentRcpm
ad3f290182679590a3d68705b9d324a2,2015-06-18,Pubmatic,1,p6=0.45:p2=0.25,Learning,4765,426,0.162,0.08940189,0.3802817,0.0339979,p13=0.45:p26=0.25,LearningExperiment,2146,166,0.063,0.07735322,0.3795181,0.02935694
ad3f290182679590a3d68705b9d324a2,2015-06-18,PulsePoint,0,t3=0.01,Learning,4744,965,0.01,0.2034148,0.01036269,0.002107926,t15=0.01,LearningExperiment,3591,569,0.01,0.1584517,0.01757469,0.002784739
ad3f290182679590a3d68705b9d324a2,2015-06-18,Pubmatic,0,p5=1.05,Learning,4914,473,0.639,0.09625559,1.350951,0.1300366,p18=1.05,LearningExperiment,3751,266,0.324,0.07091442,1.218045,0.08637697
ad3f290182679590a3d68705b9d324a2,2015-06-18,Pubmatic,0,p16=0.01,Learning,5398,3495,0.963,0.647462,0.2755365,0.1783994,p4=0.01,LearningExperiment,3414,2302,0.405,0.6742824,0.175934,0.1186292
ad3f290182679590a3d68705b9d324a2,2015-06-18,PulsePoint,0,t5=1.05,Learning,5018,572,0.61,0.1139896,1.066434,0.1215624,t19=1.05,LearningExperiment,2968,62,0.07,0.02088949,1.129032,0.02358491
ad3f290182679590a3d68705b9d324a2,2015-06-18,PulsePoint,0,t9=0.45:t8=0.25,Learning,4899,890,0.41,0.1816697,0.4606742,0.08369055,t1=0.45:t7=0.25,LearningExperiment,3006,388,0.18,0.1290752,0.4639176,0.05988024
ad3f290182679590a3d68705b9d324a2,2015-06-18,PulsePoint,1,t9=0.45:t8=0.25,Learning,3826,165,0.04,0.04312598,0.2424242,0.01045478,t1=0.45:t7=0.25,LearningExperiment,2377,52,0.01,0.02187631,0.1923077,0.004206983
ad3f290182679590a3d68705b9d324a2,2015-06-18,Aol,0,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,2528053,1491567,356.5474,0.5900062,0.2390422,0.1410364,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,33765,21650,3.8786,0.6411965,0.1791501,0.1148704
ad3f290182679590a3d68705b9d324a2,2015-06-18,Pubmatic,1,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,940683,188815,26.127,0.2007212,0.1383735,0.0277745,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,11036,2155,0.261,0.19527,0.1211137,0.02364987
ad3f290182679590a3d68705b9d324a2,2015-06-18,PulsePoint,2,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,715169,33549,1.68,0.04691059,0.05007601,0.002349095,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,8492,280,0.01,0.03297221,0.03571428,0.001177579
ad3f290182679590a3d68705b9d324a2,2015-06-18,Aol,3,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,652500,61057,3.8442,0.09357394,0.06296084,0.005891494,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,7862,973,0.0602,0.1237599,0.0618705,0.007657085
ad3f290182679590a3d68705b9d324a2,2015-06-23,PulsePoint,0,t9=0.45:t8=0.25,Learning,2246,450,0.21,0.2003562,0.4666666,0.09349955,t1=0.45:t7=0.25,LearningExperiment,1628,219,0.1,0.1345209,0.456621,0.06142506
ad3f290182679590a3d68705b9d324a2,2015-06-23,PulsePoint,1,t9=0.45:t8=0.25,Learning,1729,97,0.02,0.05610179,0.2061856,0.01156738,t1=0.45:t7=0.25,LearningExperiment,1353,54,0.01,0.03991131,0.1851852,0.007390983
ad3f290182679590a3d68705b9d324a2,2015-06-23,PulsePoint,0,t5=1.05,Learning,3313,309,0.33,0.09326894,1.067961,0.09960761,t19=1.05,LearningExperiment,1263,82,0.09,0.06492478,1.097561,0.07125891
ad3f290182679590a3d68705b9d324a2,2015-06-23,Pubmatic,0,p5=1.05,Learning,2327,224,0.297,0.09626128,1.325893,0.1276321,p18=1.05,LearningExperiment,1428,91,0.117,0.06372549,1.285714,0.08193278
ad3f290182679590a3d68705b9d324a2,2015-06-23,PulsePoint,0,t3=0.01,Learning,2251,556,0.01,0.2470013,0.01798561,0.00444247,t15=0.01,LearningExperiment,1418,285,0,0.2009873,0,0
ad3f290182679590a3d68705b9d324a2,2015-06-23,Pubmatic,0,p6=0.45:p2=0.25,Learning,2183,316,0.306,0.1447549,0.9683544,0.1401741,p13=0.45:p26=0.25,LearningExperiment,1530,230,0.18,0.1503268,0.7826087,0.1176471
ad3f290182679590a3d68705b9d324a2,2015-06-23,Pubmatic,1,p6=0.45:p2=0.25,Learning,1653,130,0.063,0.07864489,0.4846154,0.03811252,p13=0.45:p26=0.25,LearningExperiment,1105,89,0.036,0.08054299,0.4044944,0.03257918
ad3f290182679590a3d68705b9d324a2,2015-06-23,Pubmatic,0,p16=0.01,Learning,2453,1566,0.378,0.638402,0.2413793,0.154097,p4=0.01,LearningExperiment,1797,1198,0.234,0.6666667,0.1953255,0.130217
ad3f290182679590a3d68705b9d324a2,2015-06-23,Aol,0,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,1085039,678276,150.8956,0.6251167,0.2224693,0.1390693,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,17031,11675,1.8318,0.6855146,0.1568994,0.1075568
ad3f290182679590a3d68705b9d324a2,2015-06-23,Pubmatic,1,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,366828,66047,9.495,0.180049,0.1437613,0.02588407,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,4850,825,0.117,0.1701031,0.1418182,0.02412371
ad3f290182679590a3d68705b9d324a2,2015-06-23,PulsePoint,2,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,282543,13683,0.68,0.04842803,0.04969671,0.002406713,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,3803,116,0.01,0.03050224,0.0862069,0.002629503
ad3f290182679590a3d68705b9d324a2,2015-06-23,Aol,3,o28=0.05:p19=0.05:t14=0.05:o27=0.05:o26=0.05,BestChain,257945,21565,1.3502,0.08360309,0.06261072,0.00523445,o11=0.05:p23=0.05:t18=0.05:o24=0.05,ExperimentClone,3548,369,0.0258,0.1040023,0.0699187,0.007271702
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-25,PulsePoint,0,t32=0.2,Learning,517,121,0.02,0.2340426,0.1652893,0.03868472,t14=0.2,LearningExperiment,475,79,0.02,0.1663158,0.2531646,0.04210526
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-25,Pubmatic,0,p5=0.8:p34=0.6,Learning,586,19,0.018,0.03242321,0.9473684,0.03071672,p83=0.8:p50=0.6,LearningExperiment,569,24,0.018,0.04217926,0.7499999,0.03163445
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-25,Pubmatic,1,p5=0.8:p34=0.6,Learning,500,72,0.036,0.144,0.5,0.072,p83=0.8:p50=0.6,LearningExperiment,476,66,0.036,0.1386555,0.5454545,0.07563025
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-25,PulsePoint,0,t2=1.4,Learning,522,17,0.02,0.03256705,1.176471,0.03831417,t10=1.4,LearningExperiment,520,17,0.02,0.03269231,1.176471,0.03846154
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-25,Pubmatic,0,p7=1.4,Learning,611,10,0.018,0.01636661,1.8,0.0294599,p46=1.4,LearningExperiment,462,6,0.009,0.01298701,1.5,0.01948052
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,Pubmatic,0,p83=0.8:p50=0.6,Learning,42802,1136,1.107,0.02654082,0.9744718,0.02586328,p5=0.8:p34=0.6,LearningExperiment,49888,894,0.846,0.01792014,0.9463087,0.01695799
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,Pubmatic,1,p83=0.8:p50=0.6,Learning,36919,568,0.378,0.01538503,0.665493,0.01023863,p5=0.8:p34=0.6,LearningExperiment,43399,516,0.36,0.01188967,0.6976745,0.008295123
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,0,t10=1.4,Learning,39952,1318,1.86,0.03298959,1.411229,0.04655587,t2=1.4,LearningExperiment,30610,451,0.63,0.01473375,1.396896,0.02058151
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,0,t32=0.2,Learning,38836,7125,1.44,0.1834638,0.2021053,0.037079,t14=0.2,LearningExperiment,36351,4995,1.01,0.1374103,0.2022022,0.02778465
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,0,t33=0.8:t50=0.6,Learning,37392,2309,1.86,0.06175118,0.8055435,0.04974326,t18=0.8:t19=0.6,LearningExperiment,42644,1692,1.37,0.03967733,0.8096927,0.03212644
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,1,t33=0.8:t50=0.6,Learning,32581,387,0.24,0.01187809,0.620155,0.007366256,t18=0.8:t19=0.6,LearningExperiment,37757,555,0.34,0.01469926,0.6126126,0.009004952
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,Pubmatic,0,p7=1.4,Learning,50257,959,1.422,0.01908192,1.482795,0.02829457,p46=1.4,LearningExperiment,37223,384,0.54,0.0103162,1.40625,0.01450716
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,Pubmatic,0,p85=0.2,Learning,51466,4980,2.151,0.09676291,0.4319277,0.04179458,p52=0.2,LearningExperiment,37983,2778,1.053,0.07313798,0.3790497,0.02772293
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,0,t9=0.45:t47=0.45:t3=0.45,BestChain,36051618,3832285,1740.17,0.1063,0.4540816,0.04826885,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,377323,16828,7.64,0.04459839,0.4540052,0.0202479
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,1,t9=0.45:t47=0.45:t3=0.45,BestChain,30970707,479968,218.08,0.01549748,0.4543636,0.007041492,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,333586,3970,1.8,0.01190098,0.4534005,0.00539591
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-22,PulsePoint,2,t9=0.45:t47=0.45:t3=0.45,BestChain,28991497,271612,122.9,0.009368679,0.4524837,0.004239174,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,298299,5917,2.69,0.0198358,0.4546223,0.009017798
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,Pubmatic,0,p83=0.8:p50=0.6,Learning,11736,354,0.342,0.0301636,0.9661017,0.02914111,p5=0.8:p34=0.6,LearningExperiment,13422,284,0.261,0.02115929,0.9190141,0.01944569
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,Pubmatic,1,p83=0.8:p50=0.6,Learning,10124,765,0.432,0.07556302,0.5647059,0.04267088,p5=0.8:p34=0.6,LearningExperiment,11687,891,0.504,0.07623856,0.5656566,0.04312484
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,Pubmatic,0,p7=1.4,Learning,12339,220,0.315,0.01782965,1.431818,0.02552881,p46=1.4,LearningExperiment,9384,127,0.171,0.01353367,1.346457,0.01822251
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,Pubmatic,0,p85=0.2,Learning,12545,1561,0.666,0.124432,0.4266496,0.05308888,p52=0.2,LearningExperiment,9842,1118,0.45,0.1135948,0.4025045,0.04572241
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,0,t32=0.2,Learning,11229,2449,0.5,0.218096,0.204165,0.04452756,t14=0.2,LearningExperiment,9002,1436,0.29,0.1595201,0.2019498,0.03221506
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,0,t10=1.4,Learning,11561,543,0.76,0.04696826,1.399632,0.06573826,t2=1.4,LearningExperiment,8738,172,0.24,0.01968414,1.395349,0.02746624
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,0,t33=0.8:t50=0.6,Learning,9797,908,0.73,0.09268143,0.8039648,0.07451261,t18=0.8:t19=0.6,LearningExperiment,11816,743,0.6,0.06288084,0.807537,0.05077861
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,1,t33=0.8:t50=0.6,Learning,8509,135,0.08,0.01586556,0.5925926,0.009401809,t18=0.8:t19=0.6,LearningExperiment,10533,143,0.09,0.01357638,0.6293706,0.008544574
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,0,t9=0.45:t47=0.45:t3=0.45,BestChain,10550569,1603747,727.68,0.1520057,0.4537374,0.06897069,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,107074,6532,2.96,0.06100454,0.4531537,0.02764443
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,1,t9=0.45:t47=0.45:t3=0.45,BestChain,8675899,121336,54.9,0.01398541,0.4524626,0.006327874,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,95837,1013,0.46,0.01057003,0.4540968,0.004799816
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-24,PulsePoint,2,t9=0.45:t47=0.45:t3=0.45,BestChain,8273276,48383,21.82,0.005848106,0.4509848,0.002637408,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,88859,2171,0.98,0.02443196,0.4514049,0.01102871
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,Pubmatic,0,p83=0.8:p50=0.6,Learning,364,11,0.009,0.03021978,0.8181818,0.02472527,p5=0.8:p34=0.6,LearningExperiment,340,10,0.009,0.02941176,0.9,0.02647059
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,Pubmatic,1,p83=0.8:p50=0.6,Learning,304,6,0.009,0.01973684,1.5,0.02960526,p5=0.8:p34=0.6,LearningExperiment,289,7,0,0.02422145,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,0,t33=0.8:t50=0.6,Learning,333,14,0.01,0.04204204,0.7142857,0.03003003,t18=0.8:t19=0.6,LearningExperiment,390,25,0.02,0.06410257,0.8,0.05128205
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,1,t33=0.8:t50=0.6,Learning,296,3,0,0.01013513,0,0,t18=0.8:t19=0.6,LearningExperiment,334,3,0,0.008982036,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,Pubmatic,0,p7=1.4,Learning,397,6,0.009,0.01511335,1.5,0.02267003,p46=1.4,LearningExperiment,404,5,0.009,0.01237624,1.8,0.02227723
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,0,t10=1.4,Learning,302,7,0.01,0.02317881,1.428571,0.03311258,t2=1.4,LearningExperiment,332,9,0.01,0.02710843,1.111111,0.03012048
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,0,t32=0.2,Learning,306,78,0.02,0.254902,0.2564102,0.06535947,t14=0.2,LearningExperiment,243,34,0.01,0.1399177,0.2941176,0.04115226
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,Pubmatic,0,p85=0.2,Learning,359,25,0.009,0.06963788,0.36,0.02506964,p52=0.2,LearningExperiment,295,16,0.009,0.05423729,0.5625,0.03050847
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,0,t9=0.45:t47=0.45:t3=0.45,BestChain,439381,55290,25.23,0.1258361,0.4563212,0.05742169,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,3124,147,0.07,0.04705506,0.4761905,0.02240717
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,1,t9=0.45:t47=0.45:t3=0.45,BestChain,358958,4848,2.22,0.01350576,0.4579208,0.006184568,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,2706,29,0.01,0.01071693,0.3448276,0.003695491
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-19,PulsePoint,2,t9=0.45:t47=0.45:t3=0.45,BestChain,330706,4924,2.23,0.01488936,0.4528838,0.006743149,t1=0.45:t7=0.45:t12=0.45:t4=0.45,ExperimentClone,2378,139,0.06,0.05845248,0.4316547,0.02523129
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,0,p38=1.3,Learning,583,9,0.009,0.01543739,0.9999999,0.01543739,p31=1.3,LearningExperiment,612,0,0,0,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,0,p29=0.7:p44=0.5,Learning,745,9,0.009,0.01208054,0.9999999,0.01208054,p33=0.7:p72=0.5,LearningExperiment,562,15,0.009,0.02669039,0.6,0.01601424
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,1,p29=0.7:p44=0.5,Learning,650,11,0.009,0.01692308,0.8181818,0.01384615,p33=0.7:p72=0.5,LearningExperiment,483,5,0,0.01035197,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,0,p24=0.15,Learning,605,42,0.018,0.06942149,0.4285714,0.02975206,p20=0.15,LearningExperiment,540,21,0.009,0.03888889,0.4285714,0.01666667
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,0,t19=1.3,Learning,704,1,0,0.001420455,0,0,t11=1.3,LearningExperiment,528,0,0,0,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,0,t31=0.7:t20=0.5,Learning,614,11,0.01,0.01791531,0.9090909,0.01628665,t18=0.7:t33=0.5,LearningExperiment,653,3,0,0.004594181,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,1,t31=0.7:t20=0.5,Learning,558,7,0,0.0125448,0,0,t18=0.7:t33=0.5,LearningExperiment,584,6,0,0.01027397,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,0,t2=0.15,Learning,591,26,0,0.04399323,0,0,t10=0.15,LearningExperiment,568,33,0,0.05809859,0,0
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,0,p66=0.75:t51=0.60:p13=0.55:t46=0.40,BestChain,696166,11926,10.179,0.01713097,0.8535133,0.01462151,p30=0.75:t44=0.6:p11=0.55:t55=0.4:t4=0.4,ExperimentClone,5836,59,0.054,0.01010966,0.9152542,0.009252913
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,1,p66=0.75:t51=0.60:p13=0.55:t46=0.40,BestChain,596381,11425,6.91,0.01915722,0.604814,0.01158655,p30=0.75:t44=0.6:p11=0.55:t55=0.4:t4=0.4,ExperimentClone,5109,58,0.03,0.01135251,0.5172414,0.005871991
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,Pubmatic,2,p66=0.75:t51=0.60:p13=0.55:t46=0.40,BestChain,541626,6823,4.158,0.01259725,0.6094093,0.007676884,p30=0.75:t44=0.6:p11=0.55:t55=0.4:t4=0.4,ExperimentClone,4619,39,0.027,0.008443386,0.6923077,0.005845421
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-07,PulsePoint,3,p66=0.75:t51=0.60:p13=0.55:t46=0.40,BestChain,511212,6424,2.59,0.01256622,0.4031756,0.005066391,p30=0.75:t44=0.6:p11=0.55:t55=0.4:t4=0.4,ExperimentClone,4310,24,0.01,0.005568446,0.4166667,0.002320186
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,0,p5=0.8:p34=0.6,Learning,1996,68,0.063,0.03406814,0.9264706,0.03156313,p83=0.8:p50=0.6,LearningExperiment,2239,60,0.054,0.02679768,0.9,0.02411791
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,1,p5=0.8:p34=0.6,Learning,1819,30,0.018,0.01649258,0.6,0.009895546,p83=0.8:p50=0.6,LearningExperiment,2045,37,0.027,0.01809291,0.7297298,0.01320293
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,0,t32=0.2,Learning,1548,296,0.06,0.1912145,0.2027027,0.03875969,t14=0.2,LearningExperiment,1785,325,0.07,0.1820728,0.2153846,0.03921569
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,0,t33=0.8:t19=0.6,Learning,1804,197,0.16,0.1092018,0.8121827,0.08869179,t18=0.8:t50=0.6,LearningExperiment,1492,12,0.01,0.008042895,0.8333333,0.006702413
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,1,t33=0.8:t19=0.6,Learning,1609,18,0.01,0.01118707,0.5555555,0.00621504,t18=0.8:t50=0.6,LearningExperiment,1246,22,0.01,0.0176565,0.4545454,0.008025682
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,0,t2=1.4,Learning,1890,32,0.04,0.01693122,1.25,0.02116402,t10=1.4,LearningExperiment,1434,5,0.01,0.00348675,2,0.0069735
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,0,p7=1.4,Learning,2044,35,0.054,0.01712329,1.542857,0.02641879,p46=1.4,LearningExperiment,1795,20,0.027,0.01114206,1.35,0.01504178
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,0,p61=0.2,Learning,2038,255,0.09,0.1251227,0.3529412,0.04416094,p85=0.2,LearningExperiment,1935,172,0.054,0.08888889,0.3139535,0.02790698
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,0,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,16133,642,0.594,0.03979421,0.9252336,0.03681894,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,18499,462,0.441,0.02497432,0.9545455,0.02383913
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,1,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,13463,678,0.41,0.05036025,0.6047198,0.03045384,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,19598,742,0.45,0.037861,0.606469,0.02296153
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,Pubmatic,2,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,13421,235,0.153,0.01750987,0.6510638,0.01140004,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,16117,199,0.135,0.01234721,0.678392,0.008376249
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-27,PulsePoint,3,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,14466,463,0.19,0.03200608,0.4103672,0.01313425,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,13646,124,0.05,0.009086912,0.4032258,0.003664077
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,0,t33=0.8:t19=0.6,Learning,1953,234,0.19,0.1198157,0.8119658,0.09728622,t18=0.8:t50=0.6,LearningExperiment,1921,202,0.16,0.1051536,0.7920792,0.08328995
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,1,t33=0.8:t19=0.6,Learning,1764,44,0.03,0.02494331,0.6818182,0.0170068,t18=0.8:t50=0.6,LearningExperiment,1419,18,0.01,0.01268499,0.5555555,0.007047216
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,0,t2=1.4,Learning,2356,98,0.14,0.04159592,1.428571,0.05942275,t10=1.4,LearningExperiment,2053,48,0.07,0.02338042,1.458333,0.03409645
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,0,t32=0.2,Learning,2247,416,0.08,0.1851357,0.1923077,0.03560302,t14=0.2,LearningExperiment,2168,381,0.08,0.175738,0.2099738,0.03690037
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,0,p5=0.8:p34=0.6,Learning,2433,84,0.081,0.03452528,0.9642857,0.03329223,p83=0.8:p50=0.6,LearningExperiment,2140,69,0.063,0.03224299,0.9130435,0.02943925
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,1,p5=0.8:p34=0.6,Learning,2077,42,0.027,0.02022147,0.6428571,0.01299952,p83=0.8:p50=0.6,LearningExperiment,1820,25,0.018,0.01373626,0.72,0.009890109
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,0,p7=1.4,Learning,2797,75,0.099,0.02681444,1.32,0.03539507,p46=1.4,LearningExperiment,2045,39,0.054,0.0190709,1.384615,0.02640587
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,0,p61=0.2,Learning,1774,210,0.081,0.1183766,0.3857143,0.04565953,p85=0.2,LearningExperiment,2385,164,0.063,0.0687631,0.3841463,0.02641509
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,0,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,17793,935,0.81,0.05254875,0.8663102,0.04552352,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,20826,544,0.477,0.0261212,0.8768382,0.02290406
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,1,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,14596,1129,0.68,0.07734996,0.6023029,0.04658811,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,23693,2206,1.33,0.09310767,0.6029012,0.05613473
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,Pubmatic,2,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,14956,310,0.18,0.02072747,0.5806452,0.0120353,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,18030,157,0.099,0.00870771,0.6305733,0.005490848
3d5146ac12ad9dcc3bd75f4c221c469e,2015-06-30,PulsePoint,3,p66=0.75:t51=0.6:p13=0.55:t46=0.4,Baseline,16926,1086,0.44,0.06416164,0.4051565,0.02599551,p30=0.75:t44=0.6:p11=0.55:t4=0.4:t55=0.4,ExperimentClone,14896,118,0.05,0.00792159,0.4237288,0.003356606
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-01,PulsePoint,0,t33=0.8:t19=0.6,Learning,1698,138,0.11,0.08127209,0.7971014,0.0647821,t18=0.8:t50=0.6,LearningExperiment,1550,61,0.05,0.03935484,0.8196722,0.03225806
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-01,PulsePoint,1,t33=0.8:t19=0.6,Learning,1503,14,0.01,0.009314704,0.7142857,0.00665336,t18=0.8:t50=0.6,LearningExperiment,1390,10,0.01,0.007194245,1,0.007194244
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-01,Pubmatic,0,p61=0.2,Learning,1667,135,0.054,0.0809838,0.4,0.03239352,p85=0.2,LearningExperiment,1754,130,0.036,0.0741163,0.2769231,0.02052451
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-01,Pubmatic,0,p5=0.8:p34=0.6,Learning,1743,38,0.036,0.02180149,0.9473684,0.02065404,p83=0.8:p50=0.6,LearningExperiment,1733,26,0.018,0.01500288,0.6923077,0.01038661
3d5146ac12ad9dcc3bd75f4c221c469e,2015-07-01,Pubmatic,1,p5=0.8:p34=0.6,Learning,1549,38,0.018,0.02453196,0.4736842,0.0116204,p83=0.8:p50=0.6,LearningExperiment,1517,36,0.018,0.02373105,0.5,0.01186552
