chain_clean	e	o	p	t	v	w	z	DiscrepancyPercent
eetpe	3	0	1	1	0	0	0	0.11843
eeee	4	0	0	0	0	0	0	0.20752
epte	2	0	1	1	0	0	0	0.32366
ptee	2	0	1	1	0	0	0	0.19674
zeee	3	0	0	0	0	0	1	0.11812
eetpe	3	0	1	1	0	0	0	0.1086
ptee	2	0	1	1	0	0	0	0.22549
eetpe	3	0	1	1	0	0	0	0.16213
eeeee	5	0	0	0	0	0	0	0.24404
ptee	2	0	1	1	0	0	0	0.19106
zeee	3	0	0	0	0	0	1	0.0464
eeeee	5	0	0	0	0	0	0	0.247
ptee	2	0	1	1	0	0	0	0.20555
zeee	3	0	0	0	0	0	1	0.04416
eetpe	3	0	1	1	0	0	0	0.17804
eeeee	5	0	0	0	0	0	0	0.31068
ptee	2	0	1	1	0	0	0	0.20956
zeee	3	0	0	0	0	0	1	0.15145
eetpe	3	0	1	1	0	0	0	0.17159
epte	2	0	1	1	0	0	0	0.29974
eeeee	5	0	0	0	0	0	0	0.13557
ptee	2	0	1	1	0	0	0	0.16677
zeee	3	0	0	0	0	0	1	0.10659
eetpe	3	0	1	1	0	0	0	0.19668
epte	2	0	1	1	0	0	0	0.20569
eeeee	5	0	0	0	0	0	0	0.25698
ptee	2	0	1	1	0	0	0	0.21454
zeee	3	0	0	0	0	0	1	0.15275
eetpe	3	0	1	1	0	0	0	0.03248
epte	2	0	1	1	0	0	0	-0.03886
eeeee	5	0	0	0	0	0	0	0.47303
ptee	2	0	1	1	0	0	0	0.22311
zeee	3	0	0	0	0	0	1	0.14607
eetpe	3	0	1	1	0	0	0	0.14434
eeeee	5	0	0	0	0	0	0	0.2601
ptee	2	0	1	1	0	0	0	0.17366
zeee	3	0	0	0	0	0	1	0.11567
eetpe	3	0	1	1	0	0	0	0.06032
epte	2	0	1	1	0	0	0	0.30614
eeeee	5	0	0	0	0	0	0	0.20505
ptee	2	0	1	1	0	0	0	0.16952
zeee	3	0	0	0	0	0	1	0.08561
eetpe	3	0	1	1	0	0	0	0.08316
epte	2	0	1	1	0	0	0	0.19022
eeeee	5	0	0	0	0	0	0	0.23113
ptee	2	0	1	1	0	0	0	0.17051
zeee	3	0	0	0	0	0	1	0.11763
eee	3	0	0	0	0	0	0	0.46142
eopt	1	1	1	1	0	0	0	0.31123
eeeee	5	0	0	0	0	0	0	0.6
eee	3	0	0	0	0	0	0	0.43085
eopt	1	1	1	1	0	0	0	0.2835
eeeee	5	0	0	0	0	0	0	0.55556
eee	3	0	0	0	0	0	0	0.4422
eopt	1	1	1	1	0	0	0	0.26502
eeeee	5	0	0	0	0	0	0	0.57044
eopt	1	1	1	1	0	0	0	0.29249
etpet	2	0	1	2	0	0	0	0.4522
eopt	1	1	1	1	0	0	0	0.29191
etpet	2	0	1	2	0	0	0	0.4307
eee	3	0	0	0	0	0	0	0.45602
eopt	1	1	1	1	0	0	0	0.30328
etpet	2	0	1	2	0	0	0	0.42612
eeeee	5	0	0	0	0	0	0	0.56299
eee	3	0	0	0	0	0	0	0.4321
eopt	1	1	1	1	0	0	0	0.30779
etpet	2	0	1	2	0	0	0	0.40096
eeeee	5	0	0	0	0	0	0	0.56597
eee	3	0	0	0	0	0	0	0.44054
eopt	1	1	1	1	0	0	0	0.30005
etpet	2	0	1	2	0	0	0	0.41508
eeeee	5	0	0	0	0	0	0	0.58609
eopt	1	1	1	1	0	0	0	0.25964
etpet	2	0	1	2	0	0	0	0.37708
etpet	2	0	1	2	0	0	0	0.38306
eette	3	0	0	2	0	0	0	0.46273
etpet	2	0	1	2	0	0	0	0.39867
eette	3	0	0	2	0	0	0	0.46481
etpet	2	0	1	2	0	0	0	0.39263
eette	3	0	0	2	0	0	0	0.49463
etpet	2	0	1	2	0	0	0	0.41339
eette	3	0	0	2	0	0	0	0.47204
eopt	1	1	1	1	0	0	0	0.2901
etpet	2	0	1	2	0	0	0	0.39325
etpet	2	0	1	2	0	0	0	0.39373
eette	3	0	0	2	0	0	0	0.49966
etpet	2	0	1	2	0	0	0	0.34375
eette	3	0	0	2	0	0	0	0.45719
etpet	2	0	1	2	0	0	0	0.41195
eette	3	0	0	2	0	0	0	0.44305
etpet	2	0	1	2	0	0	0	0.39791
eette	3	0	0	2	0	0	0	0.45782
etpet	2	0	1	2	0	0	0	0.42939
eette	3	0	0	2	0	0	0	0.43319
etpet	2	0	1	2	0	0	0	0.38451
eette	3	0	0	2	0	0	0	0.46012
eet	2	0	0	1	0	0	0	0.37518
eeeee	5	0	0	0	0	0	0	0.59541
etpet	2	0	1	2	0	0	0	0.4047
eette	3	0	0	2	0	0	0	0.45664
eet	2	0	0	1	0	0	0	0.37883
eeeee	5	0	0	0	0	0	0	0.55456
etpet	2	0	1	2	0	0	0	0.40038
eette	3	0	0	2	0	0	0	0.43928
eet	2	0	0	1	0	0	0	0.35358
eeeee	5	0	0	0	0	0	0	0.57095
etpet	2	0	1	2	0	0	0	0.38385
eette	3	0	0	2	0	0	0	0.44128
eeeee	5	0	0	0	0	0	0	0.51326
etpet	2	0	1	2	0	0	0	0.3898
eette	3	0	0	2	0	0	0	0.45152
etpet	2	0	1	2	0	0	0	0.34974
eette	3	0	0	2	0	0	0	0.40791
etpet	2	0	1	2	0	0	0	0.36608
eette	3	0	0	2	0	0	0	0.41058
etpet	2	0	1	2	0	0	0	0.38709
eette	3	0	0	2	0	0	0	0.44123
etpet	2	0	1	2	0	0	0	0.39696
eette	3	0	0	2	0	0	0	0.45311
eet	2	0	0	1	0	0	0	0.39878
etpet	2	0	1	2	0	0	0	0.40141
eette	3	0	0	2	0	0	0	0.44172
eet	2	0	0	1	0	0	0	0.36245
etpet	2	0	1	2	0	0	0	0.38749
eette	3	0	0	2	0	0	0	0.43649
ptpt	0	0	2	2	0	0	0	0.11903
ptpt	0	0	2	2	0	0	0	0.12659
pt	0	0	1	1	0	0	0	0.09219
ptpt	0	0	2	2	0	0	0	0.12828
ptpt	0	0	2	2	0	0	0	0.13469
pt	0	0	1	1	0	0	0	0.09448
ptpt	0	0	2	2	0	0	0	0.1241
ptpt	0	0	2	2	0	0	0	0.12154
pt	0	0	1	1	0	0	0	0.07425
ptpt	0	0	2	2	0	0	0	0.08449
ptpt	0	0	2	2	0	0	0	0.10224
pt	0	0	1	1	0	0	0	0.06855
ptpt	0	0	2	2	0	0	0	0.08925
ptpt	0	0	2	2	0	0	0	0.09621
pt	0	0	1	1	0	0	0	0.08256
ptpt	0	0	2	2	0	0	0	0.13089
tpt	0	0	1	2	0	0	0	0.10509
ptpt	0	0	2	2	0	0	0	0.12819
ptpt	0	0	2	2	0	0	0	0.1143
ptpt	0	0	2	2	0	0	0	0.12228
pt	0	0	1	1	0	0	0	0.07603
tpt	0	0	1	2	0	0	0	0.1051
t	0	0	0	1	0	0	0	0.0465
t	0	0	0	1	0	0	0	0.04663
ptpt	0	0	2	2	0	0	0	0.15544
ptpt	0	0	2	2	0	0	0	0.16176
tpt	0	0	1	2	0	0	0	0.13786
ptpt	0	0	2	2	0	0	0	0.1185
ptpt	0	0	2	2	0	0	0	0.13229
tpt	0	0	1	2	0	0	0	0.10872
pp	0	0	2	0	0	0	0	0.09108
p	0	0	1	0	0	0	0	0.06143
ptpt	0	0	2	2	0	0	0	0.14482
ptpt	0	0	2	2	0	0	0	0.1246
ptpt	0	0	2	2	0	0	0	0.13987
pt	0	0	1	1	0	0	0	0.08463
p	0	0	1	0	0	0	0	0.07411
pp	0	0	2	0	0	0	0	0.07623
p	0	0	1	0	0	0	0	0.06032
t	0	0	0	1	0	0	0	0.05839
tpt	0	0	1	2	0	0	0	0.12599
t	0	0	0	1	0	0	0	0.0445
t	0	0	0	1	0	0	0	0.06079
tt	0	0	0	2	0	0	0	0.07273
t	0	0	0	1	0	0	0	0.05587
pp	0	0	2	0	0	0	0	0.0627
p	0	0	1	0	0	0	0	0.04534
ptpt	0	0	2	2	0	0	0	0.13587
ptpt	0	0	2	2	0	0	0	0.10744
ptpt	0	0	2	2	0	0	0	0.12297
pt	0	0	1	1	0	0	0	0.07869
p	0	0	1	0	0	0	0	0.05787
tpt	0	0	1	2	0	0	0	0.11335
t	0	0	0	1	0	0	0	0.05853
tt	0	0	0	2	0	0	0	0.07587
t	0	0	0	1	0	0	0	0.05002
pp	0	0	2	0	0	0	0	0.07027
p	0	0	1	0	0	0	0	0.04937
ptpt	0	0	2	2	0	0	0	0.14355
ptpt	0	0	2	2	0	0	0	0.11665
ptpt	0	0	2	2	0	0	0	0.13315
pt	0	0	1	1	0	0	0	0.08596
p	0	0	1	0	0	0	0	0.06312
p	0	0	1	0	0	0	0	0.05803
pp	0	0	2	0	0	0	0	0.07513
p	0	0	1	0	0	0	0	0.05072
tt	0	0	0	2	0	0	0	0.07588
t	0	0	0	1	0	0	0	0.04768
tpt	0	0	1	2	0	0	0	0.13262
t	0	0	0	1	0	0	0	0.06103
t	0	0	0	1	0	0	0	0.05676
tt	0	0	0	2	0	0	0	0.07505
t	0	0	0	1	0	0	0	0.05207
pp	0	0	2	0	0	0	0	0.09547
p	0	0	1	0	0	0	0	0.07423
ptpt	0	0	2	2	0	0	0	0.14961
ptpt	0	0	2	2	0	0	0	0.1358
ptpt	0	0	2	2	0	0	0	0.14798
pt	0	0	1	1	0	0	0	0.10183
p	0	0	1	0	0	0	0	0.07532
p	0	0	1	0	0	0	0	0.06391
pp	0	0	2	0	0	0	0	0.10317
p	0	0	1	0	0	0	0	0.0768
tt	0	0	0	2	0	0	0	0.07851
t	0	0	0	1	0	0	0	0.04976
tpt	0	0	1	2	0	0	0	0.13219
t	0	0	0	1	0	0	0	0.05482
t	0	0	0	1	0	0	0	0.04523
tt	0	0	0	2	0	0	0	0.08222
t	0	0	0	1	0	0	0	0.04485
pp	0	0	2	0	0	0	0	0.08606
p	0	0	1	0	0	0	0	0.06434
ptpt	0	0	2	2	0	0	0	0.14362
ptpt	0	0	2	2	0	0	0	0.12498
ptpt	0	0	2	2	0	0	0	0.14192
pt	0	0	1	1	0	0	0	0.10156
p	0	0	1	0	0	0	0	0.08249
p	0	0	1	0	0	0	0	0.07206
pp	0	0	2	0	0	0	0	0.08609
p	0	0	1	0	0	0	0	0.07327
tt	0	0	0	2	0	0	0	0.0776
t	0	0	0	1	0	0	0	0.05791
tpt	0	0	1	2	0	0	0	0.12645
t	0	0	0	1	0	0	0	0.05046
t	0	0	0	1	0	0	0	0.04362
tt	0	0	0	2	0	0	0	0.07821
t	0	0	0	1	0	0	0	0.05206
ptpt	0	0	2	2	0	0	0	0.15006
ptpt	0	0	2	2	0	0	0	0.13705
ptpt	0	0	2	2	0	0	0	0.15136
pp	0	0	2	0	0	0	0	0.0907
p	0	0	1	0	0	0	0	0.06521
tt	0	0	0	2	0	0	0	0.08471
t	0	0	0	1	0	0	0	0.07466
t	0	0	0	1	0	0	0	0.06079
ptpt	0	0	2	2	0	0	0	0.13383
ptpt	0	0	2	2	0	0	0	0.139
ppt	0	0	2	1	0	0	0	0.12787
tppt	0	0	2	2	0	0	0	0.15499
ptpt	0	0	2	2	0	0	0	0.12808
ptpt	0	0	2	2	0	0	0	0.13958
ppt	0	0	2	1	0	0	0	0.12269
tppt	0	0	2	2	0	0	0	0.13332
ptpt	0	0	2	2	0	0	0	0.09423
ptpt	0	0	2	2	0	0	0	0.10875
ppt	0	0	2	1	0	0	0	0.07896
tppt	0	0	2	2	0	0	0	0.10662
ptpt	0	0	2	2	0	0	0	0.10476
ptpt	0	0	2	2	0	0	0	0.12333
ppt	0	0	2	1	0	0	0	0.13134
tppt	0	0	2	2	0	0	0	0.1327
ptpt	0	0	2	2	0	0	0	0.1194
ptpt	0	0	2	2	0	0	0	0.10894
ptpt	0	0	2	2	0	0	0	0.11737
ppt	0	0	2	1	0	0	0	0.11164
pp	0	0	2	0	0	0	0	0.09456
ptpt	0	0	2	2	0	0	0	0.13485
ptpt	0	0	2	2	0	0	0	0.12125
ptpt	0	0	2	2	0	0	0	0.11101
ppt	0	0	2	1	0	0	0	0.08796
p	0	0	1	0	0	0	0	0.08106
t	0	0	0	1	0	0	0	0.04581
tppt	0	0	2	2	0	0	0	0.10785
tttp	0	0	1	3	0	0	0	0.11071
ptpt	0	0	2	2	0	0	0	0.15859
ptpt	0	0	2	2	0	0	0	0.13285
ptpt	0	0	2	2	0	0	0	0.13815
ppt	0	0	2	1	0	0	0	0.1321
tppt	0	0	2	2	0	0	0	0.1362
tttp	0	0	1	3	0	0	0	0.13733
ptpt	0	0	2	2	0	0	0	0.02737
ptpt	0	0	2	2	0	0	0	0.03522
tppt	0	0	2	2	0	0	0	0.0533
tttp	0	0	1	3	0	0	0	0.07764
ptpt	0	0	2	2	0	0	0	0.13396
ptpt	0	0	2	2	0	0	0	0.13693
ppt	0	0	2	1	0	0	0	0.13118
tppt	0	0	2	2	0	0	0	0.13538
tttp	0	0	1	3	0	0	0	0.12988
ptpt	0	0	2	2	0	0	0	0.18046
ptpt	0	0	2	2	0	0	0	0.19229
tppt	0	0	2	2	0	0	0	0.17551
tttp	0	0	1	3	0	0	0	0.16527
ttttp	0	0	1	4	0	0	0	0.09131
tptp	0	0	2	2	0	0	0	0.0766
tpppp	0	0	4	1	0	0	0	0.0859
w	0	0	0	0	0	1	0	-0.15013
ttttp	0	0	1	4	0	0	0	0.08753
tptp	0	0	2	2	0	0	0	0.07644
tpppp	0	0	4	1	0	0	0	0.07192
w	0	0	0	0	0	1	0	0.34547
ttttp	0	0	1	4	0	0	0	0.09767
w	0	0	0	0	0	1	0	0.852
pptpp	0	0	4	1	0	0	0	0.07663
tptp	0	0	2	2	0	0	0	0.08019
ttttp	0	0	1	4	0	0	0	0.07449
ttppp	0	0	3	2	0	0	0	0.0807
tttpp	0	0	2	3	0	0	0	0.0818
tpppp	0	0	4	1	0	0	0	0.08719
w	0	0	0	0	0	1	0	0.84014
pptpp	0	0	4	1	0	0	0	0.06499
tptp	0	0	2	2	0	0	0	0.07298
ttttp	0	0	1	4	0	0	0	0.07347
ttppp	0	0	3	2	0	0	0	0.08032
tttpp	0	0	2	3	0	0	0	0.0789
tpppp	0	0	4	1	0	0	0	0.07372
w	0	0	0	0	0	1	0	0.82122
pptpp	0	0	4	1	0	0	0	0.1191
pp	0	0	2	0	0	0	0	0.10162
tt	0	0	0	2	0	0	0	0.04173
tptp	0	0	2	2	0	0	0	0.11334
ttttp	0	0	1	4	0	0	0	0.09553
ttppp	0	0	3	2	0	0	0	0.12007
tttpp	0	0	2	3	0	0	0	0.11877
tpppp	0	0	4	1	0	0	0	0.14066
w	0	0	0	0	0	1	0	0.82965
pptpp	0	0	4	1	0	0	0	0.15185
tptp	0	0	2	2	0	0	0	0.06958
ttttp	0	0	1	4	0	0	0	0.07026
ttppp	0	0	3	2	0	0	0	0.13132
tttpp	0	0	2	3	0	0	0	0.11141
tpppp	0	0	4	1	0	0	0	0.12461
tt	0	0	0	2	0	0	0	0.03128
w	0	0	0	0	0	1	0	0.83695
tptp	0	0	2	2	0	0	0	0.09084
ttttp	0	0	1	4	0	0	0	0.104
ttppp	0	0	3	2	0	0	0	0.14564
w	0	0	0	0	0	1	0	0.82715
tptp	0	0	2	2	0	0	0	0.07668
ttttp	0	0	1	4	0	0	0	0.08707
w	0	0	0	0	0	1	0	0.81319
tptp	0	0	2	2	0	0	0	0.06785
ttttp	0	0	1	4	0	0	0	0.08331
w	0	0	0	0	0	1	0	0.79418
tptp	0	0	2	2	0	0	0	0.07061
ttttp	0	0	1	4	0	0	0	0.08703
w	0	0	0	0	0	1	0	0.79988
ttttp	0	0	1	4	0	0	0	0.08431
tpppp	0	0	4	1	0	0	0	0.05292
w	0	0	0	0	0	1	0	0.80943
pttpp	0	0	3	2	0	0	0	0.07831
p	0	0	1	0	0	0	0	0.04243
ttttp	0	0	1	4	0	0	0	0.0975
ttttt	0	0	0	5	0	0	0	0.05591
tptp	0	0	2	2	0	0	0	0.08418
tpppp	0	0	4	1	0	0	0	0.08822
tttpp	0	0	2	3	0	0	0	0.07636
t	0	0	0	1	0	0	0	0.03043
w	0	0	0	0	0	1	0	0.81782
pttpp	0	0	3	2	0	0	0	0.07403
ttttp	0	0	1	4	0	0	0	0.08993
ttttt	0	0	0	5	0	0	0	0.05519
tptp	0	0	2	2	0	0	0	0.07032
tpppp	0	0	4	1	0	0	0	0.0791
tttpp	0	0	2	3	0	0	0	0.07658
w	0	0	0	0	0	1	0	0.77509
pttpp	0	0	3	2	0	0	0	0.07038
ttttp	0	0	1	4	0	0	0	0.089
ttttt	0	0	0	5	0	0	0	0.05549
tptp	0	0	2	2	0	0	0	0.07164
tpppp	0	0	4	1	0	0	0	0.08016
tttpp	0	0	2	3	0	0	0	0.07126
w	0	0	0	0	0	1	0	0.79307
pttpp	0	0	3	2	0	0	0	0.12261
ttttp	0	0	1	4	0	0	0	0.08873
ttttt	0	0	0	5	0	0	0	0.06509
tptp	0	0	2	2	0	0	0	0.06727
tpppp	0	0	4	1	0	0	0	0.07112
tttpp	0	0	2	3	0	0	0	0.10432
w	0	0	0	0	0	1	0	0.80972
ttttp	0	0	1	4	0	0	0	0.12216
tptp	0	0	2	2	0	0	0	0.09395
tpppp	0	0	4	1	0	0	0	0.11819
w	0	0	0	0	0	1	0	0.76481
pttpp	0	0	3	2	0	0	0	0.06727
ttttp	0	0	1	4	0	0	0	0.18127
ttttt	0	0	0	5	0	0	0	0.07308
tptp	0	0	2	2	0	0	0	0.08402
tpppp	0	0	4	1	0	0	0	0.11626
tttpp	0	0	2	3	0	0	0	0.07567
w	0	0	0	0	0	1	0	0.76051
pttpp	0	0	3	2	0	0	0	0.16234
ttttp	0	0	1	4	0	0	0	0.08834
ttttt	0	0	0	5	0	0	0	0.08856
tptp	0	0	2	2	0	0	0	0.1
tttpp	0	0	2	3	0	0	0	0.09933
w	0	0	0	0	0	1	0	0.75027
pttpp	0	0	3	2	0	0	0	0.11809
ttttp	0	0	1	4	0	0	0	0.15524
ttttt	0	0	0	5	0	0	0	0.05858
tptp	0	0	2	2	0	0	0	0.13857
tpppp	0	0	4	1	0	0	0	0.11118
tttpp	0	0	2	3	0	0	0	0.13852
w	0	0	0	0	0	1	0	0.79521
ttttp	0	0	1	4	0	0	0	0.14359
ttttt	0	0	0	5	0	0	0	0.06875
tptp	0	0	2	2	0	0	0	0.12846
tpppp	0	0	4	1	0	0	0	0.13436
tttpp	0	0	2	3	0	0	0	0.129
w	0	0	0	0	0	1	0	0.80251
ttttp	0	0	1	4	0	0	0	0.10266
tptp	0	0	2	2	0	0	0	0.09069
tpppp	0	0	4	1	0	0	0	0.0917
tttpp	0	0	2	3	0	0	0	0.08516
w	0	0	0	0	0	1	0	0.7731
ttttp	0	0	1	4	0	0	0	0.10612
tptp	0	0	2	2	0	0	0	0.08177
tpppp	0	0	4	1	0	0	0	0.09094
tttpp	0	0	2	3	0	0	0	0.07402
w	0	0	0	0	0	1	0	0.83391
pttpp	0	0	3	2	0	0	0	0.03087
ttttp	0	0	1	4	0	0	0	0.10764
ttttt	0	0	0	5	0	0	0	0.06917
tptp	0	0	2	2	0	0	0	0.07872
tpppp	0	0	4	1	0	0	0	0.07613
tttpp	0	0	2	3	0	0	0	0.08419
w	0	0	0	0	0	1	0	0.78038
pttpp	0	0	3	2	0	0	0	0.09155
ttttp	0	0	1	4	0	0	0	0.09238
ttttt	0	0	0	5	0	0	0	0.07615
tptp	0	0	2	2	0	0	0	0.08494
tpppp	0	0	4	1	0	0	0	0.09816
tttpp	0	0	2	3	0	0	0	0.07709
w	0	0	0	0	0	1	0	0.83705
pttpp	0	0	3	2	0	0	0	0.04935
ttttp	0	0	1	4	0	0	0	0.08174
ttttt	0	0	0	5	0	0	0	0.08951
tptp	0	0	2	2	0	0	0	0.06978
tpppp	0	0	4	1	0	0	0	0.07036
tttpp	0	0	2	3	0	0	0	0.07021
w	0	0	0	0	0	1	0	0.82332
ttttp	0	0	1	4	0	0	0	0.09834
tpppp	0	0	4	1	0	0	0	0.09447
tttpp	0	0	2	3	0	0	0	0.08958
w	0	0	0	0	0	1	0	0.82352
ptppp	0	0	4	1	0	0	0	0.06461
tptp	0	0	2	2	0	0	0	0.08353
ttttp	0	0	1	4	0	0	0	0.09676
ttttt	0	0	0	5	0	0	0	0.07988
tpptt	0	0	2	3	0	0	0	0.09083
tpppp	0	0	4	1	0	0	0	0.08662
tttpp	0	0	2	3	0	0	0	0.08159
w	0	0	0	0	0	1	0	0.8107
ptppp	0	0	4	1	0	0	0	0.11091
tptp	0	0	2	2	0	0	0	0.11391
ttttp	0	0	1	4	0	0	0	0.11793
ttttt	0	0	0	5	0	0	0	0.07306
tpptt	0	0	2	3	0	0	0	0.09543
tpppp	0	0	4	1	0	0	0	0.12117
tttpp	0	0	2	3	0	0	0	0.10546
w	0	0	0	0	0	1	0	0.87115
ptppp	0	0	4	1	0	0	0	0.0775
tptp	0	0	2	2	0	0	0	0.09052
ttttp	0	0	1	4	0	0	0	0.10135
ttttt	0	0	0	5	0	0	0	0.06987
tpptt	0	0	2	3	0	0	0	0.09018
tpppp	0	0	4	1	0	0	0	0.09668
tttpp	0	0	2	3	0	0	0	0.09126
w	0	0	0	0	0	1	0	0.8344
opet	1	1	1	1	0	0	0	0.10575
opet	1	1	1	1	0	0	0	0.12079
opet	1	1	1	1	0	0	0	0.10093
opet	1	1	1	1	0	0	0	0.10294
opet	1	1	1	1	0	0	0	0.11877
opet	1	1	1	1	0	0	0	0.10926
opet	1	1	1	1	0	0	0	0.13832
opet	1	1	1	1	0	0	0	0.10456
oott	0	2	0	2	0	0	0	0.06202
ott	0	1	0	2	0	0	0	0.04272
tttt	0	0	0	4	0	0	0	0.06082
opet	1	1	1	1	0	0	0	0.09101
oott	0	2	0	2	0	0	0	0.06608
ott	0	1	0	2	0	0	0	0.0617
tttt	0	0	0	4	0	0	0	0.05942
opet	1	1	1	1	0	0	0	0.07917
oott	0	2	0	2	0	0	0	0.0375
ott	0	1	0	2	0	0	0	0.04165
opet	1	1	1	1	0	0	0	0.0806
oott	0	2	0	2	0	0	0	0.04065
ott	0	1	0	2	0	0	0	0.0376
tttt	0	0	0	4	0	0	0	0.04125
opet	1	1	1	1	0	0	0	0.09785
opet	1	1	1	1	0	0	0	0.09003
oott	0	2	0	2	0	0	0	0.06403
ott	0	1	0	2	0	0	0	0.04875
tttt	0	0	0	4	0	0	0	0.05193
opet	1	1	1	1	0	0	0	0.08389
opet	1	1	1	1	0	0	0	0.09327
tttt	0	0	0	4	0	0	0	0.06113
opet	1	1	1	1	0	0	0	0.08822
opet	1	1	1	1	0	0	0	0.10148
opet	1	1	1	1	0	0	0	0.08203
opet	1	1	1	1	0	0	0	0.08587
ttoot	0	2	0	3	0	0	0	0.07683
teo	1	1	0	1	0	0	0	0.06656
tte	1	0	0	2	0	0	0	0.06102
opet	1	1	1	1	0	0	0	0.06296
opet	1	1	1	1	0	0	0	0.06881
opet	1	1	1	1	0	0	0	0.06772
opet	1	1	1	1	0	0	0	0.07694
opet	1	1	1	1	0	0	0	0.08616
otpe	1	1	1	1	0	0	0	0.0769
teeo	2	1	0	1	0	0	0	0.12676
ttoe	1	1	0	2	0	0	0	0.08894
opet	1	1	1	1	0	0	0	0.07524
otpe	1	1	1	1	0	0	0	0.07447
teeo	2	1	0	1	0	0	0	0.11149
ttoe	1	1	0	2	0	0	0	0.06393
opet	1	1	1	1	0	0	0	0.07634
otpe	1	1	1	1	0	0	0	0.07093
teeo	2	1	0	1	0	0	0	0.09121
ttoe	1	1	0	2	0	0	0	0.06078
opet	1	1	1	1	0	0	0	0.07444
opet	1	1	1	1	0	0	0	0.06569
opet	1	1	1	1	0	0	0	0.04925
opet	1	1	1	1	0	0	0	0.07639
ttoe	1	1	0	2	0	0	0	0.0683
opet	1	1	1	1	0	0	0	0.08288
ttoe	1	1	0	2	0	0	0	0.06483
opet	1	1	1	1	0	0	0	0.09823
opet	1	1	1	1	0	0	0	0.08794
teo	1	1	0	1	0	0	0	0.07682
teet	2	0	0	2	0	0	0	0.13778
toot	0	2	0	2	0	0	0	0.07656
opet	1	1	1	1	0	0	0	0.09201
opet	1	1	1	1	0	0	0	0.08659
opet	1	1	1	1	0	0	0	0.0969
opet	1	1	1	1	0	0	0	0.08629
epoe	2	1	1	0	0	0	0	0.15966
epp	1	0	2	0	0	0	0	0.05674
eoeee	4	1	0	0	0	0	0	0.33347
eee	3	0	0	0	0	0	0	0.23904
eeep	3	0	1	0	0	0	0	0.23261
eeop	2	1	1	0	0	0	0	0.23256
pee	2	0	1	0	0	0	0	0.23067
epp	1	0	2	0	0	0	0	0.16819
eee	3	0	0	0	0	0	0	0.3807
epoe	2	1	1	0	0	0	0	0.32418
pee	2	0	1	0	0	0	0	0.26631
epp	1	0	2	0	0	0	0	0.08835
eeoe	3	1	0	0	0	0	0	0.27921
eee	3	0	0	0	0	0	0	0.28672
eoee	3	1	0	0	0	0	0	0.27909
epoo	1	2	1	0	0	0	0	0.11456
epoe	2	1	1	0	0	0	0	0.25604
pee	2	0	1	0	0	0	0	0.22076
epp	1	0	2	0	0	0	0	0.09995
eee	3	0	0	0	0	0	0	0.32296
epoe	2	1	1	0	0	0	0	0.26
pee	2	0	1	0	0	0	0	0.23915
epp	1	0	2	0	0	0	0	0.10638
eeoe	3	1	0	0	0	0	0	0.34538
eee	3	0	0	0	0	0	0	0.33339
eoee	3	1	0	0	0	0	0	0.30788
epoe	2	1	1	0	0	0	0	0.27597
pee	2	0	1	0	0	0	0	0.24955
epp	1	0	2	0	0	0	0	0.13499
eeoe	3	1	0	0	0	0	0	0.30142
eee	3	0	0	0	0	0	0	0.33198
eoee	3	1	0	0	0	0	0	0.3094
epoo	1	2	1	0	0	0	0	0.14351
epoe	2	1	1	0	0	0	0	0.22189
pee	2	0	1	0	0	0	0	0.20682
epp	1	0	2	0	0	0	0	0.11155
eeoe	3	1	0	0	0	0	0	0.3125
eee	3	0	0	0	0	0	0	0.29297
eoee	3	1	0	0	0	0	0	0.28324
epoo	1	2	1	0	0	0	0	0.12605
pee	2	0	1	0	0	0	0	0.21941
epp	1	0	2	0	0	0	0	-0.03497
eeoe	3	1	0	0	0	0	0	0.39413
eee	3	0	0	0	0	0	0	0.12615
eoee	3	1	0	0	0	0	0	0.408
eeoe	3	1	0	0	0	0	0	0.30807
eoee	3	1	0	0	0	0	0	0.27536
eeoe	3	1	0	0	0	0	0	0.19784
eee	3	0	0	0	0	0	0	0.25281
eoee	3	1	0	0	0	0	0	0.24299
eee	3	0	0	0	0	0	0	0.392
epoe	2	1	1	0	0	0	0	0.27442
eoeee	4	1	0	0	0	0	0	0.39983
eee	3	0	0	0	0	0	0	0.35653
eeep	3	0	1	0	0	0	0	0.35909
eeeoe	4	1	0	0	0	0	0	0.33607
epoe	2	1	1	0	0	0	0	0.2492
eop	1	1	1	0	0	0	0	0.11285
eoeee	4	1	0	0	0	0	0	0.33002
eee	3	0	0	0	0	0	0	0.29225
eoooe	2	3	0	0	0	0	0	0.23
eeep	3	0	1	0	0	0	0	0.28633
eeeoe	4	1	0	0	0	0	0	0.29534
epoe	2	1	1	0	0	0	0	0.20299
eop	1	1	1	0	0	0	0	0.09037
eoeee	4	1	0	0	0	0	0	0.30397
eee	3	0	0	0	0	0	0	0.25839
eoooe	2	3	0	0	0	0	0	0.2153
eeep	3	0	1	0	0	0	0	0.25664
epoe	2	1	1	0	0	0	0	0.14941
eoeee	4	1	0	0	0	0	0	0.3487
eee	3	0	0	0	0	0	0	0.18199
eeep	3	0	1	0	0	0	0	0.31786
epoe	2	1	1	0	0	0	0	0.18919
eoeee	4	1	0	0	0	0	0	0.26246
eee	3	0	0	0	0	0	0	0.34054
eeep	3	0	1	0	0	0	0	0.16359
