code	Placement Id	Actual Data Date	Chain	Impressions	Served	Measured Quantity	Actual	Predicted	Discrepancy
7cf6290ce7e103cad37b1ad7f7bf97f842196o15=0.60:p21=0.60:o12=0.60:t45=0.50	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	o15=0.60:p21=0.60:o12=0.60:t45=0.50	73093	31839	Fill	0.436	0.486	0.24
7cf6290ce7e103cad37b1ad7f7bf97f842194o16=0.65:o14=0.55:o5=0.45:p24=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	o16=0.65:o14=0.55:o5=0.45:p24=0.45	2444	1115	Fill	0.456	0.571	0.18
7cf6290ce7e103cad37b1ad7f7bf97f842195o16=0.65:o14=0.55:o5=0.45:p24=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	o16=0.65:o14=0.55:o5=0.45:p24=0.45	2474	1243	Fill	0.502	0.554	0.18
7cf6290ce7e103cad37b1ad7f7bf97f842196o16=0.65:o14=0.55:o5=0.45:p24=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	o16=0.65:o14=0.55:o5=0.45:p24=0.45	1586	785	Fill	0.495	0.530	0.19
7cf6290ce7e103cad37b1ad7f7bf97f842194o7=0.9:o8=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	o7=0.9:o8=0.9	906	175	Fill	0.193	0.292	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842195o7=0.9:o8=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	o7=0.9:o8=0.9	872	182	Fill	0.209	0.283	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842196o7=0.9:o8=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	o7=0.9:o8=0.9	558	134	Fill	0.240	0.265	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842194o9=0.9:o11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	o9=0.9:o11=0.7	830	182	Fill	0.219	0.331	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842195o9=0.9:o11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	o9=0.9:o11=0.7	882	213	Fill	0.241	0.322	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842196o9=0.9:o11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	o9=0.9:o11=0.7	564	139	Fill	0.246	0.301	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842194p10=0.9:p6=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	p10=0.9:p6=0.9	868	120	Fill	0.138	0.200	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842195p10=0.9:p6=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	p10=0.9:p6=0.9	807	109	Fill	0.135	0.191	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842196p10=0.9:p6=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	p10=0.9:p6=0.9	576	106	Fill	0.184	0.184	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842194p2=0.9:p11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	p2=0.9:p11=0.7	842	137	Fill	0.163	0.218	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842195p2=0.9:p11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	p2=0.9:p11=0.7	893	152	Fill	0.170	0.210	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842196p2=0.9:p11=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	p2=0.9:p11=0.7	563	102	Fill	0.181	0.202	0.09
7cf6290ce7e103cad37b1ad7f7bf97f842194p23=0.8:o6=0.8:t48=0.6:p25=0.6	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	p23=0.8:o6=0.8:t48=0.6:p25=0.6	1458	411	Fill	0.282	0.417	0.27
7cf6290ce7e103cad37b1ad7f7bf97f842195p23=0.8:o6=0.8:t48=0.6:p25=0.6	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	p23=0.8:o6=0.8:t48=0.6:p25=0.6	1638	540	Fill	0.330	0.402	0.28
7cf6290ce7e103cad37b1ad7f7bf97f842196p23=0.8:o6=0.8:t48=0.6:p25=0.6	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	p23=0.8:o6=0.8:t48=0.6:p25=0.6	1033	384	Fill	0.372	0.381	0.28
7cf6290ce7e103cad37b1ad7f7bf97f842194t54=0.9:t53=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	t54=0.9:t53=0.7	837	95	Fill	0.114	0.298	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842195t54=0.9:t53=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	t54=0.9:t53=0.7	923	206	Fill	0.223	0.290	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842196t54=0.9:t53=0.7	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	t54=0.9:t53=0.7	571	105	Fill	0.184	0.267	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842194t55=0.9:t51=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	t55=0.9:t51=0.9	818	106	Fill	0.130	0.291	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842195t55=0.9:t51=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	t55=0.9:t51=0.9	842	131	Fill	0.156	0.283	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842196t55=0.9:t51=0.9	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	t55=0.9:t51=0.9	510	60	Fill	0.118	0.261	0.08
7cf6290ce7e103cad37b1ad7f7bf97f842194t58=0.75:o1=0.5:o21=0.45:t1=0.35	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	t58=0.75:o1=0.5:o21=0.45:t1=0.35	9825	4332	Fill	0.441	0.565	0.20
7cf6290ce7e103cad37b1ad7f7bf97f842195t58=0.75:o1=0.5:o21=0.45:t1=0.35	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	t58=0.75:o1=0.5:o21=0.45:t1=0.35	10366	4965	Fill	0.479	0.553	0.20
7cf6290ce7e103cad37b1ad7f7bf97f842196t58=0.75:o1=0.5:o21=0.45:t1=0.35	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	t58=0.75:o1=0.5:o21=0.45:t1=0.35	6539	3035	Fill	0.464	0.531	0.21
7cf6290ce7e103cad37b1ad7f7bf97f842194t59=0.7:t57=0.5:p13=0.45:o13=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	t59=0.7:t57=0.5:p13=0.45:o13=0.45	5042	2304	Fill	0.457	0.557	0.20
7cf6290ce7e103cad37b1ad7f7bf97f842195t59=0.7:t57=0.5:p13=0.45:o13=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	t59=0.7:t57=0.5:p13=0.45:o13=0.45	5217	2539	Fill	0.487	0.544	0.20
7cf6290ce7e103cad37b1ad7f7bf97f842196t59=0.7:t57=0.5:p13=0.45:o13=0.45	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	t59=0.7:t57=0.5:p13=0.45:o13=0.45	3346	1589	Fill	0.475	0.524	0.21
7cf6290ce7e103cad37b1ad7f7bf97f842196t60=0.65:t46=0.5:t62=0.5	7cf6290ce7e103cad37b1ad7f7bf97f8	11/07/15	t60=0.65:t46=0.5:t62=0.5	5347	1531	Fill	0.286	0.240	0.16
8e367f34e0c5c20b616426aa330c279542194p1=0.06:t1=0.05	8e367f34e0c5c20b616426aa330c2795	09/07/15	p1=0.06:t1=0.05	256099	93774	Fill	0.366	0.799	0.04
8e367f34e0c5c20b616426aa330c279542195p1=0.06:t1=0.05	8e367f34e0c5c20b616426aa330c2795	10/07/15	p1=0.06:t1=0.05	216758	68754	Fill	0.317	0.766	0.04
8e367f34e0c5c20b616426aa330c279542196p1=0.06:t1=0.05	8e367f34e0c5c20b616426aa330c2795	11/07/15	p1=0.06:t1=0.05	46616	13843	Fill	0.297	0.732	0.05
8e367f34e0c5c20b616426aa330c279542194p14=0.05:t2=0.05:p11=0.05	8e367f34e0c5c20b616426aa330c2795	09/07/15	p14=0.05:t2=0.05:p11=0.05	2403	1005	Fill	0.418	0.810	0.07
8e367f34e0c5c20b616426aa330c279542195p14=0.05:t2=0.05:p11=0.05	8e367f34e0c5c20b616426aa330c2795	10/07/15	p14=0.05:t2=0.05:p11=0.05	70468	25104	Fill	0.356	0.790	0.08
8e367f34e0c5c20b616426aa330c279542196p14=0.05:t2=0.05:p11=0.05	8e367f34e0c5c20b616426aa330c2795	11/07/15	p14=0.05:t2=0.05:p11=0.05	221552	73425	Fill	0.331	0.746	0.09
8e367f34e0c5c20b616426aa330c279542194p7=0.45:p6=0.25	8e367f34e0c5c20b616426aa330c2795	09/07/15	p7=0.45:p6=0.25	2408	279	Fill	0.116	0.160	0.09
8e367f34e0c5c20b616426aa330c279542195p7=0.45:p6=0.25	8e367f34e0c5c20b616426aa330c2795	10/07/15	p7=0.45:p6=0.25	3109	236	Fill	0.076	0.159	0.09
8e367f34e0c5c20b616426aa330c279542196p7=0.45:p6=0.25	8e367f34e0c5c20b616426aa330c2795	11/07/15	p7=0.45:p6=0.25	2785	250	Fill	0.090	0.157	0.09
8e367f34e0c5c20b616426aa330c279542194p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	09/07/15	p8=0.45:p4=0.45	2812	203	Fill	0.072	0.129	0.09
8e367f34e0c5c20b616426aa330c279542195p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	10/07/15	p8=0.45:p4=0.45	2749	93	Fill	0.034	0.126	0.09
8e367f34e0c5c20b616426aa330c279542196p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	11/07/15	p8=0.45:p4=0.45	2764	193	Fill	0.070	0.120	0.09
8e367f34e0c5c20b616426aa330c279542194t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	09/07/15	t11=0.2:t12=0.15:p10=0.1	2516	800	Fill	0.318	0.393	0.16
8e367f34e0c5c20b616426aa330c279542195t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	10/07/15	t11=0.2:t12=0.15:p10=0.1	3075	858	Fill	0.279	0.393	0.16
8e367f34e0c5c20b616426aa330c279542196t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	11/07/15	t11=0.2:t12=0.15:p10=0.1	2959	975	Fill	0.330	0.373	0.17
8e367f34e0c5c20b616426aa330c279542194t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	09/07/15	t4=0.45:t7=0.45	2449	287	Fill	0.117	0.242	0.08
8e367f34e0c5c20b616426aa330c279542195t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	10/07/15	t4=0.45:t7=0.45	2448	182	Fill	0.074	0.240	0.08
8e367f34e0c5c20b616426aa330c279542196t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	11/07/15	t4=0.45:t7=0.45	2465	473	Fill	0.192	0.233	0.08
8e367f34e0c5c20b616426aa330c279542194t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	09/07/15	t8=0.45:t5=0.25	2378	526	Fill	0.221	0.307	0.08
8e367f34e0c5c20b616426aa330c279542195t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	10/07/15	t8=0.45:t5=0.25	2989	637	Fill	0.213	0.308	0.08
8e367f34e0c5c20b616426aa330c279542196t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	11/07/15	t8=0.45:t5=0.25	2264	563	Fill	0.249	0.300	0.08
a1f15efcbb7a264bfc52cb9dd97c1e9642194o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	09/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	43640	13657	Fill	0.313	0.242	0.33
a1f15efcbb7a264bfc52cb9dd97c1e9642195o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	10/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	45442	14172	Fill	0.312	0.245	0.33
a1f15efcbb7a264bfc52cb9dd97c1e9642196o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	11/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	38454	11314	Fill	0.294	0.249	0.32
b260a49f50c135c7f3de7fe36777bcd442194o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	o1=0.03:p1=0.03	53182	28709	Fill	0.540	0.578	0.08
b260a49f50c135c7f3de7fe36777bcd442195o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	o1=0.03:p1=0.03	52473	29052	Fill	0.554	0.571	0.08
b260a49f50c135c7f3de7fe36777bcd442196o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	o1=0.03:p1=0.03	58792	32266	Fill	0.549	0.563	0.09
b260a49f50c135c7f3de7fe36777bcd442196o7=0.4:o5=0.2	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	o7=0.4:o5=0.2	602	105	Fill	0.174	0.214	0.09
b260a49f50c135c7f3de7fe36777bcd442194o8=0.4:o4=0.4	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	o8=0.4:o4=0.4	532	78	Fill	0.147	0.129	0.09
b260a49f50c135c7f3de7fe36777bcd442194p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	p4=0.4:p5=0.2	531	126	Fill	0.237	0.192	0.09
b260a49f50c135c7f3de7fe36777bcd442195p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	p4=0.4:p5=0.2	552	162	Fill	0.293	0.180	0.09
b260a49f50c135c7f3de7fe36777bcd442196p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	p4=0.4:p5=0.2	519	149	Fill	0.287	0.192	0.09
b260a49f50c135c7f3de7fe36777bcd442194p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	p7=0.4:p8=0.4	543	104	Fill	0.192	0.151	0.09
b260a49f50c135c7f3de7fe36777bcd442195p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	p7=0.4:p8=0.4	558	109	Fill	0.195	0.144	0.09
b260a49f50c135c7f3de7fe36777bcd442196p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	p7=0.4:p8=0.4	636	123	Fill	0.193	0.155	0.09
c5d16aaa5c5d6257ed7bf89b8428f38442194p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p1=0.56:t1=0.50	2316524	50303	Fill	0.022	0.018	0.15
c5d16aaa5c5d6257ed7bf89b8428f38442195p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p1=0.56:t1=0.50	1275778	21360	Fill	0.017	0.018	0.15
c5d16aaa5c5d6257ed7bf89b8428f38442196p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p1=0.56:t1=0.50	1198964	22466	Fill	0.019	0.018	0.15
c5d16aaa5c5d6257ed7bf89b8428f38442194p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p4=0.9:p6=0.7	2521	46	Fill	0.018	0.013	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442195p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p4=0.9:p6=0.7	1292	17	Fill	0.013	0.013	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442196p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p4=0.9:p6=0.7	1112	24	Fill	0.022	0.014	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442194p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	32174	814	Fill	0.025	0.019	0.38
c5d16aaa5c5d6257ed7bf89b8428f38442195p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	24578	468	Fill	0.019	0.019	0.38
c5d16aaa5c5d6257ed7bf89b8428f38442196p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	24098	543	Fill	0.023	0.019	0.38
c5d16aaa5c5d6257ed7bf89b8428f38442194p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p8=0.9:p7=0.9	2034	34	Fill	0.017	0.012	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442195p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p8=0.9:p7=0.9	1315	19	Fill	0.014	0.012	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442196p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p8=0.9:p7=0.9	1231	17	Fill	0.014	0.012	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442194t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	t4=0.9:t8=0.9	1961	4	Fill	0.002	0.003	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442195t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	t4=0.9:t8=0.9	1150	0	Fill	0.000	0.003	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442196t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	t4=0.9:t8=0.9	910	3	Fill	0.003	0.003	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442194t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	t7=0.9:t5=0.7	1904	2	Fill	0.001	0.005	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442195t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	t7=0.9:t5=0.7	1324	3	Fill	0.002	0.005	0.10
c5d16aaa5c5d6257ed7bf89b8428f38442196t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	t7=0.9:t5=0.7	1083	1	Fill	0.001	0.005	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e25=0.65:e15=0.65:e12=0.6	25093	13734	Fill	0.547	0.588	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e25=0.65:e15=0.65:e12=0.6	28200	16401	Fill	0.582	0.578	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e25=0.65:e15=0.65:e12=0.6	27069	15184	Fill	0.561	0.570	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e26=2.65:p22=1.05:o18=0.9:e33=0.8:p32=0.9	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e26=2.65:p22=1.05:o18=0.9:e33=0.8:p32=0.9	6236	2152	Fill	0.345	0.367	0.35
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e28=0.75:o19=0.75:p26=0.7	4741	2492	Fill	0.526	0.557	0.14
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e28=0.75:o19=0.75:p26=0.7	5627	3030	Fill	0.538	0.545	0.14
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e28=0.75:o19=0.75:p26=0.7	4695	2535	Fill	0.540	0.536	0.15
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	4840	2560	Fill	0.529	0.539	0.23
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	6161	3177	Fill	0.516	0.527	0.23
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	4146	2044	Fill	0.493	0.517	0.24
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e34=0.7:p30=0.7:e14=0.6	4439	2445	Fill	0.551	0.572	0.14
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e34=0.7:p30=0.7:e14=0.6	4768	2753	Fill	0.577	0.562	0.14
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e34=0.7:p30=0.7:e14=0.6	5163	2810	Fill	0.544	0.552	0.15
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6779	3797	Fill	0.560	0.568	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6690	3849	Fill	0.575	0.556	0.18
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6802	3494	Fill	0.514	0.547	0.18
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	945	389	Fill	0.412	0.441	0.26
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	832	401	Fill	0.482	0.432	0.26
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	788	370	Fill	0.470	0.421	0.26
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	23065	12687	Fill	0.550	0.576	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	19294	10665	Fill	0.553	0.566	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	16475	9310	Fill	0.565	0.558	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	5750	3312	Fill	0.576	0.577	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	7661	4510	Fill	0.589	0.566	0.18
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	7198	3916	Fill	0.544	0.557	0.18
d4ecbb9d04fd598ea6ff2f9766a6f03a42194o14=1.2:o23=1.2	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	o14=1.2:o23=1.2	569	123	Fill	0.216	0.296	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42194o4=1.2:o15=1	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	o4=1.2:o15=1	504	122	Fill	0.242	0.227	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42194p28=1.2:p12=1	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	p28=1.2:p12=1	713	203	Fill	0.285	0.297	0.08
d4ecbb9d04fd598ea6ff2f9766a6f03a42194p8=1.2:p13=1.2	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	p8=1.2:p13=1.2	538	139	Fill	0.258	0.277	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	24082	7296	Fill	0.303	0.295	0.25
dcb49c1d85d610b2cd8893218b9e4e2442195e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	59745	15064	Fill	0.252	0.287	0.26
dcb49c1d85d610b2cd8893218b9e4e2442196e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	44736	11128	Fill	0.249	0.285	0.26
dcb49c1d85d610b2cd8893218b9e4e2442194e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	107515	24706	Fill	0.230	0.231	0.27
