"","auctions","floorPrice","wins","revenue","fill","eCpm"
"1",6007,0.01,1943,1469.02,0.32345596803729,0.756057642820381
"2",6007,0.02,1938,1473.55,0.322623605793241,0.760345717234262
"3",6007,0.03,1873,1475.72,0.311802896620609,0.787891083822744
"4",6007,0.04,1841,1478.46,0.306475778258698,0.803074416078218
"5",6007,0.05,1819,1481.26,0.302813384384884,0.814326553051127
"6",6007,0.06,1803,1484.1,0.300149825203929,0.823128119800333
"7",6007,0.07,1792,1487.15,0.298318628267022,0.8298828125
"8",6007,0.08,1776,1490.03,0.295655069086066,0.838980855855856
"9",6007,0.09,1721,1488.72,0.286499084401532,0.865031958163858
"10",6007,0.1,1710,1491.25,0.284667887464625,0.872076023391813
"11",6007,0.11,1705,1494.34,0.283835525220576,0.876445747800587
"12",6007,0.12,1690,1496.61,0.28133843848843,0.885568047337278
"13",6007,0.13,1619,1490.78,0.26951889462294,0.920802964793082
"14",6007,0.14,1616,1493.81,0.269019477276511,0.924387376237624
"15",6007,0.15,1607,1495.87,0.267521225237223,0.930846297448662
"16",6007,0.16,1601,1498.43,0.266522390544365,0.935933791380387
"17",6007,0.17,1582,1498.6,0.26335941401698,0.947281921618205
"18",6007,0.18,1576,1500.9,0.262360579324122,0.952347715736041
"19",6007,0.19,1571,1503.32,0.261528217080073,0.956919159770847
"20",6007,0.2,1567,1506.31,0.260862327284834,0.961269942565412
"21",6007,0.21,1513,1498.26,0.251872815049109,0.99025776602776
"22",6007,0.22,1505,1499.74,0.250541035458632,0.996504983388704
"23",6007,0.23,1499,1501.59,0.249542200765773,1.0017278185457
"24",6007,0.24,1496,1504.25,0.249042783419344,1.00551470588235
"25",6007,0.25,1485,1504.79,0.247211586482437,1.0133265993266
"26",6007,0.26,1481,1507.05,0.246545696687198,1.01758946657664
"27",6007,0.27,1475,1508.78,0.24554686199434,1.02290169491525
"28",6007,0.28,1471,1511.12,0.244880972199101,1.02727396329028
"29",6007,0.29,1458,1510.74,0.242716830364575,1.03617283950617
"30",6007,0.3,1452,1512.39,0.241717995671716,1.04159090909091
"31",6007,0.31,1448,1514.62,0.241052105876477,1.04600828729282
"32",6007,0.32,1444,1516.87,0.240386216081239,1.05046398891967
"33",6007,0.33,1429,1515.37,0.237889129349093,1.06044086773968
"34",6007,0.34,1427,1518.19,0.237556184451473,1.06390329362299
"35",6007,0.35,1423,1520.29,0.236890294656234,1.06836964160225
"36",6007,0.36,1420,1522.91,0.236390877309805,1.07247183098592
"37",6007,0.37,1396,1517.51,0.232395538538372,1.08704154727794
"38",6007,0.38,1394,1520.3,0.232062593640752,1.09060258249641
"39",6007,0.39,1384,1519.89,0.230397869152655,1.09818641618497
"40",6007,0.4,1373,1519.01,0.228566672215748,1.10634377276038
"41",6007,0.41,1359,1516.67,0.226236057932412,1.1160191317145
"42",6007,0.42,1357,1519.24,0.225903113034793,1.11955784819455
"43",6007,0.43,1352,1520.6,0.225070750790744,1.12470414201183
"44",6007,0.44,1348,1522.52,0.224404860995505,1.12946587537092
"45",6007,0.45,1335,1520.28,0.222240719160979,1.13878651685393
"46",6007,0.46,1333,1522.96,0.221907774263359,1.1425056264066
"47",6007,0.47,1331,1525.63,0.22157482936574,1.14622839969947
"48",6007,0.48,1327,1527.38,0.220908939570501,1.15100226073851
"49",6007,0.49,1317,1526.07,0.219244215082404,1.15874715261959
"50",6007,0.5,1315,1528.68,0.218911270184784,1.16249429657795
"51",6007,0.51,1312,1530.85,0.218411852838355,1.16680640243902
"52",6007,0.52,1312,1534.67,0.218411852838355,1.16971798780488
"53",6007,0.53,1305,1534.79,0.217246545696687,1.17608429118774
"54",6007,0.54,1303,1537.67,0.216913600799068,1.18009976976209
"55",6007,0.55,1298,1538.93,0.216081238555019,1.18561633281972
"56",6007,0.56,1294,1540.8,0.21541534875978,1.19072642967542
"57",6007,0.57,1284,1539.15,0.213750624271683,1.19871495327103
"58",6007,0.58,1280,1540.91,0.213084734476444,1.2038359375
"59",6007,0.59,1279,1544.45,0.212918262027634,1.20754495699765
"60",6007,0.6,1276,1546.86,0.212418844681205,1.21227272727273
"61",6007,0.61,1262,1542.47,0.210088230397869,1.22224247226624
"62",6007,0.62,1261,1546.04,0.209921757949059,1.22604282315623
"63",6007,0.63,1259,1549.02,0.20958881305144,1.23035742652899
"64",6007,0.64,1258,1552.78,0.20942234060263,1.23432432432432
"65",6007,0.65,1245,1548.63,0.207258198768104,1.24387951807229
"66",6007,0.66,1242,1550.97,0.206758781421675,1.24876811594203
"67",6007,0.67,1239,1553.3,0.206259364075246,1.25367231638418
"68",6007,0.68,1237,1556.38,0.205926419177626,1.25818916734034
"69",6007,0.69,1224,1551.79,0.2037622773431,1.2678022875817
"70",6007,0.7,1221,1554.09,0.203262859996671,1.27280098280098
"71",6007,0.71,1219,1557.09,0.202929915099051,1.27735028712059
"72",6007,0.72,1217,1560.16,0.202596970201432,1.28197206244864
"73",6007,0.73,1199,1551.36,0.199600466122857,1.29387823185988
"74",6007,0.74,1198,1554.96,0.199433993674047,1.2979632721202
"75",6007,0.75,1193,1555.57,0.198601631429998,1.30391450125733
"76",6007,0.76,1188,1556.23,0.19776926918595,1.30995791245791
"77",6007,0.77,1182,1556.04,0.196770434493091,1.31644670050761
"78",6007,0.78,1180,1558.93,0.196437489595472,1.32112711864407
"79",6007,0.79,1177,1561.04,0.195938072249043,1.32628717077315
"80",6007,0.8,1173,1562.99,0.195272182453804,1.33247229326513
"81",6007,0.81,1083,1494.41,0.180289662060929,1.37987996306556
"82",6007,0.82,1077,1493.84,0.179290827368071,1.38703806870938
"83",6007,0.83,1075,1496.54,0.178957882470451,1.39213023255814
"84",6007,0.84,1070,1496.7,0.178125520226403,1.39878504672897
"85",6007,0.85,1063,1495.07,0.176960213084734,1.40646284101599
"86",6007,0.86,1061,1497.72,0.176627268187115,1.41161168708765
"87",6007,0.87,1054,1495.94,0.175461961045447,1.41929791271347
"88",6007,0.88,1052,1498.7,0.175129016147828,1.42461977186312
"89",6007,0.89,1042,1494.34,0.17346429165973,1.43410748560461
"90",6007,0.9,1031,1488.9,0.171633094722823,1.44413191076625
"91",6007,0.91,1029,1491.55,0.171300149825204,1.44951409135083
"92",6007,0.92,1027,1494.31,0.170967204927584,1.45502434274586
"93",6007,0.93,1020,1492.47,0.169801897785916,1.46320588235294
"94",6007,0.94,1007,1484.83,0.16763775595139,1.4745084409136
"95",6007,0.95,1003,1485.59,0.166971866156151,1.48114656031904
"96",6007,0.96,1001,1488.34,0.166638921258532,1.48685314685315
"97",6007,0.97,990,1482.24,0.164807724321625,1.49721212121212
"98",6007,0.98,989,1485.84,0.164641251872815,1.50236602628918
"99",6007,0.99,988,1489.43,0.164474779424005,1.50752024291498
"100",6007,1,988,1494.34,0.164474779424005,1.51248987854251
"101",6007,1.01,959,1469.69,0.159647078408523,1.53252346193952
"102",6007,1.02,954,1469.2,0.158814716164475,1.54004192872117
"103",6007,1.03,950,1469.76,0.158148826369236,1.54711578947368
"104",6007,1.04,931,1454.54,0.154985849841851,1.56234156820623
"105",6007,1.05,923,1450.63,0.153654070251373,1.57164680390033
"106",6007,1.06,921,1453.02,0.153321125353754,1.57765472312704
"107",6007,1.07,919,1455.41,0.152988180456135,1.5836887921654
"108",6007,1.08,915,1455.6,0.152322290660896,1.59081967213115
"109",6007,1.09,908,1452.43,0.151156983519228,1.59959251101322
"110",6007,1.1,907,1455.81,0.150990511070418,1.60508269018743
"111",6007,1.11,904,1456.95,0.150491093723989,1.6116703539823
"112",6007,1.12,903,1460.38,0.150324621275179,1.61725359911406
"113",6007,1.13,897,1458.14,0.149325786582321,1.62557413600892
"114",6007,1.14,895,1460.39,0.148992841684701,1.63172067039106
"115",6007,1.15,895,1464.97,0.148992841684701,1.63683798882682
"116",6007,1.16,890,1463.74,0.148160479440653,1.64465168539326
"117",6007,1.17,885,1462.45,0.147328117196604,1.65248587570621
"118",6007,1.18,883,1464.74,0.146995172298985,1.65882219705549
"119",6007,1.19,879,1464.59,0.146329282503746,1.66620022753129
"120",6007,1.2,876,1465.8,0.145829865157316,1.67328767123288
"121",6007,1.21,849,1437.69,0.141335109039454,1.69339222614841
"122",6007,1.22,848,1441.04,0.141168636590644,1.69933962264151
"123",6007,1.23,846,1443.22,0.140835691693025,1.70593380614657
"124",6007,1.24,833,1431.67,0.138671549858498,1.71869147659064
"125",6007,1.25,828,1429.95,0.13783918761445,1.72699275362319
"126",6007,1.26,828,1434.49,0.13783918761445,1.73247584541063
"127",6007,1.27,822,1431.39,0.136840352921591,1.7413503649635
"128",6007,1.28,820,1433.38,0.136507408023972,1.7480243902439
"129",6007,1.29,816,1432.77,0.135841518228733,1.75584558823529
"130",6007,1.3,809,1428.16,0.134676211087065,1.76533992583436
"131",6007,1.31,809,1432.66,0.134676211087065,1.77090234857849
"132",6007,1.32,805,1431.96,0.134010321291826,1.77883229813665
"133",6007,1.33,796,1424.49,0.132512069252539,1.78956030150754
"134",6007,1.34,795,1427.67,0.132345596803729,1.79581132075472
"135",6007,1.35,791,1426.76,0.13167970700849,1.80374209860936
"136",6007,1.36,790,1430.08,0.13151323455968,1.81022784810127
"137",6007,1.37,759,1391.99,0.126352588646579,1.83397891963109
"138",6007,1.39,758,1399.35,0.126186116197769,1.84610817941952
