"","auctions","floorPrice","wins","revenue","fill","eCpm"
"1",127390,0.01,39328,10861.03,0.308721249705628,0.276165327502034
"2",127390,0.02,37471,10901.85,0.294143967344376,0.290940994368979
"3",127390,0.03,35413,10906.79,0.277988853128189,0.307988309377912
"4",127390,0.04,34605,10966.03,0.27164612606955,0.316891489669123
"5",127390,0.05,33482,10995.58,0.262830677447209,0.328402723851622
"6",127390,0.06,33163,11064.03,0.260326556244603,0.333625727467358
"7",127390,0.07,32872,11134.98,0.258042232514326,0.338737527378924
"8",127390,0.08,32403,11194.7,0.254360624852814,0.34548344289109
"9",127390,0.09,32105,11267.7,0.252021351754455,0.350964024295281
"10",127390,0.1,32023,11360.27,0.25137765915692,0.354753458451738
"11",127390,0.11,31953,11454.37,0.250828165476097,0.358475573498576
"12",127390,0.12,31900,11555.58,0.250412120260617,0.362243887147335
"13",127390,0.13,31659,11630.91,0.248520292016642,0.367380839571686
"14",127390,0.14,31595,11730.44,0.248017897794175,0.371275201772432
"15",127390,0.15,31505,11826.26,0.247311405918832,0.375377241707665
"16",127390,0.16,31429,11925.54,0.246714812779653,0.379443825766012
"17",127390,0.17,31326,12020.66,0.245906272077871,0.38372789376237
"18",127390,0.18,31210,12112.35,0.244995682549651,0.388091957705864
"19",127390,0.19,31162,12216.36,0.244618886882801,0.3920274693537
"20",127390,0.2,31114,12325.51,0.244242091215951,0.396140322684322
"21",127390,0.21,30949,12409.95,0.242946856111155,0.400980645578209
"22",127390,0.22,30881,12514.7,0.242413062249784,0.405255658819339
"23",127390,0.23,30832,12623.28,0.242028416673208,0.409421380384017
"24",127390,0.24,30803,12738.29,0.241800769291153,0.413540564230757
"25",127390,0.25,30712,12837.93,0.241086427506084,0.418010224016671
"26",127390,0.26,30682,12954.28,0.240850930214303,0.422211068378854
"27",127390,0.27,30615,13064.28,0.240324986262658,0.426728074473297
"28",127390,0.28,30529,13168.88,0.239649894026219,0.431356415211766
"29",127390,0.29,30480,13283.59,0.239265248449643,0.435813320209974
"30",127390,0.3,30456,13406.44,0.239076850616218,0.440190438665616
"31",127390,0.31,30414,13524.33,0.238747154407724,0.444674492010258
"32",127390,0.32,30356,13643.49,0.238291859643614,0.449449532217683
"33",127390,0.33,29898,13627.62,0.234696600989089,0.45580373269115
"34",127390,0.34,29766,13722.67,0.233660412905252,0.461018275885238
"35",127390,0.35,29522,13782.5,0.231745034932098,0.466855226610663
"36",127390,0.36,29277,13859.76,0.229821807049219,0.473400963213444
"37",127390,0.37,28416,13703.08,0.2230630347751,0.482231137387387
"38",127390,0.38,27903,13665.75,0.219036031085643,0.48975916568111
"39",127390,0.39,27879,13814.86,0.218847633252218,0.49552925140787
"40",127390,0.4,27832,13960.08,0.218478687495094,0.501583788444956
"41",127390,0.41,27127,13828.54,0.212944501138237,0.509770339514137
"42",127390,0.42,27098,13974.36,0.212716853756182,0.515697099416931
"43",127390,0.43,27040,14112.1,0.212261558992072,0.521897189349112
"44",127390,0.44,26893,14211.96,0.211107622262344,0.528463168854349
"45",127390,0.45,26602,14243.26,0.208823298532067,0.535420645064281
"46",127390,0.46,26559,14388.12,0.208485752413847,0.541741782446628
"47",127390,0.47,26390,14472.53,0.207159117670147,0.548409624857901
"48",127390,0.48,26299,14595.69,0.206444775885077,0.554990303813833
"49",127390,0.49,25575,14401.13,0.200761441243426,0.56309403714565
"50",127390,0.5,25510,14543.69,0.200251197111233,0.570117208937671
"51",127390,0.51,21548,12683.91,0.16914985477667,0.588635140152218
"52",127390,0.52,17208,10546.5,0.135081246565665,0.612883542538354
"53",127390,0.53,16850,10472.99,0.132270978883743,0.621542433234421
"54",127390,0.54,16795,10559.27,0.131839233848811,0.62871509377791
"55",127390,0.55,16742,10646.24,0.131423188633331,0.635900131406045
"56",127390,0.56,16646,10708.84,0.130669597299631,0.643328126877328
"57",127390,0.57,16468,10723.18,0.129272313368396,0.651152538256012
"58",127390,0.58,16278,10727.58,0.127780830520449,0.659023221525986
"59",127390,0.59,16161,10772.6,0.126862391082503,0.666580038363963
"60",127390,0.6,16083,10845.01,0.126250098123872,0.674315115339178
"61",127390,0.61,14826,10186.28,0.116382761598242,0.687055173344125
"62",127390,0.62,14716,10225.46,0.115519271528377,0.694853220983963
"63",127390,0.63,14677,10308.26,0.115213125049062,0.70234107787695
"64",127390,0.64,14628,10385.09,0.114828479472486,0.70994599398414
"65",127390,0.65,14413,10351.61,0.113140748881388,0.718213418441685
"66",127390,0.66,14367,10427.28,0.11277965303399,0.725779912299019
"67",127390,0.67,14329,10507.59,0.112481356464401,0.733309372601019
"68",127390,0.68,14296,10591.07,0.112222309443441,0.740841494124231
"69",127390,0.69,14220,10644.14,0.111625716304263,0.748533052039381
"70",127390,0.7,14183,10723.62,0.111335269644399,0.756089684833956
"71",127390,0.71,14134,10794.01,0.110950624067823,0.76369109947644
"72",127390,0.72,14092,10870.74,0.11062092785933,0.771412148736872
"73",127390,0.73,13700,10691.07,0.107543763246723,0.780370072992701
"74",127390,0.74,13030,10297.45,0.102284323730277,0.790287797390637
"75",127390,0.75,12495,9993.22,0.0980846220268467,0.799777511004402
"76",127390,0.76,12448,10054.57,0.0977156762697229,0.80772573907455
"77",127390,0.77,12326,10056.66,0.0967579872831462,0.815889988641895
"78",127390,0.78,12300,10132.35,0.0965538896302693,0.823768292682927
"79",127390,0.79,12233,10175,0.0960279456786247,0.831766533148042
"80",127390,0.8,12187,10248.75,0.0956668498312269,0.840957577746779
"81",127390,0.81,8147,7046.72,0.0639532145380328,0.86494660611268
"82",127390,0.82,8019,7011.06,0.0629484260930999,0.874306023194912
"83",127390,0.83,7846,6935.34,0.0615903917104953,0.883933214376753
"84",127390,0.84,7750,6922.4,0.0608368003767957,0.893212903225806
"85",127390,0.85,7382,6673.76,0.0579480335976136,0.90405852072609
"86",127390,0.86,7345,6705.9,0.0576575869377502,0.912988427501702
"87",127390,0.87,7245,6682,0.0568725959651464,0.922291235334714
"88",127390,0.88,7186,6692.86,0.0564094512913101,0.931374895630393
"89",127390,0.89,7077,6657.69,0.055553811131172,0.940750317931327
"90",127390,0.9,7043,6688.7,0.0552869142004867,0.94969473235837
"91",127390,0.91,7022,6732.21,0.0551220660962399,0.958731130731985
"92",127390,0.92,6669,6467.04,0.0523510479629484,0.969716599190283
"93",127390,0.93,6247,6130.83,0.0490383860585603,0.981403873859452
