0,1.4,0|0
0,1.4,204
0,1,0
0,1.9,204
0.4;0.24;0.15;0.11,1.6,200|200
0,2.2,204
0,1.4,204
0,1.4,0|0
0,1.4,204
0.07,1,200
0,1.4,204
0,1.4,204|204
0.03;0.01,1.4,200
0,1.9,204
0.15;0.04,1.9,200
0,1.4,204|204
0,1.4,0
0,2.2,204
0,1.6,204|204
0,1.6,204|204
0,1.4,204
0,1.9,204
0,1.6,0|0
0,1.4,0
0.08,1.4,200
0,1.4,0
0,1.4,0
0,1.4,204
0.16;0.11,1.4,200
0,1.4,0
0,2.2,0
0,1.9,204
0,1.4,0
0,1.4,204
0,1.4,200|204
0,1.4,0
0.32,1,200
0,1.6,204|204
0,1.4,204|204
0,1.4,204
0.1,1,200
0,1,204
0,2.2,204
0,1.4,204
0.2,1,200
0.44,1.9,200
0,1.6,0|0
0.06,1.4,200|200
0.49;0.03;0.01,1.4,200
0,1,204
0,1.4,204
0.07,1.9,200
1.52;0.24,1.4,200|200
0,1.4,204
0.07,1.4,200
0,1.6,0|0
0,1,0
0,1.9,204
0,1.4,0
0,1.9,204
0,1.4,0|0
0,1.4,204
0,1.4,0
0,1,0
0,1.6,0|0
0,1,0
0,1.4,204
0,1.4,204
0.08,2.2,200
0,1.4,204
0,1.4,204
0,1,204
0,2.2,0
0,1.6,0|0
0,2.2,204
0,1.4,204
0.23,1.4,204|200
0,2.2,204
0,1,204
0,1.9,204
0,1.4,0
0,1.4,204
0,2.2,204
0.6,2.2,200
0,1.9,0
0,1.4,204|204
0,1.4,204
0,2.2,0
0,1.6,204|204
0.08,1.9,200
0,1.4,0
0,1.6,204|204
0,1.4,204
0,1.4,0
0,1,204
0,1.9,204
0.12,1.4,200
0,1.4,204|204
0,1.4,204
0,1,204
0,1.4,204
0,1.4,0
0,1.4,0
0,1.6,0|0
0,1.4,0
0,1.6,204|204
0,2.2,204
0,1.4,204
0,1.4,204
0,1.9,204
0,1.4,204
0,1.4,204
0,1.6,0|0
0,1.4,0
0.15;0.06,1.4,200
0,1.4,204
0,1.9,204
0,1.4,204|204
0,1.4,0
0,1.4,204
0,1.4,204
0,1.4,204
0,2.2,0
0.01,1.4,200|200
0,1.9,204
0.23;0.02;0.01,2.2,200
0.07,1.4,200
0,1,0
0,1,204
0,1.6,204|204
0,1.4,200|204
0,1.9,0
0.11;0.09,1.4,200
0,1,0
0,2.2,204
0,1.9,204
0,1,204
0.09,1.4,200
0,1.4,204
0,2.2,0
0,1.6,0|0
0,1.4,204
0,1,204
0,1.4,204
0,1,0
0,1.6,0|0
0,1.4,0
0,1.4,0|0
0,1.4,0
0,1.9,0
0,1.6,204|204
0,1.4,0
0,2.2,0
0,1.6,0|0
0,1.4,0
0,1,204
0,2.2,204
0.92;0.24;0.15;0.11,1.4,200|200
0.17,1.4,200|200
0,1.6,204|204
0,2.2,204
0,1.4,0|0
0,1.4,204
0,2.2,204
0,1.4,204
0,1.4,204|204
0.03,1,200
0,1.4,0
0.24;0.14,1.4,200|200
0.15;0.06,1.9,200
0,1.4,204
0.06,1.4,200|200
0,1.4,204
0.32,2.2,200
0,2.2,204
0,2.2,204
0,1.9,204
0.07,1.4,200
0,1,0
0,1,204
0,1.6,200|204
0.15;0.11,1.9,200
0,1.4,0
0,1.4,204|204
0,1.4,204
0.16;0.13;0.12;0.03,1.6,200|200
0,1.4,0
0,1.9,204
0,1,204
0,1.6,204|204
0,1.4,204
0,1.4,0
0,2.2,0
0,1,0
0,1.4,204
0,1.4,0
0,1.4,204
0,2.2,0
0,1.4,204
0,1.9,204
0,1.4,204
0,2.2,204
0,1.6,204|204
0,1,204
0,1.4,204|204
0.01,1.4,200|200
0,1.4,204
0,1.4,0|0
0,1.4,204
0,1.4,0
0,2.2,0
0.07,2.2,200
0.08,1.4,200
0,1.4,0
0,1,204
