0,0.9,204
0,0.9,0|0
0,0.9,0
0,0.9,0
0,1.7,0
0,1.1,0|0
0,1.4,0
0.8;0.12,1.7,200
1.44;0.06;0.02,1.7,200
0,0.6,0
0,0.9,204
0,0.9,0
0,0.9,0|0
0,1.4,0
0,0.6,0
0,0.6,0
0,0.9,0
5.57;1.6;1.12;0.88;0.41,1.1,200
0,1.4,0
0,0.9,0
0,0.9,0
0,1.7,204
1.44;1.23;0.6;0.54;0.2,0.9,200|200
0.8;0.07;0.02,1.1,200|200
1.52;0.8;0.64;0.44;0.36,1.1,200
0,0.9,0
2.63;1.96;1.48;0.71;0.6,1.1,200
0,0.9,204
0,1.4,0
0.88;0.08,1.7,200
0.04;0.02,0.9,200
0,0.9,0
0,0.9,0|0
1.56;1.31;0.52;0.24;0.04,1.1,200
0,0.5,0
0.16,0.5,200
0,0.9,0|0
0,1.7,0
0,1.7,0
0,0.9,0
0.16;0.12;0.01,1.1,200|200
0,0.5,0
0,1.4,0
0,0.5,0
1.01;0.88;0.53;0.27;0.16,1.7,200
0,1.4,0
1.03;0.34;0.12;0.08,0.9,200
0,0.9,0
0,0.9,0
0,0.9,0|0
0,1.7,204
0,0.9,0|0
0,0.5,0
0,1.4,0
0,0.9,0
0,0.9,0
0,0.6,0
0,0.6,0
0,1.7,0
0,1.4,0
0,0.9,0|0
0,0.9,0
0,1.1,0|0
0,0.5,0
0,1.1,0|0
0,0.6,0
1.03;0.6;0.29;0.12;0.05,0.5,200
0,1.4,0
0,1.1,0|0
0,0.9,0
1.18;1.14;0.74;0.42;0.4,0.9,200
1.13;0.57;0.48;0.16;0.08,0.9,200|200
0,0.9,0|0
0.07,1.7,200
0,1.7,0
0,1.1,0|0
0,0.9,0|0
0,0.9,204|204
0,1.1,0|0
0,0.9,0
0,0.6,0
0.02,0.9,200
0.04,0.9,200|200
0,0.9,0|0
0,1.4,0
0,0.9,0
0,0.6,0
0.01,0.9,200
0,0.6,0
0,0.9,0|0
0,1.4,0
0,0.9,0|0
3.12;1.28;1.12;0.65;0.51,1.7,200
0,0.9,204
0,1.4,204
0,1.1,0|0
0,0.9,0
0,0.9,0|0
0,0.6,0
0,0.9,0
0,1.1,0|0
2.8,0.9,200
0,1.7,0
0.89;0.77;0.43;0.36;0.31,1.1,200|200
0,0.9,204
0,1.7,0
1.56;0.8;0.02,1.7,200
0,1.7,0
0.27,0.9,200
0,1.7,0
1.86;0.33;0.11;0.02,1.1,200
