0,0.95,0
0,0.75,0
0,1.55,0
0,0.75,0
0,0.95,0
0,1.55,0
0,0.75,0|0
0,0.75,0
0,0.75,0
0.5;0.16;0.05;0.03,0.95,200|200
0,0.75,0
0,0.75,0|0
0,0.95,0
0,0.75,0|0
0,0.35,0
0,1.55,0
0,1.55,0
0,0.75,0|0
0,0.35,0
0,0.75,0|0
0.5;0.21;0.08,0.75,200|200
0,0.75,0
0,0.75,0|0
0,0.75,0
0,1.55,0
0,0.75,0|0
0,0.75,0
0,0.95,0|0
0,0.95,0
0,0.35,0
0,0.95,0|0
0,0.35,0
0,0.95,0|0
0,0.35,0
0,0.75,0
0,0.95,0|0
0,1.25,0
0,0.75,0|0
1.24;1.2;0.49;0.26;0.11,0.95,200
0.36;0.09,0.75,200|200
0,0.95,0|0
0,0.35,0
0,0.75,0
0,1.55,0
0,1.55,0
0,1.55,0
0.55,0.35,200
0,0.35,0
0,0.95,0|0
0,0.75,0
1.24,1.25,200
0.15;0.01,0.75,200
0,0.75,0
0,0.75,0
0,0.75,0
0,0.95,0|0
0,0.35,0
0,1.55,0
0,0.75,0|0
0,1.25,0
0,0.35,0
0,0.75,0
0,0.95,0|0
0,0.95,0|0
0,0.35,0
0.12;0.1;0.05,0.75,200|200
0,1.55,0
0,1.55,0
0,0.95,0|0
0,1.55,0
0,0.95,0|0
0,0.75,0|0
1.6;0.05;0.01,0.95,200
0,1.55,0
0,0.75,0|0
0,0.75,0
0,0.75,0
0,0.75,0
0,0.75,0
0,0.75,0
0.52;0.4;0.07,1.55,200
0.05,0.75,200|200
0,0.95,0|0
1.57;0.12;0.05,0.75,200
0,0.75,0
0,0.95,0|0
1.6;0.6;0.55;0.46;0.4,0.95,200
0,0.75,0
0,0.75,0
0.15;0.02,0.35,200
0.36,0.75,200
0,0.75,0
0,0.95,0
0,1.55,0
0,0.75,0
0.02,1.25,200
0,1.25,0
3.34,0.35,200
0,0.75,0
0,0.75,0
0,0.95,0|0
