2.41;0.34;0.32;0.2;0.15,1.7,200
0,1.2,0
0,2,0
0,1.4,0|0
0,1.1,0
0.28;0.03,1.1,200
0,0.8,0
0,1.4,0|0
0,1.7,0
0,1.1,0
0,1.7,0
1.9;1.8;0.8;0.36;0.34,1.4,200
0.12;0.11;0.09;0.02;0.01,1.7,200
0,1.4,0|0
0,1.2,0
1.47;1.16;0.64;0.22;0.03,0.8,200
0.57;0.41;0.4;0.15;0.04,1.4,200|200
0,1.1,0
0,1.1,0
0.06;0.03,1.1,200
0,1.1,0
0.14;0.06;0.04,1.7,200
1.69;1.49;0.76;0.6;0.24,1.2,200
0,1.4,0|0
0,1.2,0|0
0.36,2,200
0,1.1,0
1.41,1.7,200
1.6;1.48;1.43;0.3;0.27,2,200
0,1.4,0|0
4.01;0.01,1.4,200
0,1.7,0
0.06;0.02,2,200
0,1.4,0|0
0,1.1,0
0,1.7,0
0,1.2,0|0
0,1.2,0|0
1.05;0.28;0.08;0.05;0.04,1.7,200
0,1.2,0
0.63;0.15;0.1;0.06;0.02,1.1,200
0.01,1.1,200
0,1.2,0|0
0,1.2,0|0
3.4;0.6;0.02,1.7,200
0,1.4,0|0
17.43;0.54;0.2;0.17;0.02,1.7,200
0,1.2,0|0
0,1.2,0|0
0.39;0.36;0.18,0.8,200
0,1.7,0
0,0.8,0
0,1.2,0
0.64;0.02;0.01,1.4,200|200
0,1.2,0
0,1.1,0
0,0.8,0
0,1.1,0
0,1.4,0|0
0,1.2,0
0,2,0
0.03,0.8,200
0,1.2,0
0,0.8,0
0.36;0.08;0.07,1.2,200
0,1.1,0
0,1.1,0
0,1.4,0|0
0,1.2,0
0,1.7,0
0,1.1,0
0,0.8,204
0,2,0
0,1.4,0|0
0,1.1,0
0.04,1.1,200
0,1.1,0
0.04;0.02,1.4,200|200
0,1.7,0
0,1.7,0
0.71;0.02,1.4,200|200
0,0.8,0
0.36;0.1;0.09;0.06;0.02,1.2,200
0,1.1,0
0,1.1,0
0,1.4,0|0
0.28;0.01,1.2,200|200
0,1.1,0
0.8;0.13;0.04,1.4,200|200
0,1.7,0
1.6;1.44;0.99;0.72;0.44,1.7,200
0,1.2,0|0
0,1.2,0
1.44;1.12;0.56;0.27;0.06,1.7,200
0,0.8,0
0,1.1,0
0,1.1,0
1.65;0.04;0.02,1.2,200
0,1.2,0|0
8.88;3.36;1.44;1.43;0.27,1.4,200
0,1.2,0
0,1.7,0
1.23;0.8;0.21;0.08;0.08,1.4,200|200
0,1.1,0
0.04,1.1,200
0,1.1,0
0.01,1.2,204|200
0,1.1,0
0,2,0
0,1.1,0
0,1.2,0|0
0,1.1,0
0.12,1.2,200
0,1.2,0|0
0,1.1,0
0,2,0
0,0.8,0
0,1.1,0
0.01,1.1,200
0.03,1.1,200
0,1.2,0
0,1.1,0
0,2,0
0,1.4,0|0
0.14;0.13;0.02,1.4,200|200
0.8;0.03;0.02,0.8,200
0.52;0.36;0.12;0.08;0.05,1.7,200
0,1.1,0
1.44;1.28;0.66;0.36;0.19,1.7,200
0,1.1,0
0,1.1,0
1.23;1.13;0.06;0.02,1.4,200|200
0,1.2,0|0
0.42;0.09;0.01;0.01,1.7,200
0,1.2,0
0.84;0.28;0.22;0.15,0.8,200
0,1.2,0
0.12;0.08;0.02,1.1,200
0.64;0.6;0.09;0.01,1.4,200|200
0,1.1,0
0,1.4,0|0
0,1.1,0
0.19;0.05,1.2,200|200
0.17;0.02,1.1,200
0,2,0
1.6;1.1;1.08;0.5;0.27,1.1,200
0,2,0
1.24;0.28,1.2,200
2.03;1.18;0.72;0.24;0.24,1.1,200
1.55;1.51,1.4,204|200
0,1.1,0
0,2,204
0,1.2,0|0
0,1.1,0
0,0.8,0
0.64;0.36;0.11;0.05,2,200
0,1.4,0|0
0,1.1,0
0,0.8,0
0.03,2,200
0.03,1.2,200|200
0,1.1,0
0,0.8,0
0.4;0.08,1.2,200|200
0,1.2,0
0,1.2,0
0,1.2,0
0,1.1,204
0,1.1,0
0.64;0.36;0.21;0.04;0.04,2,200
0.19;0.08;0.04;0.01,1.1,200
0,1.1,0
0,1.7,0
0,1.1,0
0,1.1,0
0,1.7,0
0,1.1,204
0,2,0
0.1,1.2,200
1.44;0.07;0.02,1.4,200
0,1.1,0
0,1.4,0|0
0,1.1,0
0,0.8,0
0.02,1.2,200|200
0,1.7,0
1.23;0.29;0.07;0.02;0.02,1.2,200
0,1.1,0
0,1.7,0
0,1.1,0
0,1.7,0
0,1.1,0
0,1.2,0|0
0,1.1,0
0,1.2,0|0
0,1.1,0
0,1.1,0
0,2,0
0,1.4,0|0
0,1.2,0
19.74;0.5;0.48;0.42;0.27,1.4,200
0,0.8,0
1.23;0.1;0.02,2,200
0,2,0
0.72;0.1;0.06;0.05,1.7,200
0,2,0
0,1.2,0|0
0,1.1,0
0,1.2,0|0
0.64;0.53;0.33;0.31;0.23,1.1,200
0,0.8,0
0,1.1,0
0,0.8,204
0,1.1,0
0.2;0.02,1.4,200|200
0.03;0.02,1.1,200
0.35;0.32;0.29;0.07,1.1,200
0,1.2,0|0
0,1.2,200|204
0.28,1.4,200|200
0,1.7,0
0,1.7,0
2.03;1.44;1.08;1.08;0.36,0.8,200
0,1.1,0
0,0.8,0
