tagid,single_chain,single_weight,chains_clean,weights_clean,ordinal_in_tag,tagid_1,sum_weight
91f27e5e07f3b8c0f824bb476cac2169,"""t3"",""t5""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",9,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""j6"",""j5""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",10,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""p24""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",11,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""t42""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",12,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""j4""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",13,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""p10"",""p6""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",14,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""t7"",""t6""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",15,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""j7"",""j3""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",16,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""p14""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",17,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""t8""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",18,91f27e5e07f3b8c0f824bb476cac2169,100
91f27e5e07f3b8c0f824bb476cac2169,"""j8""", 5,"""j9"",""p31"",""t10"",""j10""],[""p4""],[""t1""],[""j1""],[""p5""],[""t2""],[""j2""],[""p9"",""p7""],[""t3"",""t5""],[""j6"",""j5""],[""p24""],[""t42""],[""j4""],[""p10"",""p6""],[""t7"",""t6""],[""j7"",""j3""],[""p14""],[""t8""],[""j8""","10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",19,91f27e5e07f3b8c0f824bb476cac2169,100
c58d4f9a96be20887e4142731e5fb85b,"""p24"",""p13"",""p9"",""p12""", 151,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",1,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t12"",""p1"",""t5""", 10,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",2,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p14"",""t9"",""p18"",""t27""", 10,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",3,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t16"",""p20"",""t22""", 11,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",4,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p8"",""p10"",""p2"",""t20"",""t13""", 11,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",5,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t24"",""p6"",""p5"",""t15""", 19,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",6,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p15"",""t18"",""p7"",""t3""", 19,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",7,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p19""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",8,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t28""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",9,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j5""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",10,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p16""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",11,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t23""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",12,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j1""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",13,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p23"",""p22""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",14,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t19"",""t25""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",15,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j6"",""j2""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",16,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p25""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",17,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t10""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",18,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j4""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",19,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p17"",""p21""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",20,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t2"",""t4""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",21,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j8"",""j3""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",22,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""p3""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",23,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""t11""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",24,c58d4f9a96be20887e4142731e5fb85b,285
c58d4f9a96be20887e4142731e5fb85b,"""j7""", 3,"""p24"",""p13"",""p9"",""p12""],[""t12"",""p1"",""t5""],[""p14"",""t9"",""p18"",""t27""],[""t16"",""p20"",""t22""],[""p8"",""p10"",""p2"",""t20"",""t13""],[""t24"",""p6"",""p5"",""t15""],[""p15"",""t18"",""p7"",""t3""],[""p19""],[""t28""],[""j5""],[""p16""],[""t23""],[""j1""],[""p23"",""p22""],[""t19"",""t25""],[""j6"",""j2""],[""p25""],[""t10""],[""j4""],[""p17"",""p21""],[""t2"",""t4""],[""j8"",""j3""],[""p3""],[""t11""],[""j7""","151,10,10,11,11,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",25,c58d4f9a96be20887e4142731e5fb85b,285
cbfd0f7b2f0c9a88093862f041c72407,"""e34"",""e16"",""p19""", 10,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",1,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e1"",""j9"",""p10"",""e27""", 10,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p28"",""j11"",""j12"",""p20"",""e36""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p45""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4,cbfd0f7b2f0c9a88093862f041c72407,39
