tagid,single_chain,single_weight,chains_clean,weights_clean,ordinal_in_tag,tagid_1,sum_weight
cbfd0f7b2f0c9a88093862f041c72407,"""e5""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",5,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j1""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",6,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p18""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",7,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e19""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",8,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j2""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",9,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p17"",""p1""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",10,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e15"",""e20""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",11,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j3"",""j5""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",12,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p12""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",13,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e24""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",14,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j4""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",15,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p16"",""p14""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",16,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e2"",""e32""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",17,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j7"",""j6""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",18,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""p49""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",19,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""e11""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",20,cbfd0f7b2f0c9a88093862f041c72407,39
cbfd0f7b2f0c9a88093862f041c72407,"""j8""", 1,"""e34"",""e16"",""p19""],[""e1"",""j9"",""p10"",""e27""],[""p28"",""j11"",""j12"",""p20"",""e36""],[""p45""],[""e5""],[""j1""],[""p18""],[""e19""],[""j2""],[""p17"",""p1""],[""e15"",""e20""],[""j3"",""j5""],[""p12""],[""e24""],[""j4""],[""p16"",""p14""],[""e2"",""e32""],[""j7"",""j6""],[""p49""],[""e11""],[""j8""","10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",21,cbfd0f7b2f0c9a88093862f041c72407,39
cd78514b72055715be33a8812d38def6,"""p2"",""t34"",""p14"",""p3""", 9,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",1,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p21"",""t28"",""p19"",""t3""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",2,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t30"",""t31"",""t32"",""p22""", 10,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",3,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p20"",""t16"",""p13"",""t10""", 10,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",4,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p24"",""t15"",""t24"",""t22"",""t35""", 33,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",5,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p25"",""t6"",""t21"",""p16"",""p26""", 33,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",6,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t25"",""p9"",""t26"",""t13"",""t29""", 33,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",7,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p6""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",8,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t18""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",9,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p10""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",10,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t2""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",11,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p17"",""p15""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",12,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t27"",""t1""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",13,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p5""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",14,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t33""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",15,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p4"",""p12""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",16,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t4"",""t7""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",17,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""p7""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",18,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t8""", 8,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",19,cd78514b72055715be33a8812d38def6,241
cd78514b72055715be33a8812d38def6,"""t11"",""t17"",""p11"",""p18""", 9,"""p2"",""t34"",""p14"",""p3""],[""p21"",""t28"",""p19"",""t3""],[""t30"",""t31"",""t32"",""p22""],[""p20"",""t16"",""p13"",""t10""],[""p24"",""t15"",""t24"",""t22"",""t35""],[""p25"",""t6"",""t21"",""p16"",""p26""],[""t25"",""p9"",""t26"",""t13"",""t29""],[""p6""],[""t18""],[""p10""],[""t2""],[""p17"",""p15""],[""t27"",""t1""],[""p5""],[""t33""],[""p4"",""p12""],[""t4"",""t7""],[""p7""],[""t8""],[""t11"",""t17"",""p11"",""p18""","9,8,10,10,33,33,33,8,8,8,8,8,8,8,8,8,8,8,8,9",20,cd78514b72055715be33a8812d38def6,241
de5d1317b63528fa12454589a916b50c,"""t26"",""p7"",""t23""", 14,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",1,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t17"",""t18"",""t19"",""p16""", 176,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",2,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t16"",""t27"",""p19""", 26,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",3,de5d1317b63528fa12454589a916b50c,419
