0,0.75,0
0,1.15,0|0
0,0.75,0
0,1.35,0
0,1.5,0
0,1.35,0
0,1.35,0
0,1.35,0
0,0.65,204
0,1.35,0
0,0.95,0
0,0.95,0|0
0,0.95,0
0,1.75,0
3.8;1.63;1.16;0.59;0.2,1.35,200
0,1.75,0
0,1.35,0
3.03;1.33;1.32;1.18;1.06,1.75,200
0,1.35,0
0,1.35,0
0,1.35,0
0,0.95,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
1.12;0.67;0.6;0.47;0.37,1.5,200
0,1.5,0
0.27;0.16;0.03;0.02,0.65,200
0,1.35,0
0.8;0.3;0.02,1.35,200
0,1.35,0
2.8;1.8;1.16;1.15;1.03,1.35,200
0,1.35,0
0,1.5,0
0,1.75,0
0,0.85,0
0.88;0.02;0.01,0.85,200
0,1.35,0
0,1.75,0
0,1.5,0
0,0.85,0
0,1.35,0
0,1.15,0|0
0,1.35,0
0,1.35,0
7.62;2.47;0.74;0.72;0.19,1.35,200
0,0.95,0
2.66;2.4;1.2;0.28;0.08,1.5,200
1;0.56;0.43;0.2;0.12,1.35,200
0,1.35,0
0,1.35,0
0,1.45,0
0,0.95,0|0
2.16;0.64;0.4;0.28;0.27,1.75,200
0,0.95,0|0
0,0.95,0
0,1.35,0
0,1.35,0
0,0.55,0
0.8;0.64;0.36;0.35;0.2,1.35,200
0,1.35,0
0,0.95,0|0
1.6;0.05,1.35,200
0,1.35,204
0,1.35,204
0.01,1.35,200
0,0.85,0
0,0.95,0
0,0.55,0
1.84;1;0.87;0.6;0.44,0.55,200
0,0.65,204
0,0.95,0|0
0,1.35,0
0.04,1.35,200
0,1.35,0
0,1.35,0
0,0.55,0
0,1.35,0
1.98;1.85;1.24;0.75;0.32,1.45,200
0,1.35,0
0,1.35,0
0,1.5,0
0,1.35,0
4.32;0.8;0.62;0.43;0.36,1.35,200
0,1.35,0
0,1.75,0
0.83;0.61;0.28;0.26;0.1,1.35,200
1.53,0.65,200
0,0.95,0
0,0.65,0
0,1.5,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,0.75,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.5,0
0,0.65,0
22.38;3.76;2.8;2.4;1.76,1.35,200
0,1.35,0
0,1.45,0
0,1.35,0
0,1.35,0
0,0.6,0
0,1.5,0
0,1.35,0
1.2;0.77;0.76;0.43;0.32,1.35,200
0,1.5,0
0,1.35,0
0,1.35,0
0.32;0.02,0.95,200|200
0,0.85,0
0,1.35,0
0,1.35,0
0.05;0.01;0.01,1.35,200
0,0.85,0
0,1.35,0
0,1.35,0
0,0.55,0
2.71;2.02;0.9;0.63;0.57,0.95,200
0.15;0.02,0.95,200|200
2;0.86;0.8;0.8;0.73,1.35,200
0,0.85,0
1.15;1;0.09;0.07;0.02,1.35,200
1.29;1.2;0.53;0.33;0.28,1.35,200
0,1.35,0
0,0.75,0
0,1.15,0|0
0,1.35,0
0.6,1.35,200
1.16;0.91;0.68;0.43;0.36,1.5,200
0,1.35,0
0,0.75,0
0,1.35,0
0,0.85,0
0,1.5,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.15,0|0
0,1.45,0
0,0.55,204
0,1.45,0
2.96;0.8;0.71;0.61;0.52,1.35,200
0,1.35,0
1.67;0.85;0.66;0.6;0.52,0.55,200
0,0.95,0|0
1.89;0.36;0.04;0.01,1.35,200
0,1.35,0
0,1.35,0
0,1.35,0
0,1.5,0
0,0.55,0
0,1.35,0
1.6;1.04;0.5;0.45;0.32,1.15,200
0,1.45,0
0,1.35,0
0,0.75,0
0,1.75,0
0,1.75,0
0,1.35,0
0.93;0.64;0.2;0.2;0.12,0.55,200
0,1.35,0
0,1.35,0
0.77;0.43;0.3;0.12;0.07,1.35,200
2.52;1.32;1.2;0.96;0.33,1.35,200
0,1.35,0
0,1.35,0
0,0.85,204
0.36;0.27;0.04;0.03,1.45,200
0,1.5,0
0,1.35,0
0.08;0.01,0.6,200
0,1.35,0
0,1.35,0
0,1.75,0
0,1.35,0
0,1.35,0
2.07;0.14;0.02,1.35,200
0,0.6,0
0,1.35,0
0,0.75,0
0,0.6,0
0,1.75,0
0,0.75,0
3.64;3.6;1.6;1.55;0.92,1.35,200
0,1.35,0
0,1.35,0
2.63;2.24;2.03;2;0.92,1.45,200
0,1.75,0
6.4;2.28;1.54;1.12;0.93,1.15,200
0,1.35,0
0,1.35,0
0,0.6,0
0,1.35,0
0.07;0.01,0.6,200
1.83;0.68;0.07,0.95,200
0,1.35,0
0,0.95,0
0,0.95,0
0,1.15,0|0
0,1.35,0
0,1.35,0
0,1.45,0
0,1.35,0
0.93;0.9;0.63;0.23;0.2,1.35,200
0.45;0.15;0.04;0.04,1.35,200
0,1.35,0
0,1.35,0
0,1.5,0
0,1.35,0
0,1.35,0
1.4;1.02;0.99;0.8;0.34,1.35,200
0,0.85,0
0,1.35,0
0,1.45,0
0,1.35,0
0,1.35,0
0.8;0.64,1.35,200
0,1.35,0
0,1.35,0
14.8;9.52;3.4;1.27;0.99,1.75,200
0,0.55,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.15,0|0
0,1.35,0
0,1.35,0
3.4;2.4;1.48;0.68;0.38,1.35,200
0,0.6,0
0,0.6,0
0,1.35,0
0.02,1.35,200
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
13.32;2.96;2.4;1.81;0.65,0.55,200
0,1.35,0
0.34;0.18;0.08,1.35,200
0,1.35,0
0,1.45,0
0,1.35,0
1.6;1.37;0.83;0.8;0.72,1.35,200
0,1.35,0
0,1.35,0
0,1.35,0
0.04;0.02,1.35,200
0,1.35,0
0,0.55,0
0,1.35,0
0,1.45,0
0,1.45,0
0,1.35,0
0,1.35,0
0,0.95,0|0
0,1.35,0
0,1.35,0
0.48;0.43;0.28;0.04,1.35,200
2.03;0.72;0.36;0.24;0.2,1.35,200
32.79;1.56;1;0.18;0.1,1.35,200
0,1.35,0
0.49;0.43;0.32;0.23,1.35,200
0,1.5,0
0,0.95,0|0
0,0.55,0
0,1.35,0
0,0.65,0
0,1.15,0|0
0,1.35,0
0,1.35,0
0,1.15,0|0
0.85;0.04;0.02,1.35,200
0,0.65,0
1.4;1.4;1.3;0.83;0.78,1.35,200
0,1.35,0
0.08,1.35,200
0,1.35,0
0.43;0.05;0.05;0.01,1.35,200
0,1.75,0
0,1.35,0
0,1.45,0
0,1.35,0
0,1.35,0
0,1.35,0
0,0.65,0
0,0.6,0
0,1.35,0
11.09;0.54;0.27;0.06;0.04,1.35,200
1.84;0.98;0.64;0.36;0.28,1.35,200
0,0.55,0
0,1.35,0
0,0.95,0
0,1.35,0
0.73;0.5;0.01,1.35,200
0,1.5,0
0,1.35,0
0,1.35,0
0,1.35,0
0.84;0.2,1.35,200
0,0.95,0
1.56;1.54;1.33;1.04;0.81,1.35,200
2.4;1.02;0.8;0.54;0.38,1.15,200
0,0.55,0
0,0.95,0|0
0,1.35,0
0.73;0.68;0.12,1.45,200
0,1.15,0|0
3.4;1.51;1;0.64;0.43,1.5,200
0,1.35,0
0.84;0.2,1.35,200
0,1.35,0
0,1.35,0
0,1.75,0
0,0.65,0
0,0.6,0
0,1.35,0
14.31;7;4.28;0.75;0.72,1.15,200
0,1.35,0
0.01,0.95,200
1.06;0.8;0.08;0.02,0.95,200|200
0,1.35,0
5.85;1.68;1.36;0.6;0.43,1.75,200
1.58;0.12;0.07;0.04,1.35,200
0,1.15,0|0
2.16;1.12;0.6;0.52;0.49,1.35,200
0.93;0.32;0.2;0.07,1.35,200
0,0.6,0
0,0.55,0
0,1.35,0
0,0.6,0
3.13;0.8;0.75;0.72;0.61,1.35,200
2.68;0.04;0.02,0.95,200
0,0.95,0|0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.35,0
0,1.15,0|0
0,1.35,0
0,0.75,0
0.02,0.55,200
0,1.35,0
0,1.35,0
1.57;0.43;0.36;0.04,0.55,200
0,1.15,0|0
0,1.35,0
0,0.85,0
0,1.35,0
0,1.35,0
0,1.45,0
0,0.95,0
