0,0.6,0|0
0,0.6,204
0,0.2,0
0,0.4,204|204
0,1.1,0
0,0.6,204
0.01,0.6,200
0,1.4,204
0,0.6,0|0
0,1.4,0
0.07;0.03,0.8,200|200
1.76;1.44;1.28;1.03;0.4,0.8,200
0,0.6,0
0,0.4,0|0
0,0.6,0|0
0,0.6,0|0
0.64;0.33;0.06;0.01,1.1,200
0,0.6,0|0
0,1.4,0
0,1.4,0
0,0.8,200|204
0,0.6,0|0
0,1.4,0
0,1.4,0
1.2;0.9;0.02,0.8,200
0,1.4,0
0,1.4,0
0.32,0.2,200
0,0.6,0|0
0,1.4,204
0,1.1,0
0.02,0.8,200|200
0,0.2,0
0,0.2,0
0,0.4,0|0
0.06,0.6,200|200
0,0.8,0|0
0,0.2,204
0,1.1,0
0,0.8,0|0
0,0.6,200|204
0.08,1.1,200
0,1.1,0
0,0.6,0
0,1.4,0
0,0.4,0|0
0.01,0.2,200
0,0.6,0
0,0.6,0|0
0,0.6,0
0,1.1,0
0,0.6,0
2.4;1.29;0.04,0.2,200
0.02,0.6,200
0.34;0.22;0.09;0.03,1.4,200
0,1.4,204
0,1.4,0
0,1.4,0
0,0.6,204|204
0.61;0.02,0.6,200
0,0.6,0
0,0.2,0
0,0.6,204
0,0.2,0
0,0.8,0|0
0,0.6,0|0
0,0.2,204
0,0.6,0|0
0,0.8,0|0
0,0.6,0|0
0,1.1,0
0,0.6,0
0.05;0.03;0.01,1.4,200
0,0.6,0
0.02,1.1,200
0,0.6,0|0
0,0.6,0
0,0.2,0
0,0.8,0|0
0,1.4,204
0,0.4,0|0
0,0.2,204
0,0.6,0
0,1.1,0
0,0.6,0
0,0.6,0
0,0.6,0
0,0.6,0
0,0.2,204
0,1.1,0
0.4,0.2,200
0,1.1,0
0,0.6,0|0
0,1.1,0
0,1.4,0
0,1.4,0
0,0.6,0
0,0.8,0|0
0,0.8,0|0
0,0.6,0|0
0,0.6,0|0
0,0.6,0|0
0,0.6,0|0
0,0.6,0|0
0,1.4,0
0,1.4,204
0,0.6,0|0
0.08,0.6,200
0.09;0.03,0.6,200
0,0.8,0|0
0,0.2,0
0.36,0.8,200|200
0,0.6,200|204
0,1.4,0
0,0.8,0|0
0,0.8,0|0
0,1.1,0
0,0.4,0|0
0.01,0.6,200|200
0,0.6,0
0,0.6,0|0
0,1.4,0
0,0.6,0
0,1.4,0
0,0.8,0|0
0,0.8,0|0
0,0.6,0
0,0.6,0
0,0.6,0
0,1.4,0
0.02,0.8,200|200
0,0.4,204|204
0,0.2,0
0,0.8,0|0
0,1.1,0
0,0.6,0
0,0.6,0|0
0,0.2,0
0,0.6,0
0,0.6,0
0,1.1,0
0,1.4,0
0.12,0.6,200|200
0,0.6,0
0,0.8,204|204
0.52;0.02;0.02,0.6,200
0,0.6,0
0,0.4,0|0
0,1.1,0
0,0.6,0|0
0,1.1,0
0,0.2,0
0.01,1.1,200
0,0.6,0
0,1.4,0
0,1.1,0
0,0.2,204
0,0.6,0|0
0,0.8,0|0
