placement_id,rs_date,rs_served,rs_imps_no_h,rs_imps_with_h,placement_id_1,date,impressions,served
00e4e0887f8ab768288978079195c09e,2016-02-10 00:00:00.0,36873,82541,84300,,,,
00e4e0887f8ab768288978079195c09e,2016-02-11 00:00:00.0,35870,75932,77466,00e4e0887f8ab768288978079195c09e,2016-02-11 00:00:00.0,86100,37830
00e4e0887f8ab768288978079195c09e,2016-02-12 00:00:00.0,28825,62462,63743,00e4e0887f8ab768288978079195c09e,2016-02-12 00:00:00.0,81362,34986
00e4e0887f8ab768288978079195c09e,2016-02-13 00:00:00.0,22572,57026,58413,00e4e0887f8ab768288978079195c09e,2016-02-13 00:00:00.0,59849,21782
00e4e0887f8ab768288978079195c09e,2016-02-14 00:00:00.0,28157,51705,53212,00e4e0887f8ab768288978079195c09e,2016-02-14 00:00:00.0,54340,17928
00e4e0887f8ab768288978079195c09e,2016-02-15 00:00:00.0,43300,73411,75013,00e4e0887f8ab768288978079195c09e,2016-02-15 00:00:00.0,78663,34492
00e4e0887f8ab768288978079195c09e,2016-02-16 00:00:00.0,44609,75512,77259,00e4e0887f8ab768288978079195c09e,2016-02-16 00:00:00.0,78817,35869
00e4e0887f8ab768288978079195c09e,2016-02-17 00:00:00.0,34609,71695,73816,00e4e0887f8ab768288978079195c09e,2016-02-17 00:00:00.0,75461,34270
00e4e0887f8ab768288978079195c09e,2016-02-18 00:00:00.0,38118,70882,72463,00e4e0887f8ab768288978079195c09e,2016-02-18 00:00:00.0,74857,36382
00e4e0887f8ab768288978079195c09e,2016-02-19 00:00:00.0,30397,55375,56656,00e4e0887f8ab768288978079195c09e,2016-02-19 00:00:00.0,67205,35058
00e4e0887f8ab768288978079195c09e,2016-02-20 00:00:00.0,21878,44242,45348,00e4e0887f8ab768288978079195c09e,2016-02-20 00:00:00.0,47677,22421
00e4e0887f8ab768288978079195c09e,2016-02-21 00:00:00.0,21282,43452,44468,00e4e0887f8ab768288978079195c09e,2016-02-21 00:00:00.0,45834,20994
00e4e0887f8ab768288978079195c09e,2016-02-22 00:00:00.0,42682,74138,75467,00e4e0887f8ab768288978079195c09e,2016-02-22 00:00:00.0,84096,38461
00e4e0887f8ab768288978079195c09e,2016-02-23 00:00:00.0,43520,75216,76845,00e4e0887f8ab768288978079195c09e,2016-02-23 00:00:00.0,80997,39336
00e4e0887f8ab768288978079195c09e,2016-02-24 00:00:00.0,47255,83708,85161,00e4e0887f8ab768288978079195c09e,2016-02-24 00:00:00.0,86678,42589
00e4e0887f8ab768288978079195c09e,2016-02-25 00:00:00.0,48520,86215,87724,00e4e0887f8ab768288978079195c09e,2016-02-25 00:00:00.0,89230,43069
00e4e0887f8ab768288978079195c09e,2016-02-26 00:00:00.0,48023,84449,85859,00e4e0887f8ab768288978079195c09e,2016-02-26 00:00:00.0,87935,42864
00e4e0887f8ab768288978079195c09e,2016-02-27 00:00:00.0,32037,62209,63211,00e4e0887f8ab768288978079195c09e,2016-02-27 00:00:00.0,65211,29486
00e4e0887f8ab768288978079195c09e,2016-02-28 00:00:00.0,32840,64625,65699,00e4e0887f8ab768288978079195c09e,2016-02-28 00:00:00.0,67185,28574
00e4e0887f8ab768288978079195c09e,2016-02-29 00:00:00.0,47572,84373,85873,00e4e0887f8ab768288978079195c09e,2016-02-29 00:00:00.0,96480,42302
00e4e0887f8ab768288978079195c09e,2016-03-01 00:00:00.0,48729,94992,98248,00e4e0887f8ab768288978079195c09e,2016-03-01 00:00:00.0,107847,43644
00e4e0887f8ab768288978079195c09e,2016-03-02 00:00:00.0,35497,66933,68265,00e4e0887f8ab768288978079195c09e,2016-03-02 00:00:00.0,95716,47167
00e4e0887f8ab768288978079195c09e,2016-03-03 00:00:00.0,1797,3473,3517,,,,
023e3f16c34df641cc4d569f6f73ad43,2016-02-10 00:00:00.0,691,1177,2069,,,,
023e3f16c34df641cc4d569f6f73ad43,2016-02-11 00:00:00.0,1986,3425,7505,023e3f16c34df641cc4d569f6f73ad43,2016-02-11 00:00:00.0,8155,1096
023e3f16c34df641cc4d569f6f73ad43,2016-02-12 00:00:00.0,1748,2921,5767,023e3f16c34df641cc4d569f6f73ad43,2016-02-12 00:00:00.0,7623,1534
023e3f16c34df641cc4d569f6f73ad43,2016-02-13 00:00:00.0,2084,3217,7175,023e3f16c34df641cc4d569f6f73ad43,2016-02-13 00:00:00.0,7348,1307
023e3f16c34df641cc4d569f6f73ad43,2016-02-14 00:00:00.0,1459,2457,6882,023e3f16c34df641cc4d569f6f73ad43,2016-02-14 00:00:00.0,7013,917
023e3f16c34df641cc4d569f6f73ad43,2016-02-15 00:00:00.0,1706,2672,6476,023e3f16c34df641cc4d569f6f73ad43,2016-02-15 00:00:00.0,6571,1210
023e3f16c34df641cc4d569f6f73ad43,2016-03-01 00:00:00.0,575,2060,3413,023e3f16c34df641cc4d569f6f73ad43,2016-03-01 00:00:00.0,4319,394
023e3f16c34df641cc4d569f6f73ad43,2016-03-02 00:00:00.0,1538,3229,4731,023e3f16c34df641cc4d569f6f73ad43,2016-03-02 00:00:00.0,6608,1368
023e3f16c34df641cc4d569f6f73ad43,2016-03-03 00:00:00.0,110,220,280,,,,
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-10 00:00:00.0,31015,157078,160167,,,,
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-11 00:00:00.0,32019,113236,115830,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-11 00:00:00.0,132525,35195
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-12 00:00:00.0,15115,43047,44152,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-12 00:00:00.0,55611,18472
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-13 00:00:00.0,13898,53609,54679,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-13 00:00:00.0,56535,15729
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-14 00:00:00.0,18717,70548,71463,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-14 00:00:00.0,74071,17983
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-15 00:00:00.0,24459,107165,109689,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-15 00:00:00.0,118078,26655
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-16 00:00:00.0,27471,106481,108843,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-16 00:00:00.0,112643,31718
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-17 00:00:00.0,33652,125526,131612,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-17 00:00:00.0,136876,35463
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-18 00:00:00.0,37037,150808,153731,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-18 00:00:00.0,160309,40504
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-19 00:00:00.0,19296,56555,57861,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-19 00:00:00.0,69551,22348
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-20 00:00:00.0,8200,23667,24016,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-20 00:00:00.0,25035,8442
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-21 00:00:00.0,17115,55541,56271,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-21 00:00:00.0,59509,17773
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-22 00:00:00.0,18782,67268,68585,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-22 00:00:00.0,79713,19598
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-23 00:00:00.0,18331,58259,59934,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-23 00:00:00.0,65292,18521
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-24 00:00:00.0,18252,68894,70692,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-24 00:00:00.0,72443,19023
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-25 00:00:00.0,17607,64005,65987,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-25 00:00:00.0,67813,16655
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-26 00:00:00.0,21888,61185,62882,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-26 00:00:00.0,64351,22533
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-27 00:00:00.0,23924,64084,65896,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-27 00:00:00.0,68721,24436
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-28 00:00:00.0,23223,63771,65110,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-28 00:00:00.0,67223,23309
03cdd5ec8a30108d4a9538cf90e29e16,2016-02-29 00:00:00.0,24234,71072,72814,03cdd5ec8a30108d4a9538cf90e29e16,2016-02-29 00:00:00.0,87827,25353
03cdd5ec8a30108d4a9538cf90e29e16,2016-03-01 00:00:00.0,24894,84194,89887,03cdd5ec8a30108d4a9538cf90e29e16,2016-03-01 00:00:00.0,102909,25316
03cdd5ec8a30108d4a9538cf90e29e16,2016-03-02 00:00:00.0,20591,59137,60941,03cdd5ec8a30108d4a9538cf90e29e16,2016-03-02 00:00:00.0,88138,28721
03cdd5ec8a30108d4a9538cf90e29e16,2016-03-03 00:00:00.0,130,350,358,,,,
03de118fabd341dcf7ac52b05310fb37,2016-02-10 00:00:00.0,7029,23147,24047,,,,
03de118fabd341dcf7ac52b05310fb37,2016-02-11 00:00:00.0,6428,19361,20189,03de118fabd341dcf7ac52b05310fb37,2016-02-11 00:00:00.0,35914,9491
03de118fabd341dcf7ac52b05310fb37,2016-02-12 00:00:00.0,5041,14313,15129,03de118fabd341dcf7ac52b05310fb37,2016-02-12 00:00:00.0,33950,9683
03de118fabd341dcf7ac52b05310fb37,2016-02-13 00:00:00.0,7708,22045,23232,03de118fabd341dcf7ac52b05310fb37,2016-02-13 00:00:00.0,37290,7451
03de118fabd341dcf7ac52b05310fb37,2016-02-14 00:00:00.0,8781,24157,25245,03de118fabd341dcf7ac52b05310fb37,2016-02-14 00:00:00.0,37932,9010
03de118fabd341dcf7ac52b05310fb37,2016-02-15 00:00:00.0,8921,23947,25183,03de118fabd341dcf7ac52b05310fb37,2016-02-15 00:00:00.0,39905,8884
03de118fabd341dcf7ac52b05310fb37,2016-02-16 00:00:00.0,6614,17872,18803,03de118fabd341dcf7ac52b05310fb37,2016-02-16 00:00:00.0,29379,6920
03de118fabd341dcf7ac52b05310fb37,2016-02-17 00:00:00.0,8941,24034,25238,03de118fabd341dcf7ac52b05310fb37,2016-02-17 00:00:00.0,37255,8379
03de118fabd341dcf7ac52b05310fb37,2016-02-18 00:00:00.0,6164,16354,17346,03de118fabd341dcf7ac52b05310fb37,2016-02-18 00:00:00.0,22473,5226
03de118fabd341dcf7ac52b05310fb37,2016-02-19 00:00:00.0,6110,15542,16433,03de118fabd341dcf7ac52b05310fb37,2016-02-19 00:00:00.0,22225,5215
03de118fabd341dcf7ac52b05310fb37,2016-02-20 00:00:00.0,7394,20094,21093,03de118fabd341dcf7ac52b05310fb37,2016-02-20 00:00:00.0,26812,5463
03de118fabd341dcf7ac52b05310fb37,2016-02-21 00:00:00.0,6540,17485,18430,03de118fabd341dcf7ac52b05310fb37,2016-02-21 00:00:00.0,24281,5461
03de118fabd341dcf7ac52b05310fb37,2016-02-22 00:00:00.0,7572,19909,20748,03de118fabd341dcf7ac52b05310fb37,2016-02-22 00:00:00.0,28325,7072
03de118fabd341dcf7ac52b05310fb37,2016-02-23 00:00:00.0,6932,18091,19133,03de118fabd341dcf7ac52b05310fb37,2016-02-23 00:00:00.0,24885,5436
03de118fabd341dcf7ac52b05310fb37,2016-02-24 00:00:00.0,6997,18308,19154,03de118fabd341dcf7ac52b05310fb37,2016-02-24 00:00:00.0,23862,5971
03de118fabd341dcf7ac52b05310fb37,2016-02-25 00:00:00.0,7174,18233,19116,03de118fabd341dcf7ac52b05310fb37,2016-02-25 00:00:00.0,23849,5894
03de118fabd341dcf7ac52b05310fb37,2016-02-26 00:00:00.0,6827,17232,18223,03de118fabd341dcf7ac52b05310fb37,2016-02-26 00:00:00.0,22801,5799
03de118fabd341dcf7ac52b05310fb37,2016-02-27 00:00:00.0,5404,12996,13764,03de118fabd341dcf7ac52b05310fb37,2016-02-27 00:00:00.0,17474,4501
03de118fabd341dcf7ac52b05310fb37,2016-02-28 00:00:00.0,7266,17984,18846,03de118fabd341dcf7ac52b05310fb37,2016-02-28 00:00:00.0,23335,5103
03de118fabd341dcf7ac52b05310fb37,2016-02-29 00:00:00.0,6396,17374,18173,03de118fabd341dcf7ac52b05310fb37,2016-02-29 00:00:00.0,25486,6363
03de118fabd341dcf7ac52b05310fb37,2016-03-01 00:00:00.0,6013,15359,15888,03de118fabd341dcf7ac52b05310fb37,2016-03-01 00:00:00.0,21570,5693
03de118fabd341dcf7ac52b05310fb37,2016-03-02 00:00:00.0,5946,15889,16412,03de118fabd341dcf7ac52b05310fb37,2016-03-02 00:00:00.0,28485,7723
03de118fabd341dcf7ac52b05310fb37,2016-03-03 00:00:00.0,295,877,929,,,,
03f47f4101cdce9694a1fb5f542af27e,2016-02-10 00:00:00.0,31629,401445,413721,,,,
03f47f4101cdce9694a1fb5f542af27e,2016-02-11 00:00:00.0,19044,213057,218697,03f47f4101cdce9694a1fb5f542af27e,2016-02-11 00:00:00.0,226613,20022
03f47f4101cdce9694a1fb5f542af27e,2016-02-12 00:00:00.0,24263,337873,351391,03f47f4101cdce9694a1fb5f542af27e,2016-02-12 00:00:00.0,460754,50361
03f47f4101cdce9694a1fb5f542af27e,2016-02-13 00:00:00.0,36849,338282,348476,03f47f4101cdce9694a1fb5f542af27e,2016-02-13 00:00:00.0,351281,80420
03f47f4101cdce9694a1fb5f542af27e,2016-02-14 00:00:00.0,28478,478247,488784,03f47f4101cdce9694a1fb5f542af27e,2016-02-14 00:00:00.0,490242,29392
03f47f4101cdce9694a1fb5f542af27e,2016-02-15 00:00:00.0,40044,633753,646381,03f47f4101cdce9694a1fb5f542af27e,2016-02-15 00:00:00.0,651194,40807
03f47f4101cdce9694a1fb5f542af27e,2016-02-16 00:00:00.0,28691,608940,619444,03f47f4101cdce9694a1fb5f542af27e,2016-02-16 00:00:00.0,622370,29230
03f47f4101cdce9694a1fb5f542af27e,2016-02-17 00:00:00.0,11006,240752,252581,03f47f4101cdce9694a1fb5f542af27e,2016-02-17 00:00:00.0,259990,11754
03f47f4101cdce9694a1fb5f542af27e,2016-02-18 00:00:00.0,36628,733963,757484,03f47f4101cdce9694a1fb5f542af27e,2016-02-18 00:00:00.0,770661,38028
03f47f4101cdce9694a1fb5f542af27e,2016-02-19 00:00:00.0,13939,458099,473278,03f47f4101cdce9694a1fb5f542af27e,2016-02-19 00:00:00.0,621622,17632
03f47f4101cdce9694a1fb5f542af27e,2016-02-20 00:00:00.0,15785,570585,591142,03f47f4101cdce9694a1fb5f542af27e,2016-02-20 00:00:00.0,605503,16564
03f47f4101cdce9694a1fb5f542af27e,2016-02-21 00:00:00.0,12940,603815,622898,03f47f4101cdce9694a1fb5f542af27e,2016-02-21 00:00:00.0,634139,12993
03f47f4101cdce9694a1fb5f542af27e,2016-02-22 00:00:00.0,13550,484784,501708,03f47f4101cdce9694a1fb5f542af27e,2016-02-22 00:00:00.0,577029,14021
03f47f4101cdce9694a1fb5f542af27e,2016-02-23 00:00:00.0,34567,531592,546741,03f47f4101cdce9694a1fb5f542af27e,2016-02-23 00:00:00.0,565737,35359
03f47f4101cdce9694a1fb5f542af27e,2016-02-24 00:00:00.0,34568,506402,513773,03f47f4101cdce9694a1fb5f542af27e,2016-02-24 00:00:00.0,515343,35384
03f47f4101cdce9694a1fb5f542af27e,2016-02-25 00:00:00.0,21655,472236,482549,03f47f4101cdce9694a1fb5f542af27e,2016-02-25 00:00:00.0,483845,22353
03f47f4101cdce9694a1fb5f542af27e,2016-02-26 00:00:00.0,14607,290967,299782,03f47f4101cdce9694a1fb5f542af27e,2016-02-26 00:00:00.0,304834,15468
03f47f4101cdce9694a1fb5f542af27e,2016-02-27 00:00:00.0,34892,778472,801117,03f47f4101cdce9694a1fb5f542af27e,2016-02-27 00:00:00.0,808432,35956
03f47f4101cdce9694a1fb5f542af27e,2016-02-28 00:00:00.0,26483,541269,558709,03f47f4101cdce9694a1fb5f542af27e,2016-02-28 00:00:00.0,562389,26749
03f47f4101cdce9694a1fb5f542af27e,2016-02-29 00:00:00.0,17858,512408,529247,03f47f4101cdce9694a1fb5f542af27e,2016-02-29 00:00:00.0,593288,18168
03f47f4101cdce9694a1fb5f542af27e,2016-03-01 00:00:00.0,3179,65609,408332,03f47f4101cdce9694a1fb5f542af27e,2016-03-01 00:00:00.0,511834,3673
03f47f4101cdce9694a1fb5f542af27e,2016-03-02 00:00:00.0,7988,222663,278925,03f47f4101cdce9694a1fb5f542af27e,2016-03-02 00:00:00.0,386488,11085
03f47f4101cdce9694a1fb5f542af27e,2016-03-03 00:00:00.0,4907,98261,101359,,,,
040a75801c9d1255c43ebb5883937eb2,2016-02-10 00:00:00.0,462,6803,6886,,,,
040a75801c9d1255c43ebb5883937eb2,2016-02-11 00:00:00.0,645,7346,7397,040a75801c9d1255c43ebb5883937eb2,2016-02-11 00:00:00.0,8289,544
040a75801c9d1255c43ebb5883937eb2,2016-02-12 00:00:00.0,385,5492,5530,040a75801c9d1255c43ebb5883937eb2,2016-02-12 00:00:00.0,8271,599
040a75801c9d1255c43ebb5883937eb2,2016-02-13 00:00:00.0,359,5904,5969,040a75801c9d1255c43ebb5883937eb2,2016-02-13 00:00:00.0,6761,508
040a75801c9d1255c43ebb5883937eb2,2016-02-14 00:00:00.0,300,4343,4397,040a75801c9d1255c43ebb5883937eb2,2016-02-14 00:00:00.0,6655,377
040a75801c9d1255c43ebb5883937eb2,2016-02-15 00:00:00.0,398,5524,5578,040a75801c9d1255c43ebb5883937eb2,2016-02-15 00:00:00.0,5811,341
040a75801c9d1255c43ebb5883937eb2,2016-02-16 00:00:00.0,424,6857,6925,040a75801c9d1255c43ebb5883937eb2,2016-02-16 00:00:00.0,6974,454
040a75801c9d1255c43ebb5883937eb2,2016-02-17 00:00:00.0,851,13704,13789,040a75801c9d1255c43ebb5883937eb2,2016-02-17 00:00:00.0,14082,721
040a75801c9d1255c43ebb5883937eb2,2016-02-18 00:00:00.0,1183,15958,16075,040a75801c9d1255c43ebb5883937eb2,2016-02-18 00:00:00.0,18617,1415
040a75801c9d1255c43ebb5883937eb2,2016-02-19 00:00:00.0,723,8890,8954,040a75801c9d1255c43ebb5883937eb2,2016-02-19 00:00:00.0,13002,1020
040a75801c9d1255c43ebb5883937eb2,2016-02-20 00:00:00.0,970,10490,10563,040a75801c9d1255c43ebb5883937eb2,2016-02-20 00:00:00.0,10874,1060
040a75801c9d1255c43ebb5883937eb2,2016-02-21 00:00:00.0,920,11697,11776,040a75801c9d1255c43ebb5883937eb2,2016-02-21 00:00:00.0,13093,1138
040a75801c9d1255c43ebb5883937eb2,2016-02-22 00:00:00.0,957,11026,11097,040a75801c9d1255c43ebb5883937eb2,2016-02-22 00:00:00.0,13539,868
040a75801c9d1255c43ebb5883937eb2,2016-02-23 00:00:00.0,1028,12101,12196,040a75801c9d1255c43ebb5883937eb2,2016-02-23 00:00:00.0,12703,926
040a75801c9d1255c43ebb5883937eb2,2016-02-24 00:00:00.0,1178,14725,14827,040a75801c9d1255c43ebb5883937eb2,2016-02-24 00:00:00.0,14953,1160
040a75801c9d1255c43ebb5883937eb2,2016-02-25 00:00:00.0,1307,13078,13170,040a75801c9d1255c43ebb5883937eb2,2016-02-25 00:00:00.0,14718,1304
040a75801c9d1255c43ebb5883937eb2,2016-02-26 00:00:00.0,1107,12955,13058,040a75801c9d1255c43ebb5883937eb2,2016-02-26 00:00:00.0,13274,976
040a75801c9d1255c43ebb5883937eb2,2016-02-27 00:00:00.0,1519,16424,16530,040a75801c9d1255c43ebb5883937eb2,2016-02-27 00:00:00.0,16930,1456
040a75801c9d1255c43ebb5883937eb2,2016-02-28 00:00:00.0,1385,15508,15604,040a75801c9d1255c43ebb5883937eb2,2016-02-28 00:00:00.0,15820,1394
040a75801c9d1255c43ebb5883937eb2,2016-02-29 00:00:00.0,1104,13437,13514,040a75801c9d1255c43ebb5883937eb2,2016-02-29 00:00:00.0,16362,1098
040a75801c9d1255c43ebb5883937eb2,2016-03-01 00:00:00.0,947,14134,14217,040a75801c9d1255c43ebb5883937eb2,2016-03-01 00:00:00.0,17078,987
040a75801c9d1255c43ebb5883937eb2,2016-03-02 00:00:00.0,851,11322,11392,040a75801c9d1255c43ebb5883937eb2,2016-03-02 00:00:00.0,16223,766
040a75801c9d1255c43ebb5883937eb2,2016-03-03 00:00:00.0,47,540,542,,,,
041c677ef944cc6862337eb1b279495f,2016-02-10 00:00:00.0,24605,93846,95429,,,,
041c677ef944cc6862337eb1b279495f,2016-02-11 00:00:00.0,21506,77541,78988,041c677ef944cc6862337eb1b279495f,2016-02-11 00:00:00.0,90209,24158
041c677ef944cc6862337eb1b279495f,2016-02-12 00:00:00.0,11773,37853,38455,041c677ef944cc6862337eb1b279495f,2016-02-12 00:00:00.0,49395,15582
041c677ef944cc6862337eb1b279495f,2016-02-13 00:00:00.0,12471,50021,50760,041c677ef944cc6862337eb1b279495f,2016-02-13 00:00:00.0,52608,14016
041c677ef944cc6862337eb1b279495f,2016-02-14 00:00:00.0,14318,59539,60464,041c677ef944cc6862337eb1b279495f,2016-02-14 00:00:00.0,62628,14757
041c677ef944cc6862337eb1b279495f,2016-02-15 00:00:00.0,21173,92375,94212,041c677ef944cc6862337eb1b279495f,2016-02-15 00:00:00.0,100753,23806
041c677ef944cc6862337eb1b279495f,2016-02-16 00:00:00.0,18483,102073,104001,041c677ef944cc6862337eb1b279495f,2016-02-16 00:00:00.0,108115,21496
041c677ef944cc6862337eb1b279495f,2016-02-17 00:00:00.0,16704,90235,91679,041c677ef944cc6862337eb1b279495f,2016-02-17 00:00:00.0,95679,19209
041c677ef944cc6862337eb1b279495f,2016-02-18 00:00:00.0,13072,61595,62808,041c677ef944cc6862337eb1b279495f,2016-02-18 00:00:00.0,65681,13889
041c677ef944cc6862337eb1b279495f,2016-02-19 00:00:00.0,15702,58203,59399,041c677ef944cc6862337eb1b279495f,2016-02-19 00:00:00.0,74046,20859
041c677ef944cc6862337eb1b279495f,2016-02-20 00:00:00.0,10328,36993,37684,041c677ef944cc6862337eb1b279495f,2016-02-20 00:00:00.0,39316,11578
041c677ef944cc6862337eb1b279495f,2016-02-21 00:00:00.0,15016,54983,55942,041c677ef944cc6862337eb1b279495f,2016-02-21 00:00:00.0,58840,16901
041c677ef944cc6862337eb1b279495f,2016-02-22 00:00:00.0,13119,55794,56860,041c677ef944cc6862337eb1b279495f,2016-02-22 00:00:00.0,66440,14965
041c677ef944cc6862337eb1b279495f,2016-02-23 00:00:00.0,11842,47590,48687,041c677ef944cc6862337eb1b279495f,2016-02-23 00:00:00.0,52902,13234
041c677ef944cc6862337eb1b279495f,2016-02-24 00:00:00.0,18367,71758,73131,041c677ef944cc6862337eb1b279495f,2016-02-24 00:00:00.0,75510,20747
041c677ef944cc6862337eb1b279495f,2016-02-25 00:00:00.0,14111,58146,59447,041c677ef944cc6862337eb1b279495f,2016-02-25 00:00:00.0,61411,14779
041c677ef944cc6862337eb1b279495f,2016-02-26 00:00:00.0,9832,36277,36937,041c677ef944cc6862337eb1b279495f,2016-02-26 00:00:00.0,38214,11053
041c677ef944cc6862337eb1b279495f,2016-02-27 00:00:00.0,14546,49823,50576,041c677ef944cc6862337eb1b279495f,2016-02-27 00:00:00.0,52942,15989
041c677ef944cc6862337eb1b279495f,2016-02-28 00:00:00.0,14877,53653,54455,041c677ef944cc6862337eb1b279495f,2016-02-28 00:00:00.0,56495,16068
041c677ef944cc6862337eb1b279495f,2016-02-29 00:00:00.0,13644,52375,53281,041c677ef944cc6862337eb1b279495f,2016-02-29 00:00:00.0,64965,15170
041c677ef944cc6862337eb1b279495f,2016-03-01 00:00:00.0,10417,64678,68775,041c677ef944cc6862337eb1b279495f,2016-03-01 00:00:00.0,82341,13016
041c677ef944cc6862337eb1b279495f,2016-03-02 00:00:00.0,17175,68564,70686,041c677ef944cc6862337eb1b279495f,2016-03-02 00:00:00.0,101995,23745
041c677ef944cc6862337eb1b279495f,2016-03-03 00:00:00.0,81,274,274,,,,
044acab7cbca4e3621de6c4492bfdc8c,2016-02-10 00:00:00.0,49901,208606,210537,,,,
044acab7cbca4e3621de6c4492bfdc8c,2016-02-11 00:00:00.0,52075,219045,221482,044acab7cbca4e3621de6c4492bfdc8c,2016-02-11 00:00:00.0,252211,17005
044acab7cbca4e3621de6c4492bfdc8c,2016-02-12 00:00:00.0,58236,230548,232061,044acab7cbca4e3621de6c4492bfdc8c,2016-02-12 00:00:00.0,304252,28854
044acab7cbca4e3621de6c4492bfdc8c,2016-02-13 00:00:00.0,53213,145685,146164,044acab7cbca4e3621de6c4492bfdc8c,2016-02-13 00:00:00.0,187959,22887
044acab7cbca4e3621de6c4492bfdc8c,2016-02-14 00:00:00.0,60227,160845,161368,044acab7cbca4e3621de6c4492bfdc8c,2016-02-14 00:00:00.0,164431,23946
044acab7cbca4e3621de6c4492bfdc8c,2016-02-15 00:00:00.0,79704,211742,212338,044acab7cbca4e3621de6c4492bfdc8c,2016-02-15 00:00:00.0,223079,36595
044acab7cbca4e3621de6c4492bfdc8c,2016-02-16 00:00:00.0,93658,234413,235216,044acab7cbca4e3621de6c4492bfdc8c,2016-02-16 00:00:00.0,240536,51989
044acab7cbca4e3621de6c4492bfdc8c,2016-02-17 00:00:00.0,99945,248345,251192,044acab7cbca4e3621de6c4492bfdc8c,2016-02-17 00:00:00.0,258370,50886
044acab7cbca4e3621de6c4492bfdc8c,2016-02-18 00:00:00.0,93431,225755,226347,044acab7cbca4e3621de6c4492bfdc8c,2016-02-18 00:00:00.0,234659,52161
044acab7cbca4e3621de6c4492bfdc8c,2016-02-19 00:00:00.0,86268,206329,207130,044acab7cbca4e3621de6c4492bfdc8c,2016-02-19 00:00:00.0,249124,58697
044acab7cbca4e3621de6c4492bfdc8c,2016-02-20 00:00:00.0,98796,253668,254522,044acab7cbca4e3621de6c4492bfdc8c,2016-02-20 00:00:00.0,265258,50620
044acab7cbca4e3621de6c4492bfdc8c,2016-02-21 00:00:00.0,104743,298557,299394,044acab7cbca4e3621de6c4492bfdc8c,2016-02-21 00:00:00.0,314051,41236
044acab7cbca4e3621de6c4492bfdc8c,2016-02-22 00:00:00.0,96995,251355,252275,044acab7cbca4e3621de6c4492bfdc8c,2016-02-22 00:00:00.0,323343,49441
044acab7cbca4e3621de6c4492bfdc8c,2016-02-23 00:00:00.0,133032,316737,317802,044acab7cbca4e3621de6c4492bfdc8c,2016-02-23 00:00:00.0,340819,45715
044acab7cbca4e3621de6c4492bfdc8c,2016-02-24 00:00:00.0,82924,194226,194932,044acab7cbca4e3621de6c4492bfdc8c,2016-02-24 00:00:00.0,199311,46373
044acab7cbca4e3621de6c4492bfdc8c,2016-02-25 00:00:00.0,11162,24343,24444,044acab7cbca4e3621de6c4492bfdc8c,2016-02-25 00:00:00.0,28178,9866
044acab7cbca4e3621de6c4492bfdc8c,2016-02-26 00:00:00.0,118,224,234,044acab7cbca4e3621de6c4492bfdc8c,2016-02-26 00:00:00.0,248,18
044acab7cbca4e3621de6c4492bfdc8c,2016-02-27 00:00:00.0,121,239,252,044acab7cbca4e3621de6c4492bfdc8c,2016-02-27 00:00:00.0,261,17
044acab7cbca4e3621de6c4492bfdc8c,2016-02-28 00:00:00.0,146,300,308,044acab7cbca4e3621de6c4492bfdc8c,2016-02-28 00:00:00.0,332,10
