code	Placement Id	Actual Data Date	Chain	Impressions	Served	Measured Quantity	Actual	Predicted	Discrepancy
8e367f34e0c5c20b616426aa330c279542196p7=0.45:p6=0.25	8e367f34e0c5c20b616426aa330c2795	11/07/15	p7=0.45:p6=0.25	2785	250	Fill	0.090	0.141	0.22
8e367f34e0c5c20b616426aa330c279542194p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	09/07/15	p8=0.45:p4=0.45	2812	203	Fill	0.072	0.117	0.22
8e367f34e0c5c20b616426aa330c279542195p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	10/07/15	p8=0.45:p4=0.45	2749	93	Fill	0.034	0.114	0.22
8e367f34e0c5c20b616426aa330c279542196p8=0.45:p4=0.45	8e367f34e0c5c20b616426aa330c2795	11/07/15	p8=0.45:p4=0.45	2764	193	Fill	0.070	0.109	0.22
8e367f34e0c5c20b616426aa330c279542194t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	09/07/15	t11=0.2:t12=0.15:p10=0.1	2516	800	Fill	0.318	0.355	0.27
8e367f34e0c5c20b616426aa330c279542195t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	10/07/15	t11=0.2:t12=0.15:p10=0.1	3075	858	Fill	0.279	0.355	0.27
8e367f34e0c5c20b616426aa330c279542196t11=0.2:t12=0.15:p10=0.1	8e367f34e0c5c20b616426aa330c2795	11/07/15	t11=0.2:t12=0.15:p10=0.1	2959	975	Fill	0.330	0.337	0.28
8e367f34e0c5c20b616426aa330c279542194t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	09/07/15	t4=0.45:t7=0.45	2449	287	Fill	0.117	0.221	0.20
8e367f34e0c5c20b616426aa330c279542195t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	10/07/15	t4=0.45:t7=0.45	2448	182	Fill	0.074	0.220	0.20
8e367f34e0c5c20b616426aa330c279542196t4=0.45:t7=0.45	8e367f34e0c5c20b616426aa330c2795	11/07/15	t4=0.45:t7=0.45	2465	473	Fill	0.192	0.213	0.20
8e367f34e0c5c20b616426aa330c279542194t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	09/07/15	t8=0.45:t5=0.25	2378	526	Fill	0.221	0.278	0.20
8e367f34e0c5c20b616426aa330c279542195t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	10/07/15	t8=0.45:t5=0.25	2989	637	Fill	0.213	0.278	0.20
8e367f34e0c5c20b616426aa330c279542196t8=0.45:t5=0.25	8e367f34e0c5c20b616426aa330c2795	11/07/15	t8=0.45:t5=0.25	2264	563	Fill	0.249	0.271	0.20
a1f15efcbb7a264bfc52cb9dd97c1e9642194o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	09/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	43640	13657	Fill	0.313	0.279	0.09
a1f15efcbb7a264bfc52cb9dd97c1e9642195o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	10/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	45442	14172	Fill	0.312	0.283	0.09
a1f15efcbb7a264bfc52cb9dd97c1e9642196o1=3.20:p1=3.06:e1=2.75:t1=2.75	a1f15efcbb7a264bfc52cb9dd97c1e96	11/07/15	o1=3.20:p1=3.06:e1=2.75:t1=2.75	38454	11314	Fill	0.294	0.287	0.09
a66cf2f1f782e3c8ea1a2d2e162c83b342194p1=0.03:t1=0.03	a66cf2f1f782e3c8ea1a2d2e162c83b3	09/07/15	p1=0.03:t1=0.03	1131392	119723	Fill	0.106	N/A	0.00
a66cf2f1f782e3c8ea1a2d2e162c83b342195p1=0.03:t1=0.03	a66cf2f1f782e3c8ea1a2d2e162c83b3	10/07/15	p1=0.03:t1=0.03	271455	35025	Fill	0.129	N/A	0.00
a66cf2f1f782e3c8ea1a2d2e162c83b342196p1=0.03:t1=0.03	a66cf2f1f782e3c8ea1a2d2e162c83b3	11/07/15	p1=0.03:t1=0.03	612465	48390	Fill	0.079	0.106	0.01
a66cf2f1f782e3c8ea1a2d2e162c83b342196p4=0.45:p6=0.25	a66cf2f1f782e3c8ea1a2d2e162c83b3	11/07/15	p4=0.45:p6=0.25	565	4	Fill	0.007	N/A	0.00
a66cf2f1f782e3c8ea1a2d2e162c83b342196p7=0.45:p8=0.45	a66cf2f1f782e3c8ea1a2d2e162c83b3	11/07/15	p7=0.45:p8=0.45	592	5	Fill	0.008	N/A	0.00
b260a49f50c135c7f3de7fe36777bcd442194o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	o1=0.03:p1=0.03	53182	28709	Fill	0.540	0.584	0.04
b260a49f50c135c7f3de7fe36777bcd442195o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	o1=0.03:p1=0.03	52473	29052	Fill	0.554	0.577	0.04
b260a49f50c135c7f3de7fe36777bcd442196o1=0.03:p1=0.03	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	o1=0.03:p1=0.03	58792	32266	Fill	0.549	0.569	0.04
b260a49f50c135c7f3de7fe36777bcd442196o7=0.4:o5=0.2	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	o7=0.4:o5=0.2	602	105	Fill	0.174	0.217	0.04
b260a49f50c135c7f3de7fe36777bcd442194o8=0.4:o4=0.4	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	o8=0.4:o4=0.4	532	78	Fill	0.147	0.128	0.04
b260a49f50c135c7f3de7fe36777bcd442194p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	p4=0.4:p5=0.2	531	126	Fill	0.237	0.194	0.04
b260a49f50c135c7f3de7fe36777bcd442195p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	p4=0.4:p5=0.2	552	162	Fill	0.293	0.182	0.04
b260a49f50c135c7f3de7fe36777bcd442196p4=0.4:p5=0.2	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	p4=0.4:p5=0.2	519	149	Fill	0.287	0.193	0.04
b260a49f50c135c7f3de7fe36777bcd442194p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	09/07/15	p7=0.4:p8=0.4	543	104	Fill	0.192	0.150	0.04
b260a49f50c135c7f3de7fe36777bcd442195p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	10/07/15	p7=0.4:p8=0.4	558	109	Fill	0.195	0.144	0.04
b260a49f50c135c7f3de7fe36777bcd442196p7=0.4:p8=0.4	b260a49f50c135c7f3de7fe36777bcd4	11/07/15	p7=0.4:p8=0.4	636	123	Fill	0.193	0.154	0.04
c5d16aaa5c5d6257ed7bf89b8428f38442194p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p1=0.56:t1=0.50	2316524	50303	Fill	0.022	0.018	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442195p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p1=0.56:t1=0.50	1275778	21360	Fill	0.017	0.018	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442196p1=0.56:t1=0.50	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p1=0.56:t1=0.50	1198964	22466	Fill	0.019	0.018	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442194p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p4=0.9:p6=0.7	2521	46	Fill	0.018	0.013	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442195p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p4=0.9:p6=0.7	1292	17	Fill	0.013	0.013	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442196p4=0.9:p6=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p4=0.9:p6=0.7	1112	24	Fill	0.022	0.014	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442194p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	32174	814	Fill	0.025	0.021	0.13
c5d16aaa5c5d6257ed7bf89b8428f38442195p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	24578	468	Fill	0.019	0.020	0.13
c5d16aaa5c5d6257ed7bf89b8428f38442196p5=0.7:t10=0.5:p11=0.6:t11=0.5	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p5=0.7:t10=0.5:p11=0.6:t11=0.5	24098	543	Fill	0.023	0.021	0.13
c5d16aaa5c5d6257ed7bf89b8428f38442194p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	p8=0.9:p7=0.9	2034	34	Fill	0.017	0.012	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442195p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	p8=0.9:p7=0.9	1315	19	Fill	0.014	0.012	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442196p8=0.9:p7=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	p8=0.9:p7=0.9	1231	17	Fill	0.014	0.012	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442194t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	t4=0.9:t8=0.9	1961	4	Fill	0.002	0.003	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442195t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	t4=0.9:t8=0.9	1150	0	Fill	0.000	0.003	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442196t4=0.9:t8=0.9	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	t4=0.9:t8=0.9	910	3	Fill	0.003	0.003	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442194t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	09/07/15	t7=0.9:t5=0.7	1904	2	Fill	0.001	0.005	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442195t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	10/07/15	t7=0.9:t5=0.7	1324	3	Fill	0.002	0.005	0.07
c5d16aaa5c5d6257ed7bf89b8428f38442196t7=0.9:t5=0.7	c5d16aaa5c5d6257ed7bf89b8428f384	11/07/15	t7=0.9:t5=0.7	1083	1	Fill	0.001	0.005	0.07
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e25=0.65:e15=0.65:e12=0.6	25093	13734	Fill	0.547	0.570	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e25=0.65:e15=0.65:e12=0.6	28200	16401	Fill	0.582	0.561	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e25=0.65:e15=0.65:e12=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e25=0.65:e15=0.65:e12=0.6	27069	15184	Fill	0.561	0.553	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e26=2.65:p22=1.05:o18=0.9:e33=0.8:p32=0.9	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e26=2.65:p22=1.05:o18=0.9:e33=0.8:p32=0.9	6236	2152	Fill	0.345	0.402	0.21
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e28=0.75:o19=0.75:p26=0.7	4741	2492	Fill	0.526	0.548	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e28=0.75:o19=0.75:p26=0.7	5627	3030	Fill	0.538	0.536	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e28=0.75:o19=0.75:p26=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e28=0.75:o19=0.75:p26=0.7	4695	2535	Fill	0.540	0.527	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	4840	2560	Fill	0.529	0.543	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	6161	3177	Fill	0.516	0.531	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e29=1.4:e19=1.1:p25=1.1:e8=0.8:e2=0.8	4146	2044	Fill	0.493	0.522	0.17
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e34=0.7:p30=0.7:e14=0.6	4439	2445	Fill	0.551	0.564	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e34=0.7:p30=0.7:e14=0.6	4768	2753	Fill	0.577	0.554	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e34=0.7:p30=0.7:e14=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e34=0.7:p30=0.7:e14=0.6	5163	2810	Fill	0.544	0.545	0.10
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6779	3797	Fill	0.560	0.560	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6690	3849	Fill	0.575	0.549	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e37=0.75:o21=0.75:o20=0.75:p6=0.7	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e37=0.75:o21=0.75:o20=0.75:p6=0.7	6802	3494	Fill	0.514	0.540	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	945	389	Fill	0.412	0.456	0.16
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	832	401	Fill	0.482	0.447	0.16
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e4=1.5:o6=1.1:p9=0.95:e13=0.8	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e4=1.5:o6=1.1:p9=0.95:e13=0.8	788	370	Fill	0.470	0.437	0.16
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	23065	12687	Fill	0.550	0.563	0.15
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	19294	10665	Fill	0.553	0.554	0.15
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e6=0.90:e18=0.85:e30=0.85:e16=0.80:e17=0.80	16475	9310	Fill	0.565	0.546	0.16
d4ecbb9d04fd598ea6ff2f9766a6f03a42194e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	5750	3312	Fill	0.576	0.572	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42195e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	10/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	7661	4510	Fill	0.589	0.561	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42196e9=0.75:p34=0.7:p16=0.7:e24=0.6	d4ecbb9d04fd598ea6ff2f9766a6f03a	11/07/15	e9=0.75:p34=0.7:p16=0.7:e24=0.6	7198	3916	Fill	0.544	0.552	0.13
d4ecbb9d04fd598ea6ff2f9766a6f03a42194o14=1.2:o23=1.2	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	o14=1.2:o23=1.2	569	123	Fill	0.216	0.289	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42194o4=1.2:o15=1	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	o4=1.2:o15=1	504	122	Fill	0.242	0.220	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42194p28=1.2:p12=1	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	p28=1.2:p12=1	713	203	Fill	0.285	0.287	0.09
d4ecbb9d04fd598ea6ff2f9766a6f03a42194p8=1.2:p13=1.2	d4ecbb9d04fd598ea6ff2f9766a6f03a	09/07/15	p8=1.2:p13=1.2	538	139	Fill	0.258	0.268	0.09
dcb49c1d85d610b2cd8893218b9e4e2442194e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	24082	7296	Fill	0.303	0.311	0.15
dcb49c1d85d610b2cd8893218b9e4e2442195e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	59745	15064	Fill	0.252	0.303	0.15
dcb49c1d85d610b2cd8893218b9e4e2442196e12=0.95:e11=0.95:e10=0.70:t13=0.70	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e12=0.95:e11=0.95:e10=0.70:t13=0.70	44736	11128	Fill	0.249	0.300	0.15
dcb49c1d85d610b2cd8893218b9e4e2442194e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	107515	24706	Fill	0.230	0.245	0.15
dcb49c1d85d610b2cd8893218b9e4e2442195e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	65346	15753	Fill	0.241	0.242	0.15
dcb49c1d85d610b2cd8893218b9e4e2442196e14=0.75:e2=0.75:e15=0.7:t12=0.7	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e14=0.75:e2=0.75:e15=0.7:t12=0.7	50945	12028	Fill	0.236	0.240	0.15
dcb49c1d85d610b2cd8893218b9e4e2442194e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e16=1.1:e8=1.1	1855	202	Fill	0.109	0.151	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e16=1.1:e8=1.1	1545	162	Fill	0.105	0.147	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196e16=1.1:e8=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e16=1.1:e8=1.1	1455	152	Fill	0.104	0.144	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194e18=0.85:t2=0.8:e13=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e18=0.85:t2=0.8:e13=0.7	111306	22560	Fill	0.203	0.269	0.11
dcb49c1d85d610b2cd8893218b9e4e2442195e18=0.85:t2=0.8:e13=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e18=0.85:t2=0.8:e13=0.7	58585	12170	Fill	0.208	0.257	0.11
dcb49c1d85d610b2cd8893218b9e4e2442194e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	7804	2410	Fill	0.309	0.341	0.17
dcb49c1d85d610b2cd8893218b9e4e2442195e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e4=0.85:o13=0.7:o14=0.65:e19=0.55:t5=0.55	5627	2140	Fill	0.380	0.344	0.17
dcb49c1d85d610b2cd8893218b9e4e2442194e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	e6=1.1:e3=0.9	1810	272	Fill	0.150	0.172	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	e6=1.1:e3=0.9	1780	233	Fill	0.131	0.167	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196e6=1.1:e3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	e6=1.1:e3=0.9	1604	193	Fill	0.120	0.164	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194o1=0.82:p1=0.78:e1=0.7:t1=0.7	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o1=0.82:p1=0.78:e1=0.7:t1=0.7	46552	15154	Fill	0.326	0.353	0.14
dcb49c1d85d610b2cd8893218b9e4e2442195o1=0.82:p1=0.78:e1=0.7:t1=0.7	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o1=0.82:p1=0.78:e1=0.7:t1=0.7	76560	20791	Fill	0.272	0.338	0.14
dcb49c1d85d610b2cd8893218b9e4e2442194o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o10=1.1:o12=1.1	1887	250	Fill	0.132	0.134	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o10=1.1:o12=1.1	1835	268	Fill	0.146	0.136	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196o10=1.1:o12=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	o10=1.1:o12=1.1	1748	224	Fill	0.128	0.136	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	56311	17919	Fill	0.318	0.324	0.17
dcb49c1d85d610b2cd8893218b9e4e2442195o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o2=0.65:p11=0.6:t18=0.5:o8=0.55:p12=0.5	60500	18556	Fill	0.307	0.319	0.17
dcb49c1d85d610b2cd8893218b9e4e2442194o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	o5=1.1:o3=0.9	1911	266	Fill	0.139	0.143	0.08
dcb49c1d85d610b2cd8893218b9e4e2442195o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	o5=1.1:o3=0.9	1831	288	Fill	0.157	0.145	0.08
dcb49c1d85d610b2cd8893218b9e4e2442196o5=1.1:o3=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	o5=1.1:o3=0.9	1786	245	Fill	0.137	0.144	0.08
dcb49c1d85d610b2cd8893218b9e4e2442194t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t15=1.1:t11=1.1	1751	204	Fill	0.117	0.199	0.07
dcb49c1d85d610b2cd8893218b9e4e2442195t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t15=1.1:t11=1.1	1809	226	Fill	0.125	0.190	0.07
dcb49c1d85d610b2cd8893218b9e4e2442196t15=1.1:t11=1.1	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	t15=1.1:t11=1.1	1655	150	Fill	0.091	0.183	0.07
dcb49c1d85d610b2cd8893218b9e4e2442194t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	8955	2597	Fill	0.290	0.303	0.17
dcb49c1d85d610b2cd8893218b9e4e2442195t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t4=0.95:t14=0.95:o4=0.65:e20=0.55:t19=0.55	4374	1330	Fill	0.304	0.303	0.17
dcb49c1d85d610b2cd8893218b9e4e2442194t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	09/07/15	t6=1.1:t9=0.9	1829	247	Fill	0.135	0.207	0.07
dcb49c1d85d610b2cd8893218b9e4e2442195t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	10/07/15	t6=1.1:t9=0.9	1620	205	Fill	0.127	0.198	0.07
dcb49c1d85d610b2cd8893218b9e4e2442196t6=1.1:t9=0.9	dcb49c1d85d610b2cd8893218b9e4e24	11/07/15	t6=1.1:t9=0.9	1585	150	Fill	0.095	0.192	0.07
f0da62b689b1f7ad3ba9a86501e73f9e42194p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	09/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	91996	25506	Fill	0.277	0.530	0.03
f0da62b689b1f7ad3ba9a86501e73f9e42195p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	10/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	62135	19891	Fill	0.320	0.477	0.03
f0da62b689b1f7ad3ba9a86501e73f9e42196p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	f0da62b689b1f7ad3ba9a86501e73f9e	11/07/15	p45=0.62:p32=0.62:p33=0.62:p42=0.62:p15=0.62	41699	20127	Fill	0.483	0.442	0.03
