0,0.85,0
0,0.85,204
0,0.5,0
0.8,0.5,200
1.66;0.76;0.14;0.08;0.05,0.5,200
0,0.5,0
0.02,0.7,200
0,1.5,204
0,0.5,204
0.8,0.5,200
0,0.85,0
0,0.5,204
0,0.7,0
0,0.85,0
0,0.85,0
0,0.85,204
0,0.5,204
0,1.5,0
0,0.7,0|0
0,0.5,0
0,0.7,0
0,0.5,0
0.56;0.13,0.85,200
0.36;0.2;0.12;0.02,0.3,200
0.02,1.5,200
0,0.3,0
0,1.5,0
0,0.7,0|0
0,0.9,0|0
0,0.7,0
0.4;0.15,0.5,200
0,0.5,0
0,0.5,0
0,0.85,204
0,0.85,0
0.56;0.13,0.5,0
0,0.85,204
0,0.3,0
0,0.5,204
0.44,0.3,200
0,0.5,0
0,1.5,204
0,0.3,0
0,1.2,0
0,0.7,0|0
0,0.5,0
0,0.5,204
0.32;0.02,0.7,200
1.7;0.59;0.56;0.32,0.5,200
0,0.9,0|0
2.88;1.28;0.25;0.15,1.2,200
0,0.85,0
0,0.85,0
0,0.9,0|0
0,0.7,0
0,0.5,204
0,0.5,0
0,0.5,0
0,1.5,0
0,0.5,0
0.5;0.01,0.85,200
0.5;0.01,0.5,0
0,0.3,0
0,0.5,204
0,0.7,0
0,0.7,0
0.71;0.4;0.27,1.2,200
0,1.5,0
0,0.3,0
0,0.5,0
0.12;0.12,0.5,200
0,0.85,0
9.21;0.8;0.24;0.24;0.16,0.9,200
0,0.3,0
0.07,0.9,200|200
0,0.5,0
0,0.5,204
0,1.5,0
0,0.7,0
0,0.5,0
0,0.7,0|0
0.17;0.01,0.7,200
0,0.5,204
0,0.7,204
0.36;0.12;0.05,0.5,200
0,0.85,0
0,0.7,0
0,0.5,0
0,0.5,0
0,0.3,0
0,0.85,0
0,0.9,0|0
0,0.5,0
0.2;0.02,0.3,200
0,0.85,0
0,1.2,0
0,0.85,0
0,0.5,0
0,0.7,0
0,0.85,0
0,0.85,0
2.49;0.2;0.02,0.9,200
0,0.3,0
0,1.2,0
0.58,0.3,200
0,0.5,0
0.36,0.85,200
0,0.5,0
0.48;0.32;0.14;0.08;0.07,0.85,200
0,0.7,0|0
0.93;0.02,0.3,200
0,0.7,204|204
0,0.5,204
0,0.5,204
0.47,0.85,200
0,0.5,0
0,0.3,0
0.76;0.71;0.71;0.4;0.39,0.85,200
0,1.2,0
0,0.3,204
0,0.7,0|0
0.34;0.07,0.5,200
2.16;1.2;0.8;0.36;0.32,0.7,200
0,0.5,0
0,0.85,0
0,0.85,0
0,0.5,204
0,0.5,0
0,0.5,0
0.07,0.85,200
0,0.5,0
0,0.85,0
0,0.7,0|0
0.09,0.85,200
0,0.5,0
0,1.5,0
0,0.9,0|0
0,1.2,0
1.56;0.22,1.2,200
