0,0.75,0
0.15;0.03;0.01,1.45,200
0,0.65,0|0
0,0.85,0|0
0,0.75,0
0,0.75,0
0,1.45,0
0,0.75,0
0,0.75,0
0,0.75,0
4.38;0.04,0.75,200
0,0.85,0|0
0,0.85,0|0
0,0.85,0|0
0,0.25,0
0,0.65,0
0,0.65,0
0,0.65,0
0.07,0.75,200
0,0.65,204
0,0.75,0
0.6;0.57;0.53;0.27;0.2,0.75,200
0,1.45,0
0.01,0.75,200
0.05;0.01,0.75,200
0,0.65,0
0.9;0.27;0.2;0.02;0.01,0.75,200
0,0.75,0
0.01,0.75,200
0,0.25,0
0,0.75,0
0,0.75,0
0,0.25,0
0,1.15,0
0,0.75,0
0,0.75,0
0.05,0.55,200
0,0.75,0
0,0.85,0|0
0,1.45,0
0,0.65,0|0
0,0.75,0
0,0.75,0
0,0.65,0
0,0.85,0|0
0,1.45,0
0,0.65,0
0,0.75,0
0,0.65,0
0,0.75,0
0,0.65,0|0
0,1.15,0
0,0.75,0
0,0.75,0
0,0.85,0|0
0,0.65,0
0,0.75,0
0,0.25,0
0,1.15,0
0,0.25,0
0,0.75,0
0.36;0.19,0.75,200
0,0.65,0|0
0,0.65,0
1.2;0.36;0.2;0.13,0.65,200
0,0.75,0
0.37;0.34;0.07;0.07,0.65,200
2.8,0.75,200
0,1.45,0
0.05;0.04,0.75,200
0,0.75,0
0.04,0.75,200
0.01,0.65,200|200
0,0.85,0|0
0,0.25,0
0,0.75,0
0,0.75,0
0,0.25,0
0,0.85,0|0
0,0.75,0
0,0.65,0
0,0.65,0
1.36;0.52;0.02,0.25,200
0,0.25,0
0,0.75,0
0,0.25,0
0,0.75,0
0.03;0.03,0.25,200
0,0.85,0|0
0,1.45,0
0,1.15,0
0.04,0.75,200
0,0.75,0
0,0.75,0
0,0.25,0
0,1.45,204
0,0.85,0|0
0,0.65,0
0,0.75,0
3.43;0.43;0.28;0.16;0.03,0.75,200
3.43;0.43;0.4;0.28;0.04,0.75,200
0,1.45,0
0.36,0.25,200
0,1.45,0
0,0.75,0
0.01,1.15,200
0,1.15,0
0,0.25,0
0,0.75,0
0,0.25,0
0.6;0.32;0.24;0.24;0.22,0.75,200
0.1,0.85,200|200
0,0.25,0
0,1.15,0
0,0.75,0
0,1.45,0
0,0.75,0
0,0.65,0|0
0,0.75,0
0.16;0.02,0.75,200
0,0.65,0|0
0,1.15,0
0,0.75,0
0,0.65,0
0,0.25,0
0.16;0.03,0.75,200
0,0.75,0
0,1.45,0
0,0.75,0
0,0.65,0|0
0,0.75,0
0.4;0.24;0.04,0.75,200
0,0.85,0|0
0,1.15,0
0,0.85,0|0
0,0.75,0
0,0.25,0
0.05;0.01,1.45,200
0.01,0.75,200
0,0.65,0|0
0,0.75,0
0.41;0.01,0.55,200
0,1.45,0
0.4;0.04,0.75,200
0,1.45,0
0,0.65,0|0
0.52;0.2;0.04;0.03,0.75,200
0,0.65,0
0,0.65,0
0,0.75,0
0,0.75,0
0,0.75,0
0.04;0.01,0.75,200
0,1.15,0
0,0.75,0
0,0.75,0
0,0.25,0
0,0.75,0
0,0.65,0
0,1.45,0
0,0.75,0
0,1.45,0
0,0.85,0|0
0,0.85,0|0
0,1.45,0
0,0.85,0|0
0,0.75,0
0,1.45,0
0,0.75,0
0,0.75,0
0,0.75,0
0.04,1.45,200
0,1.45,0
0.36;0.35;0.32;0.2,0.75,200
0,0.75,0
0,0.75,0
0,1.15,0
0,0.75,0
0,0.55,0
0,0.55,0
0,0.75,0
0,1.45,0
0,0.65,0|0
0,0.65,0
0,0.85,0|0
0,1.45,0
0,0.75,0
0,1.45,0
0,0.75,0
0,0.65,0|0
0,0.75,0
0,0.75,0
0,1.15,0
0,0.65,0|0
0,0.75,0
0.2;0.01,0.85,200|200
0,0.65,0|0
0,1.15,0
2;0.43;0.4;0.2;0.03,0.65,200
0,0.65,0
0,1.45,0
0.22,0.25,200
0.34;0.19,1.45,200
